op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
phase7,7,32,151936,20,bfloat16,4,128,26.886,26.872,26.888,26.882,0.008,5,4404,440,4,6ddf1e0-dirty
full,7,32,151936,20,bfloat16,4,128,27.178,27.163,27.199,27.182,0.017,5,4385,438,4,6ddf1e0-dirty
noop,0,32,151936,20,bfloat16,4,128,2.538,2.525,2.550,2.537,0.011,5,5000,500,4,6ddf1e0-dirty
phase1,1,32,151936,20,bfloat16,4,128,8.208,8.171,8.218,8.197,0.023,5,5000,500,4,6ddf1e0-dirty
phase2,2,32,151936,20,bfloat16,4,128,8.215,8.213,8.324,8.246,0.057,5,5000,500,4,6ddf1e0-dirty
phase3,3,32,151936,20,bfloat16,4,128,16.389,16.380,16.389,16.387,0.005,5,5000,500,4,6ddf1e0-dirty
phase4,4,32,151936,50,bfloat16,4,128,16.389,16.381,16.390,16.388,0.005,5,5000,500,4,6ddf1e0-dirty
phase5,5,32,151936,50,bfloat16,4,128,24.580,24.569,24.581,24.578,0.006,5,5000,500,4,6ddf1e0-dirty
phase6,6,32,151936,50,bfloat16,4,128,27.504,27.471,27.508,27.494,0.017,5,4399,439,4,6ddf1e0-dirty
phase7,7,32,151936,50,bfloat16,4,128,30.725,30.723,30.727,30.725,0.002,5,3872,387,4,6ddf1e0-dirty
full,7,32,151936,50,bfloat16,4,128,30.713,30.704,30.714,30.710,0.005,5,3873,387,4,6ddf1e0-dirty
noop,0,32,151936,50,bfloat16,4,128,2.532,2.525,2.540,2.533,0.007,5,5000,500,4,6ddf1e0-dirty
phase1,1,32,151936,50,bfloat16,4,128,8.208,8.183,8.213,8.201,0.014,5,5000,500,4,6ddf1e0-dirty
phase2,2,32,151936,50,bfloat16,4,128,8.218,8.213,8.339,8.252,0.063,5,5000,500,4,6ddf1e0-dirty
phase3,3,32,151936,50,bfloat16,4,128,16.387,16.379,16.388,16.386,0.005,5,5000,500,4,6ddf1e0-dirty
phase4,4,32,151936,100,bfloat16,4,128,16.390,16.382,16.391,16.388,0.005,5,5000,500,4,6ddf1e0-dirty
phase5,5,32,151936,100,bfloat16,4,128,24.915,24.894,24.927,24.914,0.015,5,4796,479,4,6ddf1e0-dirty
phase6,6,32,151936,100,bfloat16,4,128,30.579,30.562,30.594,30.581,0.014,5,3940,394,4,6ddf1e0-dirty
phase7,7,32,151936,100,bfloat16,4,128,34.825,34.824,34.837,34.829,0.007,5,3418,341,4,6ddf1e0-dirty
full,7,32,151936,100,bfloat16,4,128,34.950,34.939,34.961,34.950,0.010,5,3387,338,4,6ddf1e0-dirty
noop,0,32,151936,100,bfloat16,4,128,2.533,2.526,2.543,2.534,0.007,5,5000,500,4,6ddf1e0-dirty
phase1,1,32,151936,100,bfloat16,4,128,8.212,8.173,8.293,8.218,0.056,5,5000,500,4,6ddf1e0-dirty
phase2,2,32,151936,100,bfloat16,4,128,8.214,8.211,8.323,8.240,0.061,5,5000,500,4,6ddf1e0-dirty
phase3,3,32,151936,100,bfloat16,4,128,16.388,16.380,16.389,16.386,0.004,5,5000,500,4,6ddf1e0-dirty
phase5,5,1,151936,20,bfloat16,8,8,10.248,10.241,10.250,10.247,0.004,5,5000,500,5,6ddf1e0-dirty
phase6,6,1,151936,20,bfloat16,8,8,14.353,14.352,14.371,14.357,0.010,5,5000,500,5,6ddf1e0-dirty
phase7,7,1,151936,20,bfloat16,8,8,16.345,16.341,16.356,16.347,0.007,5,5000,500,5,6ddf1e0-dirty
full,7,1,151936,20,bfloat16,8,8,16.346,16.344,16.348,16.346,0.002,5,5000,500,5,6ddf1e0-dirty
noop,0,1,151936,20,bfloat16,8,8,2.527,2.522,2.531,2.527,0.004,5,5000,500,5,6ddf1e0-dirty
phase1,1,1,151936,20,bfloat16,8,8,4.136,4.132,4.148,4.139,0.007,5,5000,500,5,6ddf1e0-dirty
phase2,2,1,151936,20,bfloat16,8,8,4.216,4.201,4.223,4.212,0.011,5,5000,500,5,6ddf1e0-dirty
phase3,3,1,151936,20,bfloat16,8,8,6.268,6.202,6.275,6.253,0.037,5,5000,500,5,6ddf1e0-dirty
phase4,4,1,151936,20,bfloat16,8,8,6.597,6.204,6.603,6.442,0.217,5,5000,500,5,6ddf1e0-dirty
phase5,5,1,151936,50,bfloat16,8,8,10.272,10.258,10.281,10.270,0.012,5,5000,500,5,6ddf1e0-dirty
phase6,6,1,151936,50,bfloat16,8,8,16.375,16.373,16.376,16.375,0.002,5,5000,500,5,6ddf1e0-dirty
phase7,7,1,151936,50,bfloat16,8,8,18.462,18.460,18.464,18.462,0.002,5,5000,500,5,6ddf1e0-dirty
full,7,1,151936,50,bfloat16,8,8,19.434,19.432,19.449,19.438,0.008,5,5000,500,5,6ddf1e0-dirty
noop,0,1,151936,50,bfloat16,8,8,2.511,2.502,2.512,2.509,0.005,5,5000,500,5,6ddf1e0-dirty
phase1,1,1,151936,50,bfloat16,8,8,4.145,4.139,4.152,4.146,0.006,5,5000,500,5,6ddf1e0-dirty
phase2,2,1,151936,50,bfloat16,8,8,4.199,4.194,4.207,4.200,0.006,5,5000,500,5,6ddf1e0-dirty
phase3,3,1,151936,50,bfloat16,8,8,6.253,6.248,6.263,6.255,0.007,5,5000,500,5,6ddf1e0-dirty
phase4,4,1,151936,50,bfloat16,8,8,6.594,6.265,6.602,6.504,0.173,5,5000,500,5,6ddf1e0-dirty
phase5,5,1,151936,100,bfloat16,8,8,10.261,10.259,10.663,10.421,0.220,5,5000,500,5,6ddf1e0-dirty
phase6,6,1,151936,100,bfloat16,8,8,18.459,18.456,18.463,18.459,0.003,5,5000,500,5,6ddf1e0-dirty
phase7,7,1,151936,100,bfloat16,8,8,22.564,22.564,22.568,22.565,0.002,5,5000,500,5,6ddf1e0-dirty
full,7,1,151936,100,bfloat16,8,8,23.076,23.070,23.094,23.080,0.011,5,4951,495,5,6ddf1e0-dirty
noop,0,1,151936,100,bfloat16,8,8,2.532,2.517,2.533,2.527,0.008,5,5000,500,5,6ddf1e0-dirty
phase1,1,1,151936,100,bfloat16,8,8,4.145,4.137,4.146,4.142,0.004,5,5000,500,5,6ddf1e0-dirty
phase2,2,1,151936,100,bfloat16,8,8,4.201,4.194,4.213,4.201,0.009,5,5000,500,5,6ddf1e0-dirty
phase3,3,1,151936,100,bfloat16,8,8,6.317,6.187,6.327,6.269,0.074,5,5000,500,5,6ddf1e0-dirty
phase4,4,1,151936,100,bfloat16,8,8,6.595,6.198,6.598,6.437,0.218,5,5000,500,5,6ddf1e0-dirty
phase5,5,4,151936,20,bfloat16,8,32,10.275,10.259,10.278,10.271,0.009,5,5000,500,5,6ddf1e0-dirty
phase6,6,4,151936,20,bfloat16,8,32,14.388,14.385,14.389,14.387,0.002,5,5000,500,5,6ddf1e0-dirty
phase7,7,4,151936,20,bfloat16,8,32,16.375,16.371,16.392,16.378,0.010,5,5000,500,5,6ddf1e0-dirty
full,7,4,151936,20,bfloat16,8,32,16.376,16.375,16.379,16.377,0.002,5,5000,500,5,6ddf1e0-dirty
noop,0,4,151936,20,bfloat16,8,32,2.525,2.520,2.535,2.527,0.007,5,5000,500,5,6ddf1e0-dirty
phase1,1,4,151936,20,bfloat16,8,32,4.146,4.137,4.147,4.143,0.005,5,5000,500,5,6ddf1e0-dirty
phase2,2,4,151936,20,bfloat16,8,32,4.242,4.239,4.253,4.246,0.007,5,5000,500,5,6ddf1e0-dirty
phase3,3,4,151936,20,bfloat16,8,32,6.198,6.191,6.592,6.354,0.218,5,5000,500,5,6ddf1e0-dirty
phase4,4,4,151936,20,bfloat16,8,32,7.755,7.702,7.778,7.743,0.037,5,5000,500,5,6ddf1e0-dirty
phase5,5,4,151936,50,bfloat16,8,32,10.551,10.316,10.563,10.496,0.134,5,5000,500,5,6ddf1e0-dirty
phase6,6,4,151936,50,bfloat16,8,32,16.382,16.380,16.387,16.383,0.003,5,5000,500,5,6ddf1e0-dirty
phase7,7,4,151936,50,bfloat16,8,32,18.500,18.474,18.545,18.503,0.032,5,5000,500,5,6ddf1e0-dirty
full,7,4,151936,50,bfloat16,8,32,20.272,20.266,20.280,20.273,0.007,5,5000,500,5,6ddf1e0-dirty
noop,0,4,151936,50,bfloat16,8,32,2.542,2.533,2.550,2.542,0.008,5,5000,500,5,6ddf1e0-dirty
phase1,1,4,151936,50,bfloat16,8,32,4.146,4.140,4.149,4.145,0.004,5,5000,500,5,6ddf1e0-dirty
phase2,2,4,151936,50,bfloat16,8,32,4.237,4.229,4.244,4.237,0.007,5,5000,500,5,6ddf1e0-dirty
phase3,3,4,151936,50,bfloat16,8,32,6.586,6.251,6.591,6.492,0.174,5,5000,500,5,6ddf1e0-dirty
phase4,4,4,151936,50,bfloat16,8,32,7.581,7.572,7.657,7.601,0.041,5,5000,500,5,6ddf1e0-dirty
phase5,5,4,151936,100,bfloat16,8,32,12.275,12.273,12.278,12.275,0.002,5,5000,500,5,6ddf1e0-dirty
phase6,6,4,151936,100,bfloat16,8,32,20.484,20.483,20.485,20.484,0.001,5,5000,500,5,6ddf1e0-dirty
phase7,7,4,151936,100,bfloat16,8,32,24.574,24.572,24.575,24.574,0.001,5,4775,477,5,6ddf1e0-dirty
full,7,4,151936,100,bfloat16,8,32,26.145,26.115,26.171,26.142,0.024,5,4369,436,5,6ddf1e0-dirty
noop,0,4,151936,100,bfloat16,8,32,2.553,2.551,2.561,2.555,0.005,5,5000,500,5,6ddf1e0-dirty
phase1,1,4,151936,100,bfloat16,8,32,4.148,4.140,4.153,4.147,0.006,5,5000,500,5,6ddf1e0-dirty
phase2,2,4,151936,100,bfloat16,8,32,4.238,4.236,4.252,4.242,0.008,5,5000,500,5,6ddf1e0-dirty
phase3,3,4,151936,100,bfloat16,8,32,6.517,6.194,6.592,6.417,0.206,5,5000,500,5,6ddf1e0-dirty
phase4,4,4,151936,100,bfloat16,8,32,7.678,7.539,7.713,7.640,0.080,5,5000,500,5,6ddf1e0-dirty
phase5,5,8,151936,20,bfloat16,8,64,10.266,10.257,10.268,10.263,0.006,5,5000,500,5,6ddf1e0-dirty
phase6,6,8,151936,20,bfloat16,8,64,14.387,14.385,14.389,14.387,0.002,5,5000,500,5,6ddf1e0-dirty
phase7,7,8,151936,20,bfloat16,8,64,16.376,16.374,16.401,16.382,0.014,5,5000,500,5,6ddf1e0-dirty
full,7,8,151936,20,bfloat16,8,64,16.375,16.374,16.376,16.375,0.001,5,5000,500,5,6ddf1e0-dirty
noop,0,8,151936,20,bfloat16,8,64,2.535,2.528,2.539,2.534,0.005,5,5000,500,5,6ddf1e0-dirty
phase1,1,8,151936,20,bfloat16,8,64,4.153,4.141,4.158,4.149,0.008,5,5000,500,5,6ddf1e0-dirty
phase2,2,8,151936,20,bfloat16,8,64,4.267,4.254,4.280,4.267,0.011,5,5000,500,5,6ddf1e0-dirty
phase3,3,8,151936,20,bfloat16,8,64,6.204,6.203,6.600,6.362,0.217,5,5000,500,5,6ddf1e0-dirty
phase4,4,8,151936,20,bfloat16,8,64,8.170,8.170,8.171,8.171,0.001,5,5000,500,5,6ddf1e0-dirty
phase5,5,8,151936,50,bfloat16,8,64,10.654,10.262,10.659,10.499,0.216,5,5000,500,5,6ddf1e0-dirty
phase6,6,8,151936,50,bfloat16,8,64,16.385,16.384,16.389,16.386,0.002,5,5000,500,5,6ddf1e0-dirty
phase7,7,8,151936,50,bfloat16,8,64,20.479,20.476,20.480,20.478,0.001,5,5000,500,5,6ddf1e0-dirty
full,7,8,151936,50,bfloat16,8,64,20.435,20.430,20.438,20.434,0.003,5,5000,500,5,6ddf1e0-dirty
noop,0,8,151936,50,bfloat16,8,64,2.531,2.527,2.544,2.535,0.008,5,5000,500,5,6ddf1e0-dirty
phase1,1,8,151936,50,bfloat16,8,64,4.158,4.142,4.165,4.154,0.011,5,5000,500,5,6ddf1e0-dirty
phase2,2,8,151936,50,bfloat16,8,64,4.264,4.261,4.276,4.267,0.007,5,5000,500,5,6ddf1e0-dirty
phase3,3,8,151936,50,bfloat16,8,64,6.599,6.537,6.604,6.585,0.035,5,5000,500,5,6ddf1e0-dirty
phase4,4,8,151936,50,bfloat16,8,64,8.172,8.170,8.186,8.175,0.008,5,5000,500,5,6ddf1e0-dirty
phase5,5,8,151936,100,bfloat16,8,64,12.261,12.256,12.276,12.263,0.009,5,5000,500,5,6ddf1e0-dirty
phase6,6,8,151936,100,bfloat16,8,64,20.490,20.486,20.492,20.490,0.003,5,5000,500,5,6ddf1e0-dirty
phase7,7,8,151936,100,bfloat16,8,64,26.607,26.606,26.607,26.607,0.001,5,4411,441,5,6ddf1e0-dirty
full,7,8,151936,100,bfloat16,8,64,26.410,26.403,26.418,26.410,0.007,5,4407,440,5,6ddf1e0-dirty
noop,0,8,151936,100,bfloat16,8,64,2.530,2.526,2.538,2.532,0.006,5,5000,500,5,6ddf1e0-dirty
phase1,1,8,151936,100,bfloat16,8,64,4.156,4.144,4.159,4.153,0.007,5,5000,500,5,6ddf1e0-dirty
phase2,2,8,151936,100,bfloat16,8,64,4.271,4.267,4.278,4.271,0.005,5,5000,500,5,6ddf1e0-dirty
phase3,3,8,151936,100,bfloat16,8,64,6.601,6.282,6.601,6.521,0.178,5,5000,500,5,6ddf1e0-dirty
phase4,4,8,151936,100,bfloat16,8,64,8.172,8.171,8.191,8.178,0.010,5,5000,500,5,6ddf1e0-dirty
phase5,5,16,151936,20,bfloat16,8,128,14.340,14.339,14.342,14.340,0.001,5,5000,500,5,6ddf1e0-dirty
phase6,6,16,151936,20,bfloat16,8,128,18.158,18.145,18.166,18.155,0.010,5,5000,500,5,6ddf1e0-dirty
phase7,7,16,151936,20,bfloat16,8,128,19.497,19.480,19.503,19.495,0.011,5,5000,500,5,6ddf1e0-dirty
full,7,16,151936,20,bfloat16,8,128,19.502,19.487,19.530,19.505,0.019,5,5000,500,5,6ddf1e0-dirty
noop,0,16,151936,20,bfloat16,8,128,2.527,2.526,2.539,2.530,0.006,5,5000,500,5,6ddf1e0-dirty
phase1,1,16,151936,20,bfloat16,8,128,6.166,6.154,6.173,6.163,0.009,5,5000,500,5,6ddf1e0-dirty
phase2,2,16,151936,20,bfloat16,8,128,6.177,6.174,6.181,6.178,0.003,5,5000,500,5,6ddf1e0-dirty
phase3,3,16,151936,20,bfloat16,8,128,10.227,10.225,10.237,10.229,0.006,5,5000,500,5,6ddf1e0-dirty
phase4,4,16,151936,20,bfloat16,8,128,10.230,10.227,10.246,10.234,0.009,5,5000,500,5,6ddf1e0-dirty
phase5,5,16,151936,50,bfloat16,8,128,14.367,14.355,14.370,14.364,0.007,5,5000,500,5,6ddf1e0-dirty
phase6,6,16,151936,50,bfloat16,8,128,20.464,20.461,20.468,20.464,0.003,5,5000,500,5,6ddf1e0-dirty
phase7,7,16,151936,50,bfloat16,8,128,24.564,24.563,24.565,24.564,0.001,5,4841,484,5,6ddf1e0-dirty
full,7,16,151936,50,bfloat16,8,128,24.565,24.563,24.565,24.565,0.001,5,4749,474,5,6ddf1e0-dirty
noop,0,16,151936,50,bfloat16,8,128,2.542,2.536,2.553,2.544,0.007,5,5000,500,5,6ddf1e0-dirty
phase1,1,16,151936,50,bfloat16,8,128,6.167,6.157,6.177,6.167,0.009,5,5000,500,5,6ddf1e0-dirty
phase2,2,16,151936,50,bfloat16,8,128,6.175,6.172,6.181,6.176,0.004,5,5000,500,5,6ddf1e0-dirty
phase3,3,16,151936,50,bfloat16,8,128,10.225,10.225,10.235,10.228,0.005,5,5000,500,5,6ddf1e0-dirty
phase4,4,16,151936,50,bfloat16,8,128,10.228,10.226,10.245,10.233,0.009,5,5000,500,5,6ddf1e0-dirty
phase5,5,16,151936,100,bfloat16,8,128,15.298,15.272,15.328,15.295,0.025,5,5000,500,5,6ddf1e0-dirty
phase6,6,16,151936,100,bfloat16,8,128,22.552,22.551,22.554,22.552,0.001,5,5000,500,5,6ddf1e0-dirty
phase7,7,16,151936,100,bfloat16,8,128,28.685,28.680,28.686,28.684,0.003,5,4129,412,5,6ddf1e0-dirty
full,7,16,151936,100,bfloat16,8,128,28.662,28.659,28.689,28.668,0.016,5,4124,412,5,6ddf1e0-dirty
noop,0,16,151936,100,bfloat16,8,128,2.539,2.536,2.545,2.540,0.004,5,5000,500,5,6ddf1e0-dirty
phase1,1,16,151936,100,bfloat16,8,128,6.170,6.168,6.172,6.170,0.002,5,5000,500,5,6ddf1e0-dirty
phase2,2,16,151936,100,bfloat16,8,128,6.175,6.172,6.179,6.176,0.003,5,5000,500,5,6ddf1e0-dirty
phase3,3,16,151936,100,bfloat16,8,128,10.225,10.224,10.226,10.225,0.001,5,5000,500,5,6ddf1e0-dirty
phase4,4,16,151936,100,bfloat16,8,128,10.240,10.227,10.247,10.238,0.010,5,5000,500,5,6ddf1e0-dirty
phase5,5,32,151936,20,bfloat16,4,128,24.420,24.411,24.425,24.419,0.006,5,5000,500,5,6ddf1e0-dirty
phase6,6,32,151936,20,bfloat16,4,128,25.594,25.582,25.599,25.590,0.008,5,4756,475,5,6ddf1e0-dirty
phase7,7,32,151936,20,bfloat16,4,128,27.011,26.992,27.023,27.008,0.014,5,4430,443,5,6ddf1e0-dirty
full,7,32,151936,20,bfloat16,4,128,27.196,27.192,27.201,27.196,0.004,5,4415,441,5,6ddf1e0-dirty
noop,0,32,151936,20,bfloat16,4,128,2.533,2.529,2.546,2.536,0.007,5,5000,500,5,6ddf1e0-dirty
phase1,1,32,151936,20,bfloat16,4,128,8.208,8.173,8.214,8.197,0.020,5,5000,500,5,6ddf1e0-dirty
phase2,2,32,151936,20,bfloat16,4,128,8.213,8.211,8.215,8.213,0.002,5,5000,500,5,6ddf1e0-dirty
phase3,3,32,151936,20,bfloat16,4,128,16.388,16.379,16.389,16.386,0.005,5,5000,500,5,6ddf1e0-dirty
phase4,4,32,151936,20,bfloat16,4,128,16.389,16.380,16.389,16.387,0.005,5,5000,500,5,6ddf1e0-dirty
phase5,5,32,151936,50,bfloat16,4,128,24.579,24.576,24.579,24.578,0.001,5,5000,500,5,6ddf1e0-dirty
phase6,6,32,151936,50,bfloat16,4,128,27.376,27.368,27.417,27.389,0.023,5,4347,434,5,6ddf1e0-dirty
phase7,7,32,151936,50,bfloat16,4,128,30.728,30.726,30.729,30.727,0.001,5,3861,386,5,6ddf1e0-dirty
full,7,32,151936,50,bfloat16,4,128,30.729,30.726,30.752,30.734,0.013,5,3860,386,5,6ddf1e0-dirty
noop,0,32,151936,50,bfloat16,4,128,2.522,2.512,2.528,2.521,0.008,5,5000,500,5,6ddf1e0-dirty
phase1,1,32,151936,50,bfloat16,4,128,8.210,8.177,8.218,8.201,0.019,5,5000,500,5,6ddf1e0-dirty
phase2,2,32,151936,50,bfloat16,4,128,8.216,8.214,8.323,8.242,0.060,5,5000,500,5,6ddf1e0-dirty
phase3,3,32,151936,50,bfloat16,4,128,16.388,16.380,16.390,16.386,0.005,5,5000,500,5,6ddf1e0-dirty
phase4,4,32,151936,50,bfloat16,4,128,16.390,16.382,16.391,16.388,0.005,5,5000,500,5,6ddf1e0-dirty
phase5,5,32,151936,100,bfloat16,4,128,24.769,24.742,24.776,24.764,0.016,5,4825,482,5,6ddf1e0-dirty
phase6,6,32,151936,100,bfloat16,4,128,30.332,30.318,30.339,30.330,0.010,5,3981,398,5,6ddf1e0-dirty
phase7,7,32,151936,100,bfloat16,4,128,34.859,34.855,34.861,34.858,0.002,5,3412,341,5,6ddf1e0-dirty
full,7,32,151936,100,bfloat16,4,128,34.914,34.906,34.926,34.916,0.009,5,3365,336,5,6ddf1e0-dirty
noop,0,32,151936,100,bfloat16,4,128,2.513,2.505,2.549,2.521,0.020,5,5000,500,5,6ddf1e0-dirty
phase1,1,32,151936,100,bfloat16,4,128,8.212,8.169,8.296,8.216,0.060,5,5000,500,5,6ddf1e0-dirty
phase2,2,32,151936,100,bfloat16,4,128,8.215,8.213,8.396,8.286,0.098,5,5000,500,5,6ddf1e0-dirty
phase3,3,32,151936,100,bfloat16,4,128,16.388,16.380,16.389,16.386,0.005,5,5000,500,5,6ddf1e0-dirty
phase4,4,32,151936,100,bfloat16,4,128,16.391,16.384,16.393,16.390,0.005,5,5000,500,5,6ddf1e0-dirty
phase6,6,1,151936,20,bfloat16,8,8,14.352,14.351,14.359,14.354,0.004,5,5000,500,6,6ddf1e0-dirty
phase7,7,1,151936,20,bfloat16,8,8,16.341,16.337,16.342,16.340,0.002,5,5000,500,6,6ddf1e0-dirty
full,7,1,151936,20,bfloat16,8,8,16.350,16.346,16.352,16.349,0.003,5,5000,500,6,6ddf1e0-dirty
noop,0,1,151936,20,bfloat16,8,8,2.531,2.525,2.533,2.530,0.004,5,5000,500,6,6ddf1e0-dirty
phase1,1,1,151936,20,bfloat16,8,8,4.136,4.123,4.146,4.135,0.010,5,5000,500,6,6ddf1e0-dirty
phase2,2,1,151936,20,bfloat16,8,8,4.210,4.196,4.212,4.206,0.007,5,5000,500,6,6ddf1e0-dirty
phase3,3,1,151936,20,bfloat16,8,8,6.329,6.196,6.337,6.282,0.072,5,5000,500,6,6ddf1e0-dirty
phase4,4,1,151936,20,bfloat16,8,8,6.616,6.290,6.617,6.522,0.168,5,5000,500,6,6ddf1e0-dirty
phase5,5,1,151936,20,bfloat16,8,8,10.230,10.227,10.247,10.235,0.009,5,5000,500,6,6ddf1e0-dirty
phase6,6,1,151936,50,bfloat16,8,8,16.371,16.369,16.374,16.371,0.002,5,5000,500,6,6ddf1e0-dirty
phase7,7,1,151936,50,bfloat16,8,8,18.462,18.460,18.464,18.462,0.002,5,5000,500,6,6ddf1e0-dirty
full,7,1,151936,50,bfloat16,8,8,19.163,19.155,19.181,19.166,0.012,5,5000,500,6,6ddf1e0-dirty
noop,0,1,151936,50,bfloat16,8,8,2.522,2.519,2.528,2.523,0.004,5,5000,500,6,6ddf1e0-dirty
phase1,1,1,151936,50,bfloat16,8,8,4.139,4.128,4.148,4.139,0.009,5,5000,500,6,6ddf1e0-dirty
phase2,2,1,151936,50,bfloat16,8,8,4.206,4.192,4.209,4.202,0.008,5,5000,500,6,6ddf1e0-dirty
phase3,3,1,151936,50,bfloat16,8,8,6.294,6.270,6.308,6.292,0.017,5,5000,500,6,6ddf1e0-dirty
phase4,4,1,151936,50,bfloat16,8,8,6.208,6.202,6.520,6.285,0.175,5,5000,500,6,6ddf1e0-dirty
phase5,5,1,151936,50,bfloat16,8,8,10.300,10.262,10.303,10.290,0.020,5,5000,500,6,6ddf1e0-dirty
phase6,6,1,151936,100,bfloat16,8,8,18.817,18.810,18.825,18.817,0.007,5,5000,500,6,6ddf1e0-dirty
phase7,7,1,151936,100,bfloat16,8,8,22.921,22.912,22.930,22.922,0.008,5,5000,500,6,6ddf1e0-dirty
full,7,1,151936,100,bfloat16,8,8,23.460,23.430,23.465,23.452,0.016,5,4844,484,6,6ddf1e0-dirty
noop,0,1,151936,100,bfloat16,8,8,2.528,2.521,2.531,2.527,0.004,5,5000,500,6,6ddf1e0-dirty
phase1,1,1,151936,100,bfloat16,8,8,4.140,4.132,4.145,4.139,0.006,5,5000,500,6,6ddf1e0-dirty
phase2,2,1,151936,100,bfloat16,8,8,4.202,4.195,4.207,4.202,0.005,5,5000,500,6,6ddf1e0-dirty
phase3,3,1,151936,100,bfloat16,8,8,6.443,6.405,6.457,6.437,0.024,5,5000,500,6,6ddf1e0-dirty
phase4,4,1,151936,100,bfloat16,8,8,6.596,6.283,6.600,6.519,0.176,5,5000,500,6,6ddf1e0-dirty
phase5,5,1,151936,100,bfloat16,8,8,10.612,10.600,10.887,10.678,0.155,5,5000,500,6,6ddf1e0-dirty
phase6,6,4,151936,20,bfloat16,8,32,14.386,14.384,14.386,14.385,0.001,5,5000,500,6,6ddf1e0-dirty
phase7,7,4,151936,20,bfloat16,8,32,16.379,16.379,16.380,16.379,0.000,5,5000,500,6,6ddf1e0-dirty
full,7,4,151936,20,bfloat16,8,32,16.380,16.378,16.382,16.380,0.001,5,5000,500,6,6ddf1e0-dirty
noop,0,4,151936,20,bfloat16,8,32,2.547,2.537,2.549,2.545,0.006,5,5000,500,6,6ddf1e0-dirty
phase1,1,4,151936,20,bfloat16,8,32,4.147,4.142,4.150,4.146,0.004,5,5000,500,6,6ddf1e0-dirty
phase2,2,4,151936,20,bfloat16,8,32,4.249,4.237,4.252,4.246,0.007,5,5000,500,6,6ddf1e0-dirty
phase3,3,4,151936,20,bfloat16,8,32,6.588,6.273,6.590,6.509,0.176,5,5000,500,6,6ddf1e0-dirty
phase4,4,4,151936,20,bfloat16,8,32,7.896,7.835,7.943,7.891,0.046,5,5000,500,6,6ddf1e0-dirty
phase5,5,4,151936,20,bfloat16,8,32,10.265,10.262,10.266,10.265,0.002,5,5000,500,6,6ddf1e0-dirty
phase6,6,4,151936,50,bfloat16,8,32,16.389,16.386,16.395,16.390,0.004,5,5000,500,6,6ddf1e0-dirty
phase7,7,4,151936,50,bfloat16,8,32,18.462,18.462,18.466,18.463,0.002,5,5000,500,6,6ddf1e0-dirty
full,7,4,151936,50,bfloat16,8,32,19.272,19.261,19.295,19.275,0.015,5,5000,500,6,6ddf1e0-dirty
noop,0,4,151936,50,bfloat16,8,32,2.532,2.531,2.538,2.533,0.003,5,5000,500,6,6ddf1e0-dirty
phase1,1,4,151936,50,bfloat16,8,32,4.147,4.140,4.154,4.147,0.006,5,5000,500,6,6ddf1e0-dirty
phase2,2,4,151936,50,bfloat16,8,32,4.242,4.231,4.253,4.242,0.009,5,5000,500,6,6ddf1e0-dirty
phase3,3,4,151936,50,bfloat16,8,32,6.581,6.258,6.588,6.493,0.170,5,5000,500,6,6ddf1e0-dirty
phase4,4,4,151936,50,bfloat16,8,32,7.876,7.858,7.908,7.881,0.022,5,5000,500,6,6ddf1e0-dirty
phase5,5,4,151936,50,bfloat16,8,32,10.260,10.257,10.567,10.377,0.162,5,5000,500,6,6ddf1e0-dirty
phase6,6,4,151936,100,bfloat16,8,32,20.492,20.491,20.495,20.492,0.002,5,5000,500,6,6ddf1e0-dirty
phase7,7,4,151936,100,bfloat16,8,32,24.576,24.575,24.578,24.576,0.001,5,4755,475,6,6ddf1e0-dirty
full,7,4,151936,100,bfloat16,8,32,25.192,25.177,25.198,25.189,0.010,5,4644,464,6,6ddf1e0-dirty
noop,0,4,151936,100,bfloat16,8,32,2.534,2.521,2.540,2.531,0.009,5,5000,500,6,6ddf1e0-dirty
phase1,1,4,151936,100,bfloat16,8,32,4.143,4.137,4.151,4.144,0.006,5,5000,500,6,6ddf1e0-dirty
phase2,2,4,151936,100,bfloat16,8,32,4.246,4.240,4.256,4.246,0.007,5,5000,500,6,6ddf1e0-dirty
phase3,3,4,151936,100,bfloat16,8,32,6.588,6.254,6.590,6.493,0.172,5,5000,500,6,6ddf1e0-dirty
phase4,4,4,151936,100,bfloat16,8,32,7.698,7.674,7.712,7.697,0.017,5,5000,500,6,6ddf1e0-dirty
phase5,5,4,151936,100,bfloat16,8,32,12.272,12.271,12.274,12.272,0.001,5,5000,500,6,6ddf1e0-dirty
phase6,6,8,151936,20,bfloat16,8,64,14.366,14.365,14.371,14.367,0.003,5,5000,500,6,6ddf1e0-dirty
phase7,7,8,151936,20,bfloat16,8,64,16.364,16.362,16.368,16.364,0.003,5,5000,500,6,6ddf1e0-dirty
full,7,8,151936,20,bfloat16,8,64,16.365,16.363,16.367,16.365,0.002,5,5000,500,6,6ddf1e0-dirty
noop,0,8,151936,20,bfloat16,8,64,2.543,2.529,2.547,2.539,0.009,5,5000,500,6,6ddf1e0-dirty
phase1,1,8,151936,20,bfloat16,8,64,4.144,4.140,4.159,4.148,0.009,5,5000,500,6,6ddf1e0-dirty
