op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
noop,0,8,151936,100,bfloat16,8,64,2.546,2.539,2.558,2.548,0.009,5,5000,500,1,6ddf1e0-dirty
phase1,1,16,151936,20,bfloat16,8,128,6.141,6.033,6.179,6.116,0.069,5,5000,500,1,6ddf1e0-dirty
phase2,2,16,151936,20,bfloat16,8,128,6.177,6.171,6.182,6.177,0.005,5,5000,500,1,6ddf1e0-dirty
phase3,3,16,151936,20,bfloat16,8,128,10.201,10.192,10.216,10.204,0.011,5,5000,500,1,6ddf1e0-dirty
phase4,4,16,151936,20,bfloat16,8,128,10.226,10.224,10.236,10.228,0.006,5,5000,500,1,6ddf1e0-dirty
phase5,5,16,151936,20,bfloat16,8,128,14.340,14.332,14.340,14.338,0.004,5,5000,500,1,6ddf1e0-dirty
phase6,6,16,151936,20,bfloat16,8,128,18.146,18.137,18.164,18.150,0.012,5,5000,500,1,6ddf1e0-dirty
phase7,7,16,151936,20,bfloat16,8,128,19.839,19.823,19.847,19.836,0.011,5,5000,500,1,6ddf1e0-dirty
full,7,16,151936,20,bfloat16,8,128,19.852,19.841,19.864,19.852,0.010,5,5000,500,1,6ddf1e0-dirty
noop,0,16,151936,20,bfloat16,8,128,2.543,2.534,2.549,2.542,0.007,5,5000,500,1,6ddf1e0-dirty
phase1,1,16,151936,50,bfloat16,8,128,6.154,6.046,6.180,6.130,0.063,5,5000,500,1,6ddf1e0-dirty
phase2,2,16,151936,50,bfloat16,8,128,6.174,6.168,6.180,6.174,0.006,5,5000,500,1,6ddf1e0-dirty
phase3,3,16,151936,50,bfloat16,8,128,10.225,10.221,10.231,10.225,0.004,5,5000,500,1,6ddf1e0-dirty
phase4,4,16,151936,50,bfloat16,8,128,10.226,10.225,10.243,10.230,0.009,5,5000,500,1,6ddf1e0-dirty
phase5,5,16,151936,50,bfloat16,8,128,14.355,14.355,14.367,14.358,0.007,5,5000,500,1,6ddf1e0-dirty
phase6,6,16,151936,50,bfloat16,8,128,20.463,20.461,20.464,20.463,0.002,5,5000,500,1,6ddf1e0-dirty
phase7,7,16,151936,50,bfloat16,8,128,24.562,24.560,24.564,24.562,0.002,5,4858,485,1,6ddf1e0-dirty
full,7,16,151936,50,bfloat16,8,128,24.558,24.556,24.560,24.558,0.002,5,4756,475,1,6ddf1e0-dirty
noop,0,16,151936,50,bfloat16,8,128,2.534,2.528,2.556,2.539,0.013,5,5000,500,1,6ddf1e0-dirty
phase1,1,16,151936,100,bfloat16,8,128,6.166,6.157,6.177,6.166,0.009,5,5000,500,1,6ddf1e0-dirty
phase2,2,16,151936,100,bfloat16,8,128,6.177,6.172,6.182,6.177,0.004,5,5000,500,1,6ddf1e0-dirty
phase3,3,16,151936,100,bfloat16,8,128,10.225,10.223,10.226,10.225,0.001,5,5000,500,1,6ddf1e0-dirty
phase4,4,16,151936,100,bfloat16,8,128,10.226,10.224,10.238,10.228,0.007,5,5000,500,1,6ddf1e0-dirty
phase5,5,16,151936,100,bfloat16,8,128,15.040,15.017,15.050,15.036,0.015,5,5000,500,1,6ddf1e0-dirty
phase6,6,16,151936,100,bfloat16,8,128,22.545,22.541,22.546,22.544,0.003,5,5000,500,1,6ddf1e0-dirty
phase7,7,16,151936,100,bfloat16,8,128,28.611,28.597,28.619,28.610,0.010,5,4162,416,1,6ddf1e0-dirty
full,7,16,151936,100,bfloat16,8,128,28.605,28.596,28.607,28.603,0.005,5,4131,413,1,6ddf1e0-dirty
noop,0,16,151936,100,bfloat16,8,128,2.547,2.541,2.561,2.549,0.009,5,5000,500,1,6ddf1e0-dirty
phase1,1,32,151936,20,bfloat16,4,128,8.190,8.171,8.206,8.189,0.017,5,5000,500,1,6ddf1e0-dirty
phase2,2,32,151936,20,bfloat16,4,128,8.215,8.210,8.249,8.222,0.019,5,5000,500,1,6ddf1e0-dirty
phase3,3,32,151936,20,bfloat16,4,128,16.385,16.377,16.386,16.383,0.005,5,5000,500,1,6ddf1e0-dirty
phase4,4,32,151936,20,bfloat16,4,128,16.387,16.379,16.388,16.385,0.004,5,5000,500,1,6ddf1e0-dirty
phase5,5,32,151936,20,bfloat16,4,128,24.213,24.175,24.230,24.209,0.026,5,5000,500,1,6ddf1e0-dirty
phase6,6,32,151936,20,bfloat16,4,128,25.294,25.282,25.314,25.298,0.015,5,4765,476,1,6ddf1e0-dirty
phase7,7,32,151936,20,bfloat16,4,128,26.707,26.701,26.711,26.706,0.004,5,4442,444,1,6ddf1e0-dirty
full,7,32,151936,20,bfloat16,4,128,26.824,26.823,26.841,26.830,0.009,5,4413,441,1,6ddf1e0-dirty
noop,0,32,151936,20,bfloat16,4,128,2.538,2.529,2.545,2.538,0.007,5,5000,500,1,6ddf1e0-dirty
phase1,1,32,151936,50,bfloat16,4,128,8.202,8.173,8.244,8.203,0.032,5,5000,500,1,6ddf1e0-dirty
phase2,2,32,151936,50,bfloat16,4,128,8.214,8.208,8.238,8.218,0.014,5,5000,500,1,6ddf1e0-dirty
phase3,3,32,151936,50,bfloat16,4,128,16.386,16.379,16.387,16.384,0.004,5,5000,500,1,6ddf1e0-dirty
phase4,4,32,151936,50,bfloat16,4,128,16.388,16.380,16.390,16.387,0.005,5,5000,500,1,6ddf1e0-dirty
phase5,5,32,151936,50,bfloat16,4,128,24.576,24.572,24.577,24.575,0.002,5,5000,500,1,6ddf1e0-dirty
phase6,6,32,151936,50,bfloat16,4,128,27.117,27.108,27.169,27.131,0.029,5,4407,440,1,6ddf1e0-dirty
phase7,7,32,151936,50,bfloat16,4,128,30.727,30.725,30.730,30.728,0.002,5,3861,386,1,6ddf1e0-dirty
full,7,32,151936,50,bfloat16,4,128,30.719,30.718,30.723,30.720,0.002,5,3842,384,1,6ddf1e0-dirty
noop,0,32,151936,50,bfloat16,4,128,2.540,2.537,2.546,2.541,0.004,5,5000,500,1,6ddf1e0-dirty
phase1,1,32,151936,100,bfloat16,4,128,8.199,8.183,8.220,8.201,0.016,5,5000,500,1,6ddf1e0-dirty
phase2,2,32,151936,100,bfloat16,4,128,8.216,8.213,8.296,8.237,0.043,5,5000,500,1,6ddf1e0-dirty
phase3,3,32,151936,100,bfloat16,4,128,16.387,16.378,16.388,16.385,0.005,5,5000,500,1,6ddf1e0-dirty
phase4,4,32,151936,100,bfloat16,4,128,16.389,16.381,16.390,16.387,0.005,5,5000,500,1,6ddf1e0-dirty
phase5,5,32,151936,100,bfloat16,4,128,24.674,24.614,24.689,24.663,0.036,5,4843,484,1,6ddf1e0-dirty
phase6,6,32,151936,100,bfloat16,4,128,29.918,29.881,29.946,29.913,0.028,5,4006,400,1,6ddf1e0-dirty
phase7,7,32,151936,100,bfloat16,4,128,34.852,34.851,34.853,34.852,0.001,5,3384,338,1,6ddf1e0-dirty
full,7,32,151936,100,bfloat16,4,128,34.841,34.839,34.842,34.840,0.001,5,3403,340,1,6ddf1e0-dirty
noop,0,32,151936,100,bfloat16,4,128,2.543,2.538,2.546,2.543,0.004,5,5000,500,1,6ddf1e0-dirty
phase2,2,1,151936,20,bfloat16,8,8,4.195,4.186,4.208,4.196,0.009,5,5000,500,2,6ddf1e0-dirty
phase3,3,1,151936,20,bfloat16,8,8,6.328,6.216,6.337,6.302,0.064,5,5000,500,2,6ddf1e0-dirty
phase4,4,1,151936,20,bfloat16,8,8,6.635,6.246,6.648,6.483,0.215,5,5000,500,2,6ddf1e0-dirty
phase5,5,1,151936,20,bfloat16,8,8,10.256,10.251,10.258,10.255,0.003,5,5000,500,2,6ddf1e0-dirty
phase6,6,1,151936,20,bfloat16,8,8,14.353,14.351,14.355,14.353,0.002,5,5000,500,2,6ddf1e0-dirty
phase7,7,1,151936,20,bfloat16,8,8,16.344,16.343,16.348,16.345,0.002,5,5000,500,2,6ddf1e0-dirty
full,7,1,151936,20,bfloat16,8,8,16.345,16.344,16.347,16.345,0.001,5,5000,500,2,6ddf1e0-dirty
noop,0,1,151936,20,bfloat16,8,8,2.522,2.515,2.529,2.523,0.007,5,5000,500,2,6ddf1e0-dirty
phase1,1,1,151936,20,bfloat16,8,8,4.146,4.133,4.147,4.141,0.007,5,5000,500,2,6ddf1e0-dirty
phase2,2,1,151936,50,bfloat16,8,8,4.200,4.190,4.212,4.199,0.010,5,5000,500,2,6ddf1e0-dirty
phase3,3,1,151936,50,bfloat16,8,8,6.324,6.210,6.332,6.295,0.061,5,5000,500,2,6ddf1e0-dirty
phase4,4,1,151936,50,bfloat16,8,8,6.596,6.268,6.600,6.505,0.171,5,5000,500,2,6ddf1e0-dirty
phase5,5,1,151936,50,bfloat16,8,8,10.263,10.255,10.265,10.262,0.005,5,5000,500,2,6ddf1e0-dirty
phase6,6,1,151936,50,bfloat16,8,8,16.365,16.362,16.367,16.364,0.002,5,5000,500,2,6ddf1e0-dirty
phase7,7,1,151936,50,bfloat16,8,8,18.441,18.440,18.443,18.441,0.002,5,5000,500,2,6ddf1e0-dirty
full,7,1,151936,50,bfloat16,8,8,18.500,18.496,18.509,18.502,0.006,5,5000,500,2,6ddf1e0-dirty
noop,0,1,151936,50,bfloat16,8,8,2.536,2.534,2.550,2.539,0.008,5,5000,500,2,6ddf1e0-dirty
phase1,1,1,151936,50,bfloat16,8,8,4.135,4.134,4.142,4.137,0.004,5,5000,500,2,6ddf1e0-dirty
phase2,2,1,151936,100,bfloat16,8,8,4.202,4.181,4.204,4.195,0.011,5,5000,500,2,6ddf1e0-dirty
phase3,3,1,151936,100,bfloat16,8,8,6.332,6.213,6.333,6.301,0.065,5,5000,500,2,6ddf1e0-dirty
phase4,4,1,151936,100,bfloat16,8,8,6.598,6.302,6.601,6.524,0.165,5,5000,500,2,6ddf1e0-dirty
phase5,5,1,151936,100,bfloat16,8,8,10.626,10.258,10.636,10.483,0.204,5,5000,500,2,6ddf1e0-dirty
phase6,6,1,151936,100,bfloat16,8,8,18.459,18.456,18.461,18.459,0.002,5,5000,500,2,6ddf1e0-dirty
phase7,7,1,151936,100,bfloat16,8,8,22.511,22.511,22.512,22.512,0.000,5,5000,500,2,6ddf1e0-dirty
full,7,1,151936,100,bfloat16,8,8,22.522,22.521,22.526,22.523,0.003,5,5000,500,2,6ddf1e0-dirty
noop,0,1,151936,100,bfloat16,8,8,2.535,2.528,2.546,2.536,0.008,5,5000,500,2,6ddf1e0-dirty
phase1,1,1,151936,100,bfloat16,8,8,4.142,4.136,4.144,4.141,0.004,5,5000,500,2,6ddf1e0-dirty
phase2,2,4,151936,20,bfloat16,8,32,4.254,4.237,4.257,4.250,0.010,5,5000,500,2,6ddf1e0-dirty
phase3,3,4,151936,20,bfloat16,8,32,6.589,6.274,6.590,6.510,0.176,5,5000,500,2,6ddf1e0-dirty
phase4,4,4,151936,20,bfloat16,8,32,7.729,7.711,7.785,7.744,0.036,5,5000,500,2,6ddf1e0-dirty
phase5,5,4,151936,20,bfloat16,8,32,10.266,10.262,10.266,10.265,0.002,5,5000,500,2,6ddf1e0-dirty
phase6,6,4,151936,20,bfloat16,8,32,14.383,14.382,14.385,14.384,0.001,5,5000,500,2,6ddf1e0-dirty
phase7,7,4,151936,20,bfloat16,8,32,16.377,16.376,16.381,16.378,0.002,5,5000,500,2,6ddf1e0-dirty
full,7,4,151936,20,bfloat16,8,32,16.378,16.374,16.379,16.378,0.003,5,5000,500,2,6ddf1e0-dirty
noop,0,4,151936,20,bfloat16,8,32,2.547,2.530,2.551,2.543,0.010,5,5000,500,2,6ddf1e0-dirty
phase1,1,4,151936,20,bfloat16,8,32,4.142,4.137,4.151,4.144,0.006,5,5000,500,2,6ddf1e0-dirty
phase2,2,4,151936,50,bfloat16,8,32,4.237,4.229,4.251,4.238,0.010,5,5000,500,2,6ddf1e0-dirty
phase3,3,4,151936,50,bfloat16,8,32,6.585,6.193,6.589,6.430,0.215,5,5000,500,2,6ddf1e0-dirty
phase4,4,4,151936,50,bfloat16,8,32,7.820,7.806,7.891,7.837,0.039,5,5000,500,2,6ddf1e0-dirty
phase5,5,4,151936,50,bfloat16,8,32,10.257,10.256,10.298,10.273,0.022,5,5000,500,2,6ddf1e0-dirty
phase6,6,4,151936,50,bfloat16,8,32,16.370,16.369,16.371,16.370,0.001,5,5000,500,2,6ddf1e0-dirty
phase7,7,4,151936,50,bfloat16,8,32,18.463,18.463,18.464,18.463,0.001,5,5000,500,2,6ddf1e0-dirty
full,7,4,151936,50,bfloat16,8,32,19.776,19.747,19.782,19.770,0.017,5,5000,500,2,6ddf1e0-dirty
noop,0,4,151936,50,bfloat16,8,32,2.543,2.532,2.553,2.543,0.010,5,5000,500,2,6ddf1e0-dirty
phase1,1,4,151936,50,bfloat16,8,32,4.145,4.137,4.153,4.145,0.007,5,5000,500,2,6ddf1e0-dirty
phase2,2,4,151936,100,bfloat16,8,32,4.240,4.235,4.249,4.242,0.006,5,5000,500,2,6ddf1e0-dirty
phase3,3,4,151936,100,bfloat16,8,32,6.587,6.532,6.588,6.573,0.030,5,5000,500,2,6ddf1e0-dirty
phase4,4,4,151936,100,bfloat16,8,32,7.826,7.716,7.858,7.805,0.066,5,5000,500,2,6ddf1e0-dirty
phase5,5,4,151936,100,bfloat16,8,32,12.270,12.269,12.282,12.272,0.007,5,5000,500,2,6ddf1e0-dirty
phase6,6,4,151936,100,bfloat16,8,32,20.493,20.490,20.494,20.493,0.002,5,5000,500,2,6ddf1e0-dirty
phase7,7,4,151936,100,bfloat16,8,32,24.578,24.577,24.580,24.578,0.001,5,4779,477,2,6ddf1e0-dirty
full,7,4,151936,100,bfloat16,8,32,25.675,25.660,25.681,25.672,0.010,5,4473,447,2,6ddf1e0-dirty
noop,0,4,151936,100,bfloat16,8,32,2.533,2.532,2.545,2.536,0.007,5,5000,500,2,6ddf1e0-dirty
phase1,1,4,151936,100,bfloat16,8,32,4.151,4.139,4.155,4.148,0.007,5,5000,500,2,6ddf1e0-dirty
phase2,2,8,151936,20,bfloat16,8,64,4.268,4.261,4.278,4.269,0.007,5,5000,500,2,6ddf1e0-dirty
phase3,3,8,151936,20,bfloat16,8,64,6.593,6.272,6.596,6.513,0.178,5,5000,500,2,6ddf1e0-dirty
phase4,4,8,151936,20,bfloat16,8,64,8.171,8.170,8.181,8.173,0.006,5,5000,500,2,6ddf1e0-dirty
phase5,5,8,151936,20,bfloat16,8,64,10.301,10.291,10.307,10.300,0.007,5,5000,500,2,6ddf1e0-dirty
phase6,6,8,151936,20,bfloat16,8,64,14.381,14.380,14.385,14.382,0.002,5,5000,500,2,6ddf1e0-dirty
phase7,7,8,151936,20,bfloat16,8,64,16.385,16.382,16.387,16.385,0.002,5,5000,500,2,6ddf1e0-dirty
full,7,8,151936,20,bfloat16,8,64,16.385,16.385,16.388,16.386,0.001,5,5000,500,2,6ddf1e0-dirty
noop,0,8,151936,20,bfloat16,8,64,2.536,2.527,2.548,2.537,0.009,5,5000,500,2,6ddf1e0-dirty
phase1,1,8,151936,20,bfloat16,8,64,4.152,4.143,4.161,4.152,0.008,5,5000,500,2,6ddf1e0-dirty
phase2,2,8,151936,50,bfloat16,8,64,4.259,4.257,4.265,4.261,0.004,5,5000,500,2,6ddf1e0-dirty
phase3,3,8,151936,50,bfloat16,8,64,6.208,6.205,6.582,6.348,0.195,5,5000,500,2,6ddf1e0-dirty
phase4,4,8,151936,50,bfloat16,8,64,8.189,8.172,8.193,8.185,0.010,5,5000,500,2,6ddf1e0-dirty
phase5,5,8,151936,50,bfloat16,8,64,10.261,10.260,10.586,10.342,0.181,5,5000,500,2,6ddf1e0-dirty
phase6,6,8,151936,50,bfloat16,8,64,16.386,16.384,16.390,16.387,0.003,5,5000,500,2,6ddf1e0-dirty
phase7,7,8,151936,50,bfloat16,8,64,20.472,20.470,20.474,20.472,0.002,5,5000,500,2,6ddf1e0-dirty
full,7,8,151936,50,bfloat16,8,64,20.282,20.259,20.289,20.278,0.014,5,5000,500,2,6ddf1e0-dirty
noop,0,8,151936,50,bfloat16,8,64,2.536,2.532,2.548,2.538,0.008,5,5000,500,2,6ddf1e0-dirty
phase1,1,8,151936,50,bfloat16,8,64,4.155,4.143,4.167,4.155,0.011,5,5000,500,2,6ddf1e0-dirty
phase2,2,8,151936,100,bfloat16,8,64,4.267,4.257,4.276,4.266,0.009,5,5000,500,2,6ddf1e0-dirty
phase3,3,8,151936,100,bfloat16,8,64,6.597,6.538,6.598,6.582,0.033,5,5000,500,2,6ddf1e0-dirty
phase4,4,8,151936,100,bfloat16,8,64,8.168,8.165,8.180,8.170,0.007,5,5000,500,2,6ddf1e0-dirty
phase5,5,8,151936,100,bfloat16,8,64,12.093,12.063,12.098,12.086,0.017,5,5000,500,2,6ddf1e0-dirty
phase6,6,8,151936,100,bfloat16,8,64,20.489,20.434,20.492,20.476,0.030,5,5000,500,2,6ddf1e0-dirty
phase7,7,8,151936,100,bfloat16,8,64,24.580,24.579,24.581,24.580,0.001,5,4772,477,2,6ddf1e0-dirty
full,7,8,151936,100,bfloat16,8,64,25.909,25.903,25.924,25.913,0.010,5,4541,454,2,6ddf1e0-dirty
noop,0,8,151936,100,bfloat16,8,64,2.558,2.549,2.559,2.556,0.005,5,5000,500,2,6ddf1e0-dirty
phase1,1,8,151936,100,bfloat16,8,64,4.143,4.141,4.155,4.147,0.007,5,5000,500,2,6ddf1e0-dirty
phase2,2,16,151936,20,bfloat16,8,128,6.175,6.172,6.177,6.174,0.002,5,5000,500,2,6ddf1e0-dirty
phase3,3,16,151936,20,bfloat16,8,128,10.220,10.114,10.224,10.190,0.055,5,5000,500,2,6ddf1e0-dirty
phase4,4,16,151936,20,bfloat16,8,128,10.226,10.225,10.238,10.229,0.007,5,5000,500,2,6ddf1e0-dirty
phase5,5,16,151936,20,bfloat16,8,128,14.337,14.330,14.338,14.336,0.004,5,5000,500,2,6ddf1e0-dirty
phase6,6,16,151936,20,bfloat16,8,128,17.310,17.289,17.328,17.308,0.018,5,5000,500,2,6ddf1e0-dirty
phase7,7,16,151936,20,bfloat16,8,128,18.772,18.760,18.777,18.770,0.008,5,5000,500,2,6ddf1e0-dirty
full,7,16,151936,20,bfloat16,8,128,18.774,18.758,18.803,18.780,0.020,5,5000,500,2,6ddf1e0-dirty
noop,0,16,151936,20,bfloat16,8,128,2.537,2.527,2.544,2.535,0.007,5,5000,500,2,6ddf1e0-dirty
phase1,1,16,151936,20,bfloat16,8,128,6.170,6.132,6.172,6.158,0.019,5,5000,500,2,6ddf1e0-dirty
phase2,2,16,151936,50,bfloat16,8,128,6.176,6.172,6.178,6.176,0.003,5,5000,500,2,6ddf1e0-dirty
phase3,3,16,151936,50,bfloat16,8,128,10.226,10.224,10.235,10.227,0.005,5,5000,500,2,6ddf1e0-dirty
phase4,4,16,151936,50,bfloat16,8,128,10.239,10.225,10.248,10.237,0.011,5,5000,500,2,6ddf1e0-dirty
phase5,5,16,151936,50,bfloat16,8,128,14.366,14.350,14.372,14.364,0.010,5,5000,500,2,6ddf1e0-dirty
phase6,6,16,151936,50,bfloat16,8,128,20.465,20.464,20.468,20.465,0.002,5,5000,500,2,6ddf1e0-dirty
phase7,7,16,151936,50,bfloat16,8,128,24.564,24.562,24.582,24.568,0.010,5,4849,484,2,6ddf1e0-dirty
full,7,16,151936,50,bfloat16,8,128,24.532,24.523,24.539,24.532,0.007,5,4802,480,2,6ddf1e0-dirty
noop,0,16,151936,50,bfloat16,8,128,2.543,2.535,2.560,2.545,0.012,5,5000,500,2,6ddf1e0-dirty
phase1,1,16,151936,50,bfloat16,8,128,6.167,6.158,6.180,6.169,0.010,5,5000,500,2,6ddf1e0-dirty
phase2,2,16,151936,100,bfloat16,8,128,6.176,6.174,6.178,6.176,0.002,5,5000,500,2,6ddf1e0-dirty
phase3,3,16,151936,100,bfloat16,8,128,10.226,10.224,10.227,10.226,0.002,5,5000,500,2,6ddf1e0-dirty
phase4,4,16,151936,100,bfloat16,8,128,10.229,10.225,10.247,10.233,0.010,5,5000,500,2,6ddf1e0-dirty
phase5,5,16,151936,100,bfloat16,8,128,15.025,14.854,15.045,14.989,0.100,5,5000,500,2,6ddf1e0-dirty
phase6,6,16,151936,100,bfloat16,8,128,22.541,22.539,22.542,22.541,0.001,5,5000,500,2,6ddf1e0-dirty
phase7,7,16,151936,100,bfloat16,8,128,28.664,28.663,28.665,28.664,0.001,5,4136,413,2,6ddf1e0-dirty
full,7,16,151936,100,bfloat16,8,128,28.473,28.458,28.483,28.472,0.011,5,4150,415,2,6ddf1e0-dirty
noop,0,16,151936,100,bfloat16,8,128,2.554,2.547,2.559,2.553,0.006,5,5000,500,2,6ddf1e0-dirty
phase1,1,16,151936,100,bfloat16,8,128,6.175,6.163,6.177,6.171,0.007,5,5000,500,2,6ddf1e0-dirty
phase2,2,32,151936,20,bfloat16,4,128,8.223,8.213,8.262,8.231,0.023,5,5000,500,2,6ddf1e0-dirty
phase3,3,32,151936,20,bfloat16,4,128,16.385,16.384,16.388,16.385,0.002,5,5000,500,2,6ddf1e0-dirty
phase4,4,32,151936,20,bfloat16,4,128,16.388,16.380,16.389,16.386,0.005,5,5000,500,2,6ddf1e0-dirty
phase5,5,32,151936,20,bfloat16,4,128,24.342,24.316,24.382,24.349,0.029,5,5000,500,2,6ddf1e0-dirty
phase6,6,32,151936,20,bfloat16,4,128,25.388,25.381,25.406,25.392,0.011,5,4754,475,2,6ddf1e0-dirty
phase7,7,32,151936,20,bfloat16,4,128,26.732,26.729,26.746,26.736,0.008,5,4436,443,2,6ddf1e0-dirty
full,7,32,151936,20,bfloat16,4,128,26.995,26.981,27.013,26.996,0.015,5,4435,443,2,6ddf1e0-dirty
noop,0,32,151936,20,bfloat16,4,128,2.546,2.535,2.560,2.547,0.011,5,5000,500,2,6ddf1e0-dirty
phase1,1,32,151936,20,bfloat16,4,128,8.194,8.174,8.257,8.206,0.038,5,5000,500,2,6ddf1e0-dirty
phase2,2,32,151936,50,bfloat16,4,128,8.215,8.215,8.267,8.229,0.028,5,5000,500,2,6ddf1e0-dirty
phase3,3,32,151936,50,bfloat16,4,128,16.387,16.380,16.389,16.386,0.004,5,5000,500,2,6ddf1e0-dirty
phase4,4,32,151936,50,bfloat16,4,128,16.388,16.380,16.390,16.387,0.005,5,5000,500,2,6ddf1e0-dirty
phase5,5,32,151936,50,bfloat16,4,128,24.585,24.573,24.587,24.582,0.006,5,4967,496,2,6ddf1e0-dirty
phase6,6,32,151936,50,bfloat16,4,128,27.634,27.622,27.659,27.637,0.017,5,4356,435,2,6ddf1e0-dirty
phase7,7,32,151936,50,bfloat16,4,128,30.726,30.725,30.733,30.728,0.004,5,3866,386,2,6ddf1e0-dirty
full,7,32,151936,50,bfloat16,4,128,30.715,30.715,30.722,30.717,0.004,5,3818,381,2,6ddf1e0-dirty
noop,0,32,151936,50,bfloat16,4,128,2.555,2.548,2.562,2.555,0.006,5,5000,500,2,6ddf1e0-dirty
phase1,1,32,151936,50,bfloat16,4,128,8.201,8.172,8.212,8.194,0.019,5,5000,500,2,6ddf1e0-dirty
phase2,2,32,151936,100,bfloat16,4,128,8.215,8.214,8.233,8.219,0.010,5,5000,500,2,6ddf1e0-dirty
phase3,3,32,151936,100,bfloat16,4,128,16.387,16.380,16.390,16.386,0.005,5,5000,500,2,6ddf1e0-dirty
phase4,4,32,151936,100,bfloat16,4,128,16.389,16.380,16.391,16.388,0.006,5,5000,500,2,6ddf1e0-dirty
phase5,5,32,151936,100,bfloat16,4,128,24.913,24.791,24.938,24.890,0.073,5,4846,484,2,6ddf1e0-dirty
phase6,6,32,151936,100,bfloat16,4,128,30.603,30.585,30.614,30.602,0.013,5,3971,397,2,6ddf1e0-dirty
phase7,7,32,151936,100,bfloat16,4,128,34.897,34.886,34.925,34.901,0.018,5,3402,340,2,6ddf1e0-dirty
full,7,32,151936,100,bfloat16,4,128,34.979,34.966,34.997,34.980,0.014,5,3396,339,2,6ddf1e0-dirty
noop,0,32,151936,100,bfloat16,4,128,2.552,2.538,2.563,2.552,0.011,5,5000,500,2,6ddf1e0-dirty
phase1,1,32,151936,100,bfloat16,4,128,8.212,8.171,8.240,8.203,0.032,5,5000,500,2,6ddf1e0-dirty
phase3,3,1,151936,20,bfloat16,8,8,6.287,6.203,6.302,6.265,0.046,5,5000,500,3,6ddf1e0-dirty
phase4,4,1,151936,20,bfloat16,8,8,6.615,6.301,6.620,6.537,0.175,5,5000,500,3,6ddf1e0-dirty
phase5,5,1,151936,20,bfloat16,8,8,10.253,10.250,10.256,10.253,0.003,5,5000,500,3,6ddf1e0-dirty
phase6,6,1,151936,20,bfloat16,8,8,14.356,14.351,14.357,14.355,0.003,5,5000,500,3,6ddf1e0-dirty
phase7,7,1,151936,20,bfloat16,8,8,16.346,16.341,16.347,16.345,0.003,5,5000,500,3,6ddf1e0-dirty
full,7,1,151936,20,bfloat16,8,8,16.345,16.341,16.345,16.344,0.002,5,5000,500,3,6ddf1e0-dirty
noop,0,1,151936,20,bfloat16,8,8,2.562,2.556,2.567,2.563,0.005,5,5000,500,3,6ddf1e0-dirty
phase1,1,1,151936,20,bfloat16,8,8,4.144,4.135,4.147,4.142,0.005,5,5000,500,3,6ddf1e0-dirty
phase2,2,1,151936,20,bfloat16,8,8,4.200,4.195,4.209,4.201,0.006,5,5000,500,3,6ddf1e0-dirty
phase3,3,1,151936,50,bfloat16,8,8,6.253,6.187,6.263,6.231,0.038,5,5000,500,3,6ddf1e0-dirty
phase4,4,1,151936,50,bfloat16,8,8,6.595,6.281,6.602,6.519,0.177,5,5000,500,3,6ddf1e0-dirty
phase5,5,1,151936,50,bfloat16,8,8,10.270,10.257,10.274,10.268,0.008,5,5000,500,3,6ddf1e0-dirty
phase6,6,1,151936,50,bfloat16,8,8,16.373,16.372,16.375,16.373,0.001,5,5000,500,3,6ddf1e0-dirty
phase7,7,1,151936,50,bfloat16,8,8,18.458,18.457,18.461,18.458,0.002,5,5000,500,3,6ddf1e0-dirty
full,7,1,151936,50,bfloat16,8,8,18.597,18.586,18.603,18.596,0.008,5,5000,500,3,6ddf1e0-dirty
noop,0,1,151936,50,bfloat16,8,8,2.560,2.554,2.571,2.561,0.008,5,5000,500,3,6ddf1e0-dirty
phase1,1,1,151936,50,bfloat16,8,8,4.143,4.137,4.150,4.143,0.006,5,5000,500,3,6ddf1e0-dirty
phase2,2,1,151936,50,bfloat16,8,8,4.194,4.191,4.202,4.196,0.005,5,5000,500,3,6ddf1e0-dirty
phase3,3,1,151936,100,bfloat16,8,8,6.191,6.187,6.275,6.221,0.045,5,5000,500,3,6ddf1e0-dirty
phase4,4,1,151936,100,bfloat16,8,8,6.594,6.280,6.600,6.518,0.177,5,5000,500,3,6ddf1e0-dirty
phase5,5,1,151936,100,bfloat16,8,8,10.259,10.258,10.588,10.341,0.184,5,5000,500,3,6ddf1e0-dirty
phase6,6,1,151936,100,bfloat16,8,8,18.464,18.459,18.465,18.463,0.003,5,5000,500,3,6ddf1e0-dirty
phase7,7,1,151936,100,bfloat16,8,8,22.511,22.510,22.529,22.515,0.010,5,5000,500,3,6ddf1e0-dirty
full,7,1,151936,100,bfloat16,8,8,22.522,22.521,22.523,22.522,0.001,5,5000,500,3,6ddf1e0-dirty
noop,0,1,151936,100,bfloat16,8,8,2.544,2.539,2.549,2.544,0.005,5,5000,500,3,6ddf1e0-dirty
phase1,1,1,151936,100,bfloat16,8,8,4.141,4.138,4.150,4.143,0.006,5,5000,500,3,6ddf1e0-dirty
phase2,2,1,151936,100,bfloat16,8,8,4.199,4.194,4.199,4.198,0.003,5,5000,500,3,6ddf1e0-dirty
phase3,3,4,151936,20,bfloat16,8,32,6.586,6.252,6.592,6.492,0.173,5,5000,500,3,6ddf1e0-dirty
