impl,batch,vocab,top_k,top_p,dtype,residency,cold_method,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,logits_bytes,dram_floor_us,floor_frac_of_latency,validation_in_timed_region,round,git_commit
compile,16,151936,50,0.9,bfloat16,hot,n/a,183.674,183.646,184.014,183.755,0.189,5,645,64,4861952,8.789,0.047850,false,1,444ecfd-dirty
graph_eager,16,151936,50,0.9,bfloat16,hot,n/a,122.957,122.171,122.997,122.732,0.407,5,990,99,4861952,8.789,0.071479,false,1,444ecfd-dirty
graph_compile,16,151936,50,0.9,bfloat16,hot,n/a,123.063,122.772,123.120,123.011,0.176,5,978,97,4861952,8.789,0.071417,false,1,444ecfd-dirty
hf_eager,16,151936,50,0.9,bfloat16,hot,n/a,1192.045,1190.849,1194.140,1192.267,1.446,5,100,10,4861952,8.789,0.007373,false,1,444ecfd-dirty
ref_eager_fullsort,32,151936,50,0.9,bfloat16,hot,n/a,1538.703,1538.142,1539.047,1538.646,0.412,5,78,10,9723904,17.578,0.011424,false,1,444ecfd-dirty
tight_eager,32,151936,50,0.9,bfloat16,hot,n/a,219.507,219.219,220.385,219.650,0.542,5,540,54,9723904,17.578,0.080078,false,1,444ecfd-dirty
flashinfer,32,151936,50,0.9,bfloat16,hot,n/a,177.774,176.648,177.943,177.500,0.619,5,688,68,9723904,17.578,0.098876,false,1,444ecfd-dirty
flashinfer_from_probs,32,151936,50,0.9,bfloat16,hot,n/a,101.210,101.179,101.239,101.209,0.027,5,1172,117,19447808,35.155,0.347350,false,1,444ecfd-dirty
fused_kernel,32,151936,50,0.9,bfloat16,hot,n/a,34.797,34.438,34.811,34.711,0.201,5,3417,341,9723904,17.578,0.505144,false,1,444ecfd-dirty
compile,32,151936,50,0.9,bfloat16,hot,n/a,220.287,220.154,221.362,220.541,0.599,5,533,53,9723904,17.578,0.079794,false,1,444ecfd-dirty
graph_eager,32,151936,50,0.9,bfloat16,hot,n/a,168.349,166.976,168.420,168.016,0.762,5,730,73,9723904,17.578,0.104412,false,1,444ecfd-dirty
graph_compile,32,151936,50,0.9,bfloat16,hot,n/a,168.411,168.268,168.435,168.381,0.083,5,708,70,9723904,17.578,0.104373,false,1,444ecfd-dirty
hf_eager,32,151936,50,0.9,bfloat16,hot,n/a,2195.844,2195.515,2196.511,2195.913,0.456,5,54,10,9723904,17.578,0.008005,false,1,444ecfd-dirty
ref_eager_fullsort,1,151936,50,0.9,bfloat16,cold,rotate,138.539,138.089,138.767,138.475,0.302,5,838,83,303872,0.549,0.003965,false,1,444ecfd-dirty
tight_eager,1,151936,50,0.9,bfloat16,cold,rotate,136.987,135.083,137.438,136.603,1.112,5,850,85,303872,0.549,0.004010,false,1,444ecfd-dirty
flashinfer,1,151936,50,0.9,bfloat16,cold,rotate,84.156,84.057,84.369,84.188,0.139,5,1332,133,303872,0.549,0.006527,false,1,444ecfd-dirty
flashinfer_from_probs,1,151936,50,0.9,bfloat16,cold,rotate,73.746,73.484,73.789,73.670,0.142,5,1480,148,607744,1.099,0.014897,false,1,444ecfd-dirty
fused_kernel,1,151936,50,0.9,bfloat16,cold,rotate,24.386,24.384,24.396,24.389,0.006,5,4783,478,303872,0.549,0.022525,false,1,444ecfd-dirty
compile,1,151936,50,0.9,bfloat16,cold,rotate,161.030,160.817,161.102,160.998,0.134,5,710,71,303872,0.549,0.003411,false,1,444ecfd-dirty
graph_eager,1,151936,50,0.9,bfloat16,cold,rotate_into_static,83.035,83.025,83.079,83.046,0.025,5,1429,142,303872,0.549,0.006615,false,1,444ecfd-dirty
graph_compile,1,151936,50,0.9,bfloat16,cold,rotate_into_static,73.539,73.464,73.554,73.516,0.044,5,1622,162,303872,0.549,0.007469,false,1,444ecfd-dirty
hf_eager,1,151936,50,0.9,bfloat16,cold,rotate,325.393,325.001,325.525,325.290,0.256,5,366,36,303872,0.549,0.001688,false,1,444ecfd-dirty
ref_eager_fullsort,4,151936,50,0.9,bfloat16,cold,rotate,232.785,231.984,232.875,232.604,0.456,5,513,51,1215488,2.197,0.009439,false,1,444ecfd-dirty
tight_eager,4,151936,50,0.9,bfloat16,cold,rotate,166.217,166.065,166.340,166.210,0.118,5,723,72,1215488,2.197,0.013219,false,1,444ecfd-dirty
flashinfer,4,151936,50,0.9,bfloat16,cold,rotate,87.353,87.281,87.376,87.336,0.043,5,1322,132,1215488,2.197,0.025153,false,1,444ecfd-dirty
flashinfer_from_probs,4,151936,50,0.9,bfloat16,cold,rotate,73.333,73.317,73.582,73.417,0.130,5,1480,148,2430976,4.394,0.059924,false,1,444ecfd-dirty
fused_kernel,4,151936,50,0.9,bfloat16,cold,rotate,24.581,24.575,24.582,24.579,0.003,5,4744,474,1215488,2.197,0.089388,false,1,444ecfd-dirty
compile,4,151936,50,0.9,bfloat16,cold,rotate,152.787,152.588,152.955,152.784,0.159,5,731,73,1215488,2.197,0.014381,false,1,444ecfd-dirty
graph_eager,4,151936,50,0.9,bfloat16,cold,rotate_into_static,111.038,110.621,111.157,110.960,0.250,5,1097,109,1215488,2.197,0.019788,false,1,444ecfd-dirty
graph_compile,4,151936,50,0.9,bfloat16,cold,rotate_into_static,101.055,100.970,101.086,101.039,0.053,5,1178,117,1215488,2.197,0.021743,false,1,444ecfd-dirty
hf_eager,4,151936,50,0.9,bfloat16,cold,rotate,599.131,598.786,599.845,599.268,0.515,5,198,19,1215488,2.197,0.003667,false,1,444ecfd-dirty
ref_eager_fullsort,8,151936,50,0.9,bfloat16,cold,rotate,346.316,337.160,347.062,343.906,4.882,5,361,36,2430976,4.394,0.012689,false,1,444ecfd-dirty
tight_eager,8,151936,50,0.9,bfloat16,cold,rotate,169.788,169.582,170.321,169.900,0.325,5,697,69,2430976,4.394,0.025882,false,1,444ecfd-dirty
flashinfer,8,151936,50,0.9,bfloat16,cold,rotate,92.965,92.866,92.995,92.951,0.063,5,1278,127,2430976,4.394,0.047269,false,1,444ecfd-dirty
flashinfer_from_probs,8,151936,50,0.9,bfloat16,cold,rotate,74.187,74.031,74.221,74.143,0.093,5,1498,149,4861952,8.789,0.118468,false,1,444ecfd-dirty
fused_kernel,8,151936,50,0.9,bfloat16,cold,rotate,26.633,26.629,26.633,26.632,0.002,5,4414,441,2430976,4.394,0.165000,false,1,444ecfd-dirty
compile,8,151936,50,0.9,bfloat16,cold,rotate,152.739,152.603,153.192,152.854,0.285,5,726,72,2430976,4.394,0.028771,false,1,444ecfd-dirty
graph_eager,8,151936,50,0.9,bfloat16,cold,rotate_into_static,116.201,115.964,116.257,116.159,0.143,5,1023,102,2430976,4.394,0.037817,false,1,444ecfd-dirty
graph_compile,8,151936,50,0.9,bfloat16,cold,rotate_into_static,106.136,106.113,106.175,106.137,0.029,5,1114,111,2430976,4.394,0.041403,false,1,444ecfd-dirty
hf_eager,8,151936,50,0.9,bfloat16,cold,rotate,707.582,706.343,714.486,709.251,3.823,5,165,16,2430976,4.394,0.006210,false,1,444ecfd-dirty
ref_eager_fullsort,16,151936,50,0.9,bfloat16,cold,rotate,704.990,693.146,705.409,701.798,6.262,5,176,17,4861952,8.789,0.012467,false,1,444ecfd-dirty
tight_eager,16,151936,50,0.9,bfloat16,cold,rotate,187.550,187.291,187.665,187.503,0.176,5,626,62,4861952,8.789,0.046861,false,1,444ecfd-dirty
flashinfer,16,151936,50,0.9,bfloat16,cold,rotate,119.985,119.584,120.098,119.928,0.254,5,982,98,4861952,8.789,0.073249,false,1,444ecfd-dirty
flashinfer_from_probs,16,151936,50,0.9,bfloat16,cold,rotate,78.327,78.275,78.336,78.312,0.029,5,1466,146,9723904,17.578,0.224415,false,1,444ecfd-dirty
fused_kernel,16,151936,50,0.9,bfloat16,cold,rotate,31.097,30.927,31.168,31.080,0.114,5,3652,365,4861952,8.789,0.282627,false,1,444ecfd-dirty
compile,16,151936,50,0.9,bfloat16,cold,rotate,187.552,187.461,187.681,187.560,0.097,5,633,63,4861952,8.789,0.046861,false,1,444ecfd-dirty
graph_eager,16,151936,50,0.9,bfloat16,cold,rotate_into_static,132.599,132.000,132.616,132.431,0.311,5,912,91,4861952,8.789,0.066281,false,1,444ecfd-dirty
graph_compile,16,151936,50,0.9,bfloat16,cold,rotate_into_static,132.654,132.499,132.677,132.620,0.088,5,896,89,4861952,8.789,0.066254,false,1,444ecfd-dirty
hf_eager,16,151936,50,0.9,bfloat16,cold,rotate,1156.606,1156.252,1158.632,1157.076,1.134,5,103,10,4861952,8.789,0.007599,false,1,444ecfd-dirty
ref_eager_fullsort,32,151936,50,0.9,bfloat16,cold,rotate,1537.399,1537.266,1537.753,1537.480,0.216,5,78,10,9723904,17.578,0.011433,false,1,444ecfd-dirty
tight_eager,32,151936,50,0.9,bfloat16,cold,rotate,231.642,231.218,232.103,231.637,0.397,5,510,51,9723904,17.578,0.075883,false,1,444ecfd-dirty
flashinfer,32,151936,50,0.9,bfloat16,cold,rotate,194.332,193.279,194.434,194.035,0.551,5,626,62,9723904,17.578,0.090452,false,1,444ecfd-dirty
flashinfer_from_probs,32,151936,50,0.9,bfloat16,cold,rotate,127.666,127.625,127.697,127.662,0.032,5,917,91,19447808,35.155,0.275369,false,1,444ecfd-dirty
fused_kernel,32,151936,50,0.9,bfloat16,cold,rotate,45.463,44.786,45.521,45.283,0.359,5,2675,267,9723904,17.578,0.386640,false,1,444ecfd-dirty
compile,32,151936,50,0.9,bfloat16,cold,rotate,230.857,230.575,232.082,231.110,0.714,5,509,50,9723904,17.578,0.076141,false,1,444ecfd-dirty
graph_eager,32,151936,50,0.9,bfloat16,cold,rotate_into_static,192.720,190.936,192.828,192.281,0.984,5,636,63,9723904,17.578,0.091208,false,1,444ecfd-dirty
graph_compile,32,151936,50,0.9,bfloat16,cold,rotate_into_static,192.742,192.545,192.881,192.743,0.153,5,623,62,9723904,17.578,0.091198,false,1,444ecfd-dirty
hf_eager,32,151936,50,0.9,bfloat16,cold,rotate,2192.680,2192.155,2194.323,2193.170,1.069,5,54,10,9723904,17.578,0.008017,false,1,444ecfd-dirty
ref_eager_fullsort,1,128256,20,0.9,bfloat16,hot,n/a,136.436,136.245,136.572,136.409,0.146,5,851,85,256512,0.464,0.003399,false,1,444ecfd-dirty
tight_eager,1,128256,20,0.9,bfloat16,hot,n/a,132.404,132.099,132.540,132.336,0.203,5,867,86,256512,0.464,0.003502,false,1,444ecfd-dirty
flashinfer,1,128256,20,0.9,bfloat16,hot,n/a,81.536,81.362,81.935,81.599,0.256,5,1364,136,256512,0.464,0.005687,false,1,444ecfd-dirty
flashinfer_from_probs,1,128256,20,0.9,bfloat16,hot,n/a,72.781,72.649,72.976,72.821,0.149,5,1550,155,513024,0.927,0.012742,false,1,444ecfd-dirty
fused_kernel,1,128256,20,0.9,bfloat16,hot,n/a,16.413,16.409,16.415,16.412,0.002,5,5000,500,256512,0.464,0.028251,false,1,444ecfd-dirty
compile,1,128256,20,0.9,bfloat16,hot,n/a,159.716,159.570,160.126,159.773,0.261,5,727,72,256512,0.464,0.002903,false,1,444ecfd-dirty
graph_eager,1,128256,20,0.9,bfloat16,hot,n/a,76.894,76.857,76.937,76.899,0.038,5,1550,155,256512,0.464,0.006030,false,1,444ecfd-dirty
graph_compile,1,128256,20,0.9,bfloat16,hot,n/a,77.011,76.962,77.055,77.008,0.045,5,1542,154,256512,0.464,0.006021,false,1,444ecfd-dirty
hf_eager,1,128256,20,0.9,bfloat16,hot,n/a,338.370,338.260,338.395,338.341,0.062,5,353,35,256512,0.464,0.001370,false,1,444ecfd-dirty
ref_eager_fullsort,32,128256,20,0.9,bfloat16,hot,n/a,1279.781,1265.324,1281.273,1276.110,7.819,5,95,10,8208384,14.838,0.011594,false,1,444ecfd-dirty
tight_eager,32,128256,20,0.9,bfloat16,hot,n/a,202.421,202.334,203.192,202.599,0.436,5,586,58,8208384,14.838,0.073303,false,1,444ecfd-dirty
flashinfer,32,128256,20,0.9,bfloat16,hot,n/a,141.700,140.895,141.778,141.520,0.463,5,857,85,8208384,14.838,0.104715,false,1,444ecfd-dirty
flashinfer_from_probs,32,128256,20,0.9,bfloat16,hot,n/a,84.295,84.272,84.362,84.313,0.045,5,1395,139,16416768,29.676,0.352052,false,1,444ecfd-dirty
fused_kernel,32,128256,20,0.9,bfloat16,hot,n/a,26.944,26.702,27.071,26.902,0.174,5,4437,443,8208384,14.838,0.550691,false,1,444ecfd-dirty
compile,32,128256,20,0.9,bfloat16,hot,n/a,204.376,204.304,205.334,204.618,0.518,5,575,57,8208384,14.838,0.072602,false,1,444ecfd-dirty
graph_eager,32,128256,20,0.9,bfloat16,hot,n/a,151.413,150.000,151.549,151.045,0.757,5,810,81,8208384,14.838,0.097997,false,1,444ecfd-dirty
graph_compile,32,128256,20,0.9,bfloat16,hot,n/a,155.976,153.150,156.043,155.278,1.573,5,771,77,8208384,14.838,0.095131,false,1,444ecfd-dirty
hf_eager,32,128256,20,0.9,bfloat16,hot,n/a,1839.318,1838.784,1839.405,1839.154,0.304,5,65,10,8208384,14.838,0.008067,false,1,444ecfd-dirty
ref_eager_fullsort,1,128256,20,0.95,bfloat16,hot,n/a,135.979,135.816,136.282,136.017,0.211,5,847,84,256512,0.464,0.003410,false,1,444ecfd-dirty
tight_eager,1,128256,20,0.95,bfloat16,hot,n/a,132.414,132.258,132.614,132.442,0.156,5,871,87,256512,0.464,0.003502,false,1,444ecfd-dirty
flashinfer,1,128256,20,0.95,bfloat16,hot,n/a,81.646,81.502,81.803,81.643,0.141,5,1384,138,256512,0.464,0.005679,false,1,444ecfd-dirty
flashinfer_from_probs,1,128256,20,0.95,bfloat16,hot,n/a,73.135,73.027,73.267,73.152,0.105,5,1560,156,513024,0.927,0.012680,false,1,444ecfd-dirty
fused_kernel,1,128256,20,0.95,bfloat16,hot,n/a,16.421,16.419,16.423,16.421,0.002,5,5000,500,256512,0.464,0.028237,false,1,444ecfd-dirty
compile,1,128256,20,0.95,bfloat16,hot,n/a,159.562,159.357,159.619,159.520,0.121,5,720,72,256512,0.464,0.002906,false,1,444ecfd-dirty
graph_eager,1,128256,20,0.95,bfloat16,hot,n/a,76.956,76.932,76.970,76.950,0.018,5,1540,154,256512,0.464,0.006025,false,1,444ecfd-dirty
graph_compile,1,128256,20,0.95,bfloat16,hot,n/a,76.977,76.952,77.056,76.996,0.047,5,1545,154,256512,0.464,0.006024,false,1,444ecfd-dirty
hf_eager,1,128256,20,0.95,bfloat16,hot,n/a,338.322,338.103,338.547,338.336,0.192,5,354,35,256512,0.464,0.001371,false,1,444ecfd-dirty
ref_eager_fullsort,32,128256,20,0.95,bfloat16,hot,n/a,1279.416,1264.213,1279.873,1275.113,7.868,5,95,10,8208384,14.838,0.011598,false,1,444ecfd-dirty
tight_eager,32,128256,20,0.95,bfloat16,hot,n/a,202.020,201.886,202.738,202.175,0.411,5,586,58,8208384,14.838,0.073449,false,1,444ecfd-dirty
flashinfer,32,128256,20,0.95,bfloat16,hot,n/a,141.119,140.095,141.162,140.868,0.568,5,860,86,8208384,14.838,0.105146,false,1,444ecfd-dirty
flashinfer_from_probs,32,128256,20,0.95,bfloat16,hot,n/a,83.521,83.429,83.546,83.501,0.053,5,1394,139,16416768,29.676,0.355315,false,1,444ecfd-dirty
fused_kernel,32,128256,20,0.95,bfloat16,hot,n/a,26.808,26.691,26.898,26.796,0.092,5,4421,442,8208384,14.838,0.553495,false,1,444ecfd-dirty
compile,32,128256,20,0.95,bfloat16,hot,n/a,202.382,202.267,202.978,202.500,0.355,5,579,57,8208384,14.838,0.073317,false,1,444ecfd-dirty
graph_eager,32,128256,20,0.95,bfloat16,hot,n/a,150.902,149.560,150.950,150.508,0.686,5,811,81,8208384,14.838,0.098330,false,1,444ecfd-dirty
graph_compile,32,128256,20,0.95,bfloat16,hot,n/a,151.036,150.836,151.078,150.989,0.112,5,792,79,8208384,14.838,0.098242,false,1,444ecfd-dirty
hf_eager,32,128256,20,0.95,bfloat16,hot,n/a,1837.237,1836.604,1838.393,1837.389,0.792,5,65,10,8208384,14.838,0.008076,false,1,444ecfd-dirty
ref_eager_fullsort,1,128256,50,0.9,bfloat16,hot,n/a,136.136,135.728,136.331,136.077,0.266,5,843,84,256512,0.464,0.003406,false,1,444ecfd-dirty
tight_eager,1,128256,50,0.9,bfloat16,hot,n/a,136.265,136.171,136.375,136.262,0.090,5,877,87,256512,0.464,0.003403,false,1,444ecfd-dirty
flashinfer,1,128256,50,0.9,bfloat16,hot,n/a,81.178,80.896,81.359,81.168,0.210,5,1345,134,256512,0.464,0.005712,false,1,444ecfd-dirty
flashinfer_from_probs,1,128256,50,0.9,bfloat16,hot,n/a,72.455,72.258,72.492,72.391,0.113,5,1548,154,513024,0.927,0.012799,false,1,444ecfd-dirty
fused_kernel,1,128256,50,0.9,bfloat16,hot,n/a,19.905,19.709,19.947,19.840,0.119,5,5000,500,256512,0.464,0.023295,false,1,444ecfd-dirty
compile,1,128256,50,0.9,bfloat16,hot,n/a,158.057,157.911,158.460,158.125,0.252,5,728,72,256512,0.464,0.002934,false,1,444ecfd-dirty
graph_eager,1,128256,50,0.9,bfloat16,hot,n/a,77.815,77.792,77.839,77.816,0.020,5,1537,153,256512,0.464,0.005959,false,1,444ecfd-dirty
graph_compile,1,128256,50,0.9,bfloat16,hot,n/a,77.758,77.741,77.793,77.767,0.023,5,1534,153,256512,0.464,0.005963,false,1,444ecfd-dirty
hf_eager,1,128256,50,0.9,bfloat16,hot,n/a,340.110,340.027,340.260,340.137,0.102,5,350,35,256512,0.464,0.001363,false,1,444ecfd-dirty
ref_eager_fullsort,32,128256,50,0.9,bfloat16,hot,n/a,1279.204,1263.761,1279.737,1274.810,7.978,5,95,10,8208384,14.838,0.011599,false,1,444ecfd-dirty
tight_eager,32,128256,50,0.9,bfloat16,hot,n/a,203.061,202.930,203.597,203.164,0.319,5,585,58,8208384,14.838,0.073072,false,1,444ecfd-dirty
flashinfer,32,128256,50,0.9,bfloat16,hot,n/a,141.774,140.664,141.868,141.524,0.637,5,859,85,8208384,14.838,0.104660,false,1,444ecfd-dirty
flashinfer_from_probs,32,128256,50,0.9,bfloat16,hot,n/a,82.790,82.699,82.798,82.758,0.050,5,1398,139,16416768,29.676,0.358452,false,1,444ecfd-dirty
fused_kernel,32,128256,50,0.9,bfloat16,hot,n/a,30.636,30.140,30.667,30.498,0.259,5,3952,395,8208384,14.838,0.484331,false,1,444ecfd-dirty
compile,32,128256,50,0.9,bfloat16,hot,n/a,203.025,202.943,203.651,203.210,0.332,5,578,57,8208384,14.838,0.073085,false,1,444ecfd-dirty
graph_eager,32,128256,50,0.9,bfloat16,hot,n/a,150.830,149.425,151.023,150.491,0.773,5,811,81,8208384,14.838,0.098376,false,1,444ecfd-dirty
graph_compile,32,128256,50,0.9,bfloat16,hot,n/a,151.139,151.079,151.330,151.173,0.117,5,769,76,8208384,14.838,0.098175,false,1,444ecfd-dirty
hf_eager,32,128256,50,0.9,bfloat16,hot,n/a,1840.374,1839.972,1840.522,1840.306,0.250,5,65,10,8208384,14.838,0.008063,false,1,444ecfd-dirty
ref_eager_fullsort,1,128256,50,0.95,bfloat16,hot,n/a,135.201,134.920,135.629,135.251,0.315,5,846,84,256512,0.464,0.003430,false,1,444ecfd-dirty
tight_eager,1,128256,50,0.95,bfloat16,hot,n/a,136.148,135.994,136.243,136.131,0.109,5,879,87,256512,0.464,0.003406,false,1,444ecfd-dirty
flashinfer,1,128256,50,0.95,bfloat16,hot,n/a,81.360,81.326,81.723,81.481,0.196,5,1373,137,256512,0.464,0.005699,false,1,444ecfd-dirty
flashinfer_from_probs,1,128256,50,0.95,bfloat16,hot,n/a,72.900,72.634,72.928,72.814,0.143,5,1540,154,513024,0.927,0.012721,false,1,444ecfd-dirty
fused_kernel,1,128256,50,0.95,bfloat16,hot,n/a,21.599,21.588,21.614,21.600,0.011,5,5000,500,256512,0.464,0.021468,false,1,444ecfd-dirty
compile,1,128256,50,0.95,bfloat16,hot,n/a,157.702,157.329,157.780,157.609,0.209,5,730,73,256512,0.464,0.002940,false,1,444ecfd-dirty
graph_eager,1,128256,50,0.95,bfloat16,hot,n/a,77.766,77.744,77.787,77.767,0.019,5,1536,153,256512,0.464,0.005963,false,1,444ecfd-dirty
graph_compile,1,128256,50,0.95,bfloat16,hot,n/a,77.745,77.712,77.759,77.737,0.023,5,1530,153,256512,0.464,0.005964,false,1,444ecfd-dirty
hf_eager,1,128256,50,0.95,bfloat16,hot,n/a,340.182,340.048,340.254,340.151,0.097,5,350,35,256512,0.464,0.001363,false,1,444ecfd-dirty
ref_eager_fullsort,32,128256,50,0.95,bfloat16,hot,n/a,1278.842,1263.531,1281.418,1275.117,8.443,5,95,10,8208384,14.838,0.011603,false,1,444ecfd-dirty
tight_eager,32,128256,50,0.95,bfloat16,hot,n/a,201.947,201.519,202.839,202.042,0.604,5,585,58,8208384,14.838,0.073475,false,1,444ecfd-dirty
flashinfer,32,128256,50,0.95,bfloat16,hot,n/a,141.256,140.044,141.280,140.960,0.680,5,864,86,8208384,14.838,0.105044,false,1,444ecfd-dirty
flashinfer_from_probs,32,128256,50,0.95,bfloat16,hot,n/a,82.244,82.185,82.270,82.231,0.037,5,1404,140,16416768,29.676,0.360829,false,1,444ecfd-dirty
fused_kernel,32,128256,50,0.95,bfloat16,hot,n/a,30.746,30.690,30.784,30.743,0.043,5,3833,383,8208384,14.838,0.482604,false,1,444ecfd-dirty
compile,32,128256,50,0.95,bfloat16,hot,n/a,202.673,202.300,203.561,202.840,0.556,5,581,58,8208384,14.838,0.073212,false,1,444ecfd-dirty
graph_eager,32,128256,50,0.95,bfloat16,hot,n/a,150.568,149.211,150.725,150.216,0.729,5,811,81,8208384,14.838,0.098548,false,1,444ecfd-dirty
graph_compile,32,128256,50,0.95,bfloat16,hot,n/a,150.719,150.580,150.796,150.707,0.097,5,791,79,8208384,14.838,0.098449,false,1,444ecfd-dirty
hf_eager,32,128256,50,0.95,bfloat16,hot,n/a,1839.318,1838.869,1840.122,1839.388,0.561,5,65,10,8208384,14.838,0.008067,false,1,444ecfd-dirty
ref_eager_fullsort,1,128256,100,0.9,bfloat16,hot,n/a,135.508,135.330,135.692,135.517,0.156,5,852,85,256512,0.464,0.003422,false,1,444ecfd-dirty
tight_eager,1,128256,100,0.9,bfloat16,hot,n/a,136.038,135.908,136.225,136.043,0.141,5,885,88,256512,0.464,0.003409,false,1,444ecfd-dirty
flashinfer,1,128256,100,0.9,bfloat16,hot,n/a,81.609,81.202,81.623,81.480,0.206,5,1347,134,256512,0.464,0.005682,false,1,444ecfd-dirty
flashinfer_from_probs,1,128256,100,0.9,bfloat16,hot,n/a,72.858,72.802,72.941,72.868,0.061,5,1538,153,513024,0.927,0.012729,false,1,444ecfd-dirty
fused_kernel,1,128256,100,0.9,bfloat16,hot,n/a,28.693,28.692,28.693,28.693,0.001,5,4062,406,256512,0.464,0.016160,false,1,444ecfd-dirty
compile,1,128256,100,0.9,bfloat16,hot,n/a,157.996,157.852,158.151,157.993,0.129,5,735,73,256512,0.464,0.002935,false,1,444ecfd-dirty
graph_eager,1,128256,100,0.9,bfloat16,hot,n/a,78.315,78.306,78.343,78.322,0.017,5,1526,152,256512,0.464,0.005921,false,1,444ecfd-dirty
graph_compile,1,128256,100,0.9,bfloat16,hot,n/a,78.326,78.308,78.335,78.324,0.012,5,1523,152,256512,0.464,0.005920,false,1,444ecfd-dirty
hf_eager,1,128256,100,0.9,bfloat16,hot,n/a,341.439,341.293,341.543,341.431,0.112,5,349,34,256512,0.464,0.001358,false,1,444ecfd-dirty
ref_eager_fullsort,32,128256,100,0.9,bfloat16,hot,n/a,1276.730,1261.814,1278.490,1272.932,8.059,5,95,10,8208384,14.838,0.011622,false,1,444ecfd-dirty
tight_eager,32,128256,100,0.9,bfloat16,hot,n/a,201.598,201.290,202.867,201.851,0.744,5,586,58,8208384,14.838,0.073602,false,1,444ecfd-dirty
flashinfer,32,128256,100,0.9,bfloat16,hot,n/a,141.874,140.833,141.923,141.624,0.586,5,855,85,8208384,14.838,0.104586,false,1,444ecfd-dirty
flashinfer_from_probs,32,128256,100,0.9,bfloat16,hot,n/a,84.491,84.478,84.568,84.514,0.043,5,1375,137,16416768,29.676,0.351234,false,1,444ecfd-dirty
fused_kernel,32,128256,100,0.9,bfloat16,hot,n/a,36.631,35.558,36.676,36.344,0.569,5,3291,329,8208384,14.838,0.405064,false,1,444ecfd-dirty
compile,32,128256,100,0.9,bfloat16,hot,n/a,204.247,203.974,205.062,204.398,0.507,5,572,57,8208384,14.838,0.072648,false,1,444ecfd-dirty
graph_eager,32,128256,100,0.9,bfloat16,hot,n/a,151.864,150.205,151.889,151.436,0.903,5,804,80,8208384,14.838,0.097706,false,1,444ecfd-dirty
graph_compile,32,128256,100,0.9,bfloat16,hot,n/a,151.921,151.824,151.934,151.899,0.054,5,790,79,8208384,14.838,0.097669,false,1,444ecfd-dirty
hf_eager,32,128256,100,0.9,bfloat16,hot,n/a,1836.201,1835.991,1837.221,1836.422,0.582,5,65,10,8208384,14.838,0.008081,false,1,444ecfd-dirty
ref_eager_fullsort,1,128256,100,0.95,bfloat16,hot,n/a,135.533,135.169,135.575,135.421,0.192,5,849,84,256512,0.464,0.003421,false,1,444ecfd-dirty
tight_eager,1,128256,100,0.95,bfloat16,hot,n/a,136.066,136.016,136.110,136.064,0.040,5,892,89,256512,0.464,0.003408,false,1,444ecfd-dirty
flashinfer,1,128256,100,0.95,bfloat16,hot,n/a,81.286,81.021,81.696,81.329,0.293,5,1122,112,256512,0.464,0.005704,false,1,444ecfd-dirty
flashinfer_from_probs,1,128256,100,0.95,bfloat16,hot,n/a,72.877,72.821,72.933,72.879,0.049,5,1569,156,513024,0.927,0.012725,false,1,444ecfd-dirty
fused_kernel,1,128256,100,0.95,bfloat16,hot,n/a,28.706,28.697,28.708,28.704,0.005,5,4059,405,256512,0.464,0.016153,false,1,444ecfd-dirty
compile,1,128256,100,0.95,bfloat16,hot,n/a,158.209,158.132,158.284,158.203,0.066,5,733,73,256512,0.464,0.002931,false,1,444ecfd-dirty
graph_eager,1,128256,100,0.95,bfloat16,hot,n/a,78.303,78.287,78.325,78.305,0.016,5,1511,151,256512,0.464,0.005922,false,1,444ecfd-dirty
graph_compile,1,128256,100,0.95,bfloat16,hot,n/a,84.221,84.218,84.241,84.226,0.011,5,1420,142,256512,0.464,0.005506,false,1,444ecfd-dirty
hf_eager,1,128256,100,0.95,bfloat16,hot,n/a,351.588,342.333,351.684,348.409,4.662,5,339,33,256512,0.464,0.001319,false,1,444ecfd-dirty
ref_eager_fullsort,32,128256,100,0.95,bfloat16,hot,n/a,1275.937,1262.018,1277.947,1272.610,7.692,5,95,10,8208384,14.838,0.011629,false,1,444ecfd-dirty
tight_eager,32,128256,100,0.95,bfloat16,hot,n/a,201.805,201.473,203.296,202.174,0.864,5,588,58,8208384,14.838,0.073527,false,1,444ecfd-dirty
flashinfer,32,128256,100,0.95,bfloat16,hot,n/a,141.258,140.245,141.329,141.029,0.580,5,860,86,8208384,14.838,0.105042,false,1,444ecfd-dirty
flashinfer_from_probs,32,128256,100,0.95,bfloat16,hot,n/a,83.752,83.667,83.789,83.738,0.054,5,1389,138,16416768,29.676,0.354334,false,1,444ecfd-dirty
fused_kernel,32,128256,100,0.95,bfloat16,hot,n/a,36.912,35.821,37.028,36.649,0.600,5,3268,326,8208384,14.838,0.401989,false,1,444ecfd-dirty
compile,32,128256,100,0.95,bfloat16,hot,n/a,202.774,202.186,204.126,203.011,0.879,5,577,57,8208384,14.838,0.073175,false,1,444ecfd-dirty
graph_eager,32,128256,100,0.95,bfloat16,hot,n/a,151.851,150.195,151.908,151.434,0.906,5,802,80,8208384,14.838,0.097715,false,1,444ecfd-dirty
