impl,batch,vocab,top_k,top_p,dtype,residency,cold_method,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,logits_bytes,dram_floor_us,floor_frac_of_latency,validation_in_timed_region,round,git_commit
graph_eager,8,151936,50,0.9,bfloat16,hot,n/a,108.464,108.013,108.592,108.396,0.283,5,1115,111,2430976,4.402,0.040587,false,2,f2d1bf7-dirty
graph_compile,8,151936,50,0.9,bfloat16,hot,n/a,102.810,98.971,102.836,101.674,1.952,5,1174,117,2430976,4.402,0.042819,false,2,f2d1bf7-dirty
hf_eager,8,151936,50,0.9,bfloat16,hot,n/a,706.606,705.805,712.387,707.922,3.242,5,166,16,2430976,4.402,0.006230,false,2,f2d1bf7-dirty
ref_eager_fullsort,8,151936,50,0.9,bfloat16,hot,n/a,346.372,338.375,347.468,344.488,4.432,5,360,36,2430976,4.402,0.012710,false,2,f2d1bf7-dirty
tight_eager,16,151936,50,0.9,bfloat16,hot,n/a,182.854,182.775,183.023,182.883,0.112,5,655,65,4861952,8.804,0.048150,false,2,f2d1bf7-dirty
flashinfer,16,151936,50,0.9,bfloat16,hot,n/a,116.222,115.349,116.259,116.009,0.488,5,1036,103,4861952,8.804,0.075756,false,2,f2d1bf7-dirty
flashinfer_from_probs,16,151936,50,0.9,bfloat16,hot,n/a,74.349,74.096,74.434,74.289,0.163,5,1484,148,9723904,17.609,0.236842,false,2,f2d1bf7-dirty
compile,16,151936,50,0.9,bfloat16,hot,n/a,182.802,181.959,182.935,182.611,0.473,5,658,65,4861952,8.804,0.048164,false,2,f2d1bf7-dirty
graph_eager,16,151936,50,0.9,bfloat16,hot,n/a,122.606,121.891,122.686,122.419,0.383,5,989,98,4861952,8.804,0.071811,false,2,f2d1bf7-dirty
graph_compile,16,151936,50,0.9,bfloat16,hot,n/a,122.736,122.413,122.765,122.657,0.179,5,974,97,4861952,8.804,0.071735,false,2,f2d1bf7-dirty
hf_eager,16,151936,50,0.9,bfloat16,hot,n/a,1189.285,1188.712,1191.792,1189.826,1.439,5,100,10,4861952,8.804,0.007403,false,2,f2d1bf7-dirty
ref_eager_fullsort,16,151936,50,0.9,bfloat16,hot,n/a,708.852,706.580,708.956,708.227,1.190,5,170,17,4861952,8.804,0.012421,false,2,f2d1bf7-dirty
tight_eager,32,151936,50,0.9,bfloat16,hot,n/a,219.201,219.095,219.833,219.320,0.377,5,540,54,9723904,17.609,0.080332,false,2,f2d1bf7-dirty
flashinfer,32,151936,50,0.9,bfloat16,hot,n/a,177.413,176.013,177.506,177.060,0.758,5,696,69,9723904,17.609,0.099254,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,151936,50,0.9,bfloat16,hot,n/a,101.210,101.198,101.224,101.209,0.012,5,1172,117,19447808,35.218,0.347969,false,2,f2d1bf7-dirty
compile,32,151936,50,0.9,bfloat16,hot,n/a,219.116,217.056,219.385,218.691,1.202,5,555,55,9723904,17.609,0.080364,false,2,f2d1bf7-dirty
graph_eager,32,151936,50,0.9,bfloat16,hot,n/a,168.256,166.306,168.293,167.755,1.060,5,731,73,9723904,17.609,0.104656,false,2,f2d1bf7-dirty
graph_compile,32,151936,50,0.9,bfloat16,hot,n/a,168.313,168.059,168.370,168.266,0.152,5,712,71,9723904,17.609,0.104620,false,2,f2d1bf7-dirty
hf_eager,32,151936,50,0.9,bfloat16,hot,n/a,2194.872,2194.449,2195.998,2195.021,0.725,5,54,10,9723904,17.609,0.008023,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,151936,50,0.9,bfloat16,hot,n/a,1538.733,1538.508,1538.905,1538.703,0.172,5,77,10,9723904,17.609,0.011444,false,2,f2d1bf7-dirty
tight_eager,1,151936,50,0.9,bfloat16,cold,rotate,137.407,137.211,137.829,137.442,0.290,5,845,84,303872,0.550,0.004005,false,2,f2d1bf7-dirty
flashinfer,1,151936,50,0.9,bfloat16,cold,rotate,84.025,83.773,84.109,83.988,0.159,5,1331,133,303872,0.550,0.006549,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,151936,50,0.9,bfloat16,cold,rotate,74.795,74.606,74.880,74.748,0.123,5,1472,147,607744,1.101,0.014714,false,2,f2d1bf7-dirty
compile,1,151936,50,0.9,bfloat16,cold,rotate,161.485,161.192,162.390,161.649,0.548,5,702,70,303872,0.550,0.003408,false,2,f2d1bf7-dirty
graph_eager,1,151936,50,0.9,bfloat16,cold,rotate_into_static,83.041,83.030,83.118,83.067,0.044,5,1418,141,303872,0.550,0.006627,false,2,f2d1bf7-dirty
graph_compile,1,151936,50,0.9,bfloat16,cold,rotate_into_static,73.238,72.887,73.655,73.260,0.368,5,1616,161,303872,0.550,0.007514,false,2,f2d1bf7-dirty
hf_eager,1,151936,50,0.9,bfloat16,cold,rotate,325.547,325.038,325.922,325.484,0.402,5,363,36,303872,0.550,0.001690,false,2,f2d1bf7-dirty
ref_eager_fullsort,1,151936,50,0.9,bfloat16,cold,rotate,140.221,140.071,140.523,140.251,0.207,5,829,82,303872,0.550,0.003924,false,2,f2d1bf7-dirty
tight_eager,4,151936,50,0.9,bfloat16,cold,rotate,165.840,164.098,166.350,165.500,1.047,5,730,73,1215488,2.201,0.013273,false,2,f2d1bf7-dirty
flashinfer,4,151936,50,0.9,bfloat16,cold,rotate,87.354,87.309,87.408,87.357,0.044,5,1337,133,1215488,2.201,0.025198,false,2,f2d1bf7-dirty
flashinfer_from_probs,4,151936,50,0.9,bfloat16,cold,rotate,73.689,73.620,74.141,73.823,0.248,5,1510,151,2430976,4.402,0.059741,false,2,f2d1bf7-dirty
compile,4,151936,50,0.9,bfloat16,cold,rotate,152.466,151.973,152.871,152.481,0.413,5,743,74,1215488,2.201,0.014437,false,2,f2d1bf7-dirty
graph_eager,4,151936,50,0.9,bfloat16,cold,rotate_into_static,110.978,110.438,111.019,110.842,0.294,5,1090,109,1215488,2.201,0.019834,false,2,f2d1bf7-dirty
graph_compile,4,151936,50,0.9,bfloat16,cold,rotate_into_static,100.966,100.917,101.029,100.970,0.049,5,1176,117,1215488,2.201,0.021801,false,2,f2d1bf7-dirty
hf_eager,4,151936,50,0.9,bfloat16,cold,rotate,597.687,597.420,597.854,597.660,0.200,5,200,20,1215488,2.201,0.003683,false,2,f2d1bf7-dirty
ref_eager_fullsort,4,151936,50,0.9,bfloat16,cold,rotate,233.416,232.529,233.493,233.215,0.504,5,512,51,1215488,2.201,0.009430,false,2,f2d1bf7-dirty
tight_eager,8,151936,50,0.9,bfloat16,cold,rotate,170.903,170.670,171.313,170.936,0.287,5,698,69,2430976,4.402,0.025759,false,2,f2d1bf7-dirty
flashinfer,8,151936,50,0.9,bfloat16,cold,rotate,92.999,92.985,93.044,93.011,0.026,5,1266,126,2430976,4.402,0.047336,false,2,f2d1bf7-dirty
flashinfer_from_probs,8,151936,50,0.9,bfloat16,cold,rotate,73.964,73.829,74.110,73.973,0.133,5,1490,149,4861952,8.804,0.119037,false,2,f2d1bf7-dirty
compile,8,151936,50,0.9,bfloat16,cold,rotate,152.615,152.414,152.960,152.663,0.237,5,737,73,2430976,4.402,0.028845,false,2,f2d1bf7-dirty
graph_eager,8,151936,50,0.9,bfloat16,cold,rotate_into_static,115.868,115.641,115.883,115.804,0.119,5,1035,103,2430976,4.402,0.037994,false,2,f2d1bf7-dirty
graph_compile,8,151936,50,0.9,bfloat16,cold,rotate_into_static,105.914,105.878,105.956,105.919,0.037,5,1113,111,2430976,4.402,0.041564,false,2,f2d1bf7-dirty
hf_eager,8,151936,50,0.9,bfloat16,cold,rotate,705.303,704.524,711.784,706.894,3.542,5,165,16,2430976,4.402,0.006242,false,2,f2d1bf7-dirty
ref_eager_fullsort,8,151936,50,0.9,bfloat16,cold,rotate,346.201,338.385,346.788,344.133,4.157,5,359,35,2430976,4.402,0.012716,false,2,f2d1bf7-dirty
tight_eager,16,151936,50,0.9,bfloat16,cold,rotate,187.221,187.080,187.388,187.241,0.134,5,634,63,4861952,8.804,0.047027,false,2,f2d1bf7-dirty
flashinfer,16,151936,50,0.9,bfloat16,cold,rotate,119.241,119.233,119.270,119.248,0.017,5,995,99,4861952,8.804,0.073838,false,2,f2d1bf7-dirty
flashinfer_from_probs,16,151936,50,0.9,bfloat16,cold,rotate,78.294,78.276,78.327,78.299,0.022,5,1462,146,9723904,17.609,0.224908,false,2,f2d1bf7-dirty
compile,16,151936,50,0.9,bfloat16,cold,rotate,187.055,186.622,187.191,186.967,0.262,5,634,63,4861952,8.804,0.047069,false,2,f2d1bf7-dirty
graph_eager,16,151936,50,0.9,bfloat16,cold,rotate_into_static,132.328,131.675,132.342,132.146,0.340,5,916,91,4861952,8.804,0.066535,false,2,f2d1bf7-dirty
graph_compile,16,151936,50,0.9,bfloat16,cold,rotate_into_static,132.367,132.206,132.414,132.340,0.100,5,900,90,4861952,8.804,0.066516,false,2,f2d1bf7-dirty
hf_eager,16,151936,50,0.9,bfloat16,cold,rotate,1154.726,1154.327,1156.429,1155.047,1.014,5,103,10,4861952,8.804,0.007625,false,2,f2d1bf7-dirty
ref_eager_fullsort,16,151936,50,0.9,bfloat16,cold,rotate,705.486,703.708,705.932,705.162,1.064,5,171,17,4861952,8.804,0.012480,false,2,f2d1bf7-dirty
tight_eager,32,151936,50,0.9,bfloat16,cold,rotate,229.901,229.715,230.233,229.940,0.228,5,517,51,9723904,17.609,0.076594,false,2,f2d1bf7-dirty
flashinfer,32,151936,50,0.9,bfloat16,cold,rotate,193.683,192.721,193.905,193.489,0.561,5,627,62,9723904,17.609,0.090916,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,151936,50,0.9,bfloat16,cold,rotate,127.634,127.619,127.682,127.644,0.029,5,921,92,19447808,35.218,0.275929,false,2,f2d1bf7-dirty
compile,32,151936,50,0.9,bfloat16,cold,rotate,230.672,228.156,230.939,230.070,1.387,5,528,52,9723904,17.609,0.076337,false,2,f2d1bf7-dirty
graph_eager,32,151936,50,0.9,bfloat16,cold,rotate_into_static,192.352,189.856,192.410,191.689,1.331,5,643,64,9723904,17.609,0.091545,false,2,f2d1bf7-dirty
graph_compile,32,151936,50,0.9,bfloat16,cold,rotate_into_static,198.871,198.387,198.957,198.778,0.286,5,601,60,9723904,17.609,0.088545,false,2,f2d1bf7-dirty
hf_eager,32,151936,50,0.9,bfloat16,cold,rotate,2223.701,2214.848,2224.396,2221.615,4.987,5,54,10,9723904,17.609,0.007919,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,151936,50,0.9,bfloat16,cold,rotate,1537.599,1537.535,1537.877,1537.655,0.162,5,78,10,9723904,17.609,0.011452,false,2,f2d1bf7-dirty
tight_eager,1,128256,20,0.9,bfloat16,hot,n/a,134.539,134.512,135.530,134.790,0.542,5,859,85,256512,0.465,0.003453,false,2,f2d1bf7-dirty
flashinfer,1,128256,20,0.9,bfloat16,hot,n/a,81.908,81.785,82.263,81.974,0.216,5,1370,137,256512,0.465,0.005671,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,128256,20,0.9,bfloat16,hot,n/a,72.999,72.913,73.334,73.065,0.198,5,1532,153,513024,0.929,0.012727,false,2,f2d1bf7-dirty
compile,1,128256,20,0.9,bfloat16,hot,n/a,161.698,161.402,163.025,161.942,0.801,5,724,72,256512,0.465,0.002873,false,2,f2d1bf7-dirty
graph_eager,1,128256,20,0.9,bfloat16,hot,n/a,76.721,76.700,76.751,76.726,0.023,5,1546,154,256512,0.465,0.006055,false,2,f2d1bf7-dirty
graph_compile,1,128256,20,0.9,bfloat16,hot,n/a,76.721,76.677,76.781,76.725,0.045,5,1540,154,256512,0.465,0.006055,false,2,f2d1bf7-dirty
hf_eager,1,128256,20,0.9,bfloat16,hot,n/a,338.594,338.419,338.617,338.556,0.100,5,352,35,256512,0.465,0.001372,false,2,f2d1bf7-dirty
ref_eager_fullsort,1,128256,20,0.9,bfloat16,hot,n/a,136.390,136.208,138.335,136.857,1.074,5,843,84,256512,0.465,0.003406,false,2,f2d1bf7-dirty
tight_eager,32,128256,20,0.9,bfloat16,hot,n/a,201.930,200.853,202.011,201.678,0.607,5,597,59,8208384,14.864,0.073612,false,2,f2d1bf7-dirty
flashinfer,32,128256,20,0.9,bfloat16,hot,n/a,141.719,140.483,141.780,141.429,0.700,5,869,86,8208384,14.864,0.104887,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,128256,20,0.9,bfloat16,hot,n/a,84.340,84.290,84.418,84.345,0.057,5,1385,138,16416768,29.729,0.352491,false,2,f2d1bf7-dirty
compile,32,128256,20,0.9,bfloat16,hot,n/a,202.977,202.290,203.096,202.841,0.406,5,587,58,8208384,14.864,0.073232,false,2,f2d1bf7-dirty
graph_eager,32,128256,20,0.9,bfloat16,hot,n/a,150.157,148.648,150.199,149.762,0.811,5,813,81,8208384,14.864,0.098993,false,2,f2d1bf7-dirty
graph_compile,32,128256,20,0.9,bfloat16,hot,n/a,150.131,150.078,150.195,150.143,0.054,5,793,79,8208384,14.864,0.099010,false,2,f2d1bf7-dirty
hf_eager,32,128256,20,0.9,bfloat16,hot,n/a,1837.188,1837.041,1837.786,1837.352,0.344,5,65,10,8208384,14.864,0.008091,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,128256,20,0.9,bfloat16,hot,n/a,1283.027,1282.981,1283.150,1283.055,0.082,5,93,10,8208384,14.864,0.011585,false,2,f2d1bf7-dirty
tight_eager,1,128256,20,0.95,bfloat16,hot,n/a,134.050,133.862,135.220,134.302,0.671,5,863,86,256512,0.465,0.003465,false,2,f2d1bf7-dirty
flashinfer,1,128256,20,0.95,bfloat16,hot,n/a,82.037,81.703,82.391,82.031,0.297,5,1356,135,256512,0.465,0.005662,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,128256,20,0.95,bfloat16,hot,n/a,73.202,73.159,73.410,73.251,0.117,5,1513,151,513024,0.929,0.012691,false,2,f2d1bf7-dirty
compile,1,128256,20,0.95,bfloat16,hot,n/a,161.568,161.557,163.031,161.943,0.802,5,718,71,256512,0.465,0.002875,false,2,f2d1bf7-dirty
graph_eager,1,128256,20,0.95,bfloat16,hot,n/a,76.750,76.731,76.818,76.770,0.042,5,1539,153,256512,0.465,0.006052,false,2,f2d1bf7-dirty
graph_compile,1,128256,20,0.95,bfloat16,hot,n/a,83.730,83.725,83.733,83.729,0.004,5,1454,145,256512,0.465,0.005548,false,2,f2d1bf7-dirty
hf_eager,1,128256,20,0.95,bfloat16,hot,n/a,338.385,338.356,341.906,339.265,1.961,5,342,34,256512,0.465,0.001373,false,2,f2d1bf7-dirty
ref_eager_fullsort,1,128256,20,0.95,bfloat16,hot,n/a,137.652,137.533,138.401,137.819,0.426,5,840,84,256512,0.465,0.003375,false,2,f2d1bf7-dirty
tight_eager,32,128256,20,0.95,bfloat16,hot,n/a,202.017,201.535,202.137,201.938,0.297,5,591,59,8208384,14.864,0.073580,false,2,f2d1bf7-dirty
flashinfer,32,128256,20,0.95,bfloat16,hot,n/a,141.147,139.879,141.168,140.835,0.711,5,872,87,8208384,14.864,0.105312,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,128256,20,0.95,bfloat16,hot,n/a,83.512,83.456,83.567,83.511,0.048,5,1393,139,16416768,29.729,0.355985,false,2,f2d1bf7-dirty
compile,32,128256,20,0.95,bfloat16,hot,n/a,202.800,202.111,202.830,202.630,0.381,5,589,58,8208384,14.864,0.073296,false,2,f2d1bf7-dirty
graph_eager,32,128256,20,0.95,bfloat16,hot,n/a,149.990,148.466,150.046,149.606,0.836,5,814,81,8208384,14.864,0.099103,false,2,f2d1bf7-dirty
graph_compile,32,128256,20,0.95,bfloat16,hot,n/a,150.034,149.979,150.057,150.027,0.036,5,799,79,8208384,14.864,0.099074,false,2,f2d1bf7-dirty
hf_eager,32,128256,20,0.95,bfloat16,hot,n/a,1835.785,1835.481,1836.546,1835.939,0.475,5,65,10,8208384,14.864,0.008097,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,128256,20,0.95,bfloat16,hot,n/a,1282.498,1282.024,1283.043,1282.575,0.469,5,93,10,8208384,14.864,0.011590,false,2,f2d1bf7-dirty
tight_eager,1,128256,50,0.9,bfloat16,hot,n/a,134.115,133.972,135.340,134.396,0.686,5,867,86,256512,0.465,0.003464,false,2,f2d1bf7-dirty
flashinfer,1,128256,50,0.9,bfloat16,hot,n/a,82.422,82.317,82.730,82.491,0.190,5,1355,135,256512,0.465,0.005636,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,128256,50,0.9,bfloat16,hot,n/a,73.237,73.097,73.403,73.256,0.133,5,1523,152,513024,0.929,0.012685,false,2,f2d1bf7-dirty
compile,1,128256,50,0.9,bfloat16,hot,n/a,160.774,160.681,161.737,161.011,0.527,5,720,72,256512,0.465,0.002889,false,2,f2d1bf7-dirty
graph_eager,1,128256,50,0.9,bfloat16,hot,n/a,77.788,77.759,77.812,77.789,0.024,5,1541,154,256512,0.465,0.005972,false,2,f2d1bf7-dirty
graph_compile,1,128256,50,0.9,bfloat16,hot,n/a,77.959,77.951,77.969,77.960,0.008,5,1543,154,256512,0.465,0.005958,false,2,f2d1bf7-dirty
hf_eager,1,128256,50,0.9,bfloat16,hot,n/a,340.235,340.072,340.345,340.217,0.131,5,350,35,256512,0.465,0.001365,false,2,f2d1bf7-dirty
ref_eager_fullsort,1,128256,50,0.9,bfloat16,hot,n/a,137.479,137.089,138.145,137.544,0.470,5,836,83,256512,0.465,0.003379,false,2,f2d1bf7-dirty
tight_eager,32,128256,50,0.9,bfloat16,hot,n/a,200.753,200.444,201.023,200.730,0.253,5,597,59,8208384,14.864,0.074044,false,2,f2d1bf7-dirty
flashinfer,32,128256,50,0.9,bfloat16,hot,n/a,141.803,140.390,141.842,141.452,0.785,5,872,87,8208384,14.864,0.104825,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,128256,50,0.9,bfloat16,hot,n/a,82.747,82.699,82.763,82.739,0.029,5,1421,142,16416768,29.729,0.359274,false,2,f2d1bf7-dirty
compile,32,128256,50,0.9,bfloat16,hot,n/a,202.391,201.726,202.502,202.262,0.395,5,590,59,8208384,14.864,0.073445,false,2,f2d1bf7-dirty
graph_eager,32,128256,50,0.9,bfloat16,hot,n/a,150.110,148.763,150.221,149.791,0.747,5,812,81,8208384,14.864,0.099024,false,2,f2d1bf7-dirty
graph_compile,32,128256,50,0.9,bfloat16,hot,n/a,150.282,150.262,153.281,151.028,1.675,5,771,77,8208384,14.864,0.098911,false,2,f2d1bf7-dirty
hf_eager,32,128256,50,0.9,bfloat16,hot,n/a,1838.737,1838.173,1839.400,1838.751,0.534,5,65,10,8208384,14.864,0.008084,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,128256,50,0.9,bfloat16,hot,n/a,1282.279,1281.922,1282.345,1282.208,0.211,5,93,10,8208384,14.864,0.011592,false,2,f2d1bf7-dirty
tight_eager,1,128256,50,0.95,bfloat16,hot,n/a,134.581,134.055,135.202,134.582,0.498,5,856,85,256512,0.465,0.003452,false,2,f2d1bf7-dirty
flashinfer,1,128256,50,0.95,bfloat16,hot,n/a,82.549,82.326,82.947,82.645,0.284,5,1370,137,256512,0.465,0.005627,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,128256,50,0.95,bfloat16,hot,n/a,73.576,73.496,73.968,73.651,0.234,5,1551,155,513024,0.929,0.012627,false,2,f2d1bf7-dirty
compile,1,128256,50,0.95,bfloat16,hot,n/a,161.056,160.854,162.412,161.365,0.762,5,717,71,256512,0.465,0.002884,false,2,f2d1bf7-dirty
graph_eager,1,128256,50,0.95,bfloat16,hot,n/a,78.059,78.024,78.068,78.052,0.021,5,1539,153,256512,0.465,0.005951,false,2,f2d1bf7-dirty
graph_compile,1,128256,50,0.95,bfloat16,hot,n/a,78.049,78.031,78.071,78.051,0.017,5,1537,153,256512,0.465,0.005952,false,2,f2d1bf7-dirty
hf_eager,1,128256,50,0.95,bfloat16,hot,n/a,340.276,340.195,340.321,340.258,0.060,5,351,35,256512,0.465,0.001365,false,2,f2d1bf7-dirty
ref_eager_fullsort,1,128256,50,0.95,bfloat16,hot,n/a,138.516,138.403,138.935,138.600,0.246,5,831,83,256512,0.465,0.003354,false,2,f2d1bf7-dirty
tight_eager,32,128256,50,0.95,bfloat16,hot,n/a,201.020,200.550,201.248,200.991,0.331,5,599,59,8208384,14.864,0.073945,false,2,f2d1bf7-dirty
flashinfer,32,128256,50,0.95,bfloat16,hot,n/a,141.244,139.570,141.293,140.835,0.937,5,879,87,8208384,14.864,0.105240,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,128256,50,0.95,bfloat16,hot,n/a,82.265,82.241,82.281,82.261,0.019,5,1419,141,16416768,29.729,0.361382,false,2,f2d1bf7-dirty
compile,32,128256,50,0.95,bfloat16,hot,n/a,202.378,201.492,202.544,202.174,0.497,5,591,59,8208384,14.864,0.073449,false,2,f2d1bf7-dirty
graph_eager,32,128256,50,0.95,bfloat16,hot,n/a,150.054,148.657,150.118,149.705,0.764,5,814,81,8208384,14.864,0.099061,false,2,f2d1bf7-dirty
graph_compile,32,128256,50,0.95,bfloat16,hot,n/a,150.169,150.009,150.179,150.128,0.086,5,794,79,8208384,14.864,0.098985,false,2,f2d1bf7-dirty
hf_eager,32,128256,50,0.95,bfloat16,hot,n/a,1837.707,1837.167,1838.109,1837.678,0.417,5,65,10,8208384,14.864,0.008089,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,128256,50,0.95,bfloat16,hot,n/a,1281.646,1281.325,1282.155,1281.747,0.382,5,93,10,8208384,14.864,0.011598,false,2,f2d1bf7-dirty
tight_eager,1,128256,100,0.9,bfloat16,hot,n/a,134.065,133.869,135.190,134.357,0.629,5,862,86,256512,0.465,0.003465,false,2,f2d1bf7-dirty
flashinfer,1,128256,100,0.9,bfloat16,hot,n/a,82.341,82.173,82.619,82.397,0.198,5,1368,136,256512,0.465,0.005641,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,128256,100,0.9,bfloat16,hot,n/a,73.584,73.477,74.149,73.715,0.320,5,1529,152,513024,0.929,0.012625,false,2,f2d1bf7-dirty
compile,1,128256,100,0.9,bfloat16,hot,n/a,160.948,160.762,161.744,161.106,0.467,5,724,72,256512,0.465,0.002886,false,2,f2d1bf7-dirty
graph_eager,1,128256,100,0.9,bfloat16,hot,n/a,78.242,78.235,78.325,78.266,0.043,5,1505,150,256512,0.465,0.005937,false,2,f2d1bf7-dirty
graph_compile,1,128256,100,0.9,bfloat16,hot,n/a,78.261,78.258,78.266,78.262,0.004,5,1523,152,256512,0.465,0.005935,false,2,f2d1bf7-dirty
hf_eager,1,128256,100,0.9,bfloat16,hot,n/a,340.306,340.286,340.364,340.319,0.035,5,350,35,256512,0.465,0.001365,false,2,f2d1bf7-dirty
ref_eager_fullsort,1,128256,100,0.9,bfloat16,hot,n/a,137.861,137.682,138.547,137.998,0.408,5,836,83,256512,0.465,0.003369,false,2,f2d1bf7-dirty
tight_eager,32,128256,100,0.9,bfloat16,hot,n/a,201.175,200.940,201.333,201.170,0.177,5,593,59,8208384,14.864,0.073888,false,2,f2d1bf7-dirty
flashinfer,32,128256,100,0.9,bfloat16,hot,n/a,141.823,140.482,141.856,141.496,0.752,5,866,86,8208384,14.864,0.104810,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,128256,100,0.9,bfloat16,hot,n/a,84.471,84.445,84.499,84.471,0.024,5,1377,137,16416768,29.729,0.351943,false,2,f2d1bf7-dirty
compile,32,128256,100,0.9,bfloat16,hot,n/a,201.528,201.322,201.689,201.527,0.164,5,588,58,8208384,14.864,0.073759,false,2,f2d1bf7-dirty
graph_eager,32,128256,100,0.9,bfloat16,hot,n/a,151.756,150.191,151.804,151.355,0.850,5,804,80,8208384,14.864,0.097950,false,2,f2d1bf7-dirty
graph_compile,32,128256,100,0.9,bfloat16,hot,n/a,151.815,151.672,151.853,151.786,0.084,5,790,79,8208384,14.864,0.097912,false,2,f2d1bf7-dirty
hf_eager,32,128256,100,0.9,bfloat16,hot,n/a,1833.647,1833.558,1834.642,1833.946,0.516,5,65,10,8208384,14.864,0.008107,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,128256,100,0.9,bfloat16,hot,n/a,1281.262,1281.035,1282.587,1281.560,0.754,5,93,10,8208384,14.864,0.011601,false,2,f2d1bf7-dirty
tight_eager,1,128256,100,0.95,bfloat16,hot,n/a,133.939,133.796,134.447,134.027,0.309,5,862,86,256512,0.465,0.003468,false,2,f2d1bf7-dirty
flashinfer,1,128256,100,0.95,bfloat16,hot,n/a,82.151,82.126,82.706,82.315,0.284,5,1350,135,256512,0.465,0.005654,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,128256,100,0.95,bfloat16,hot,n/a,73.280,73.155,73.700,73.365,0.251,5,1545,154,513024,0.929,0.012678,false,2,f2d1bf7-dirty
compile,1,128256,100,0.95,bfloat16,hot,n/a,160.839,160.688,161.272,160.905,0.274,5,725,72,256512,0.465,0.002888,false,2,f2d1bf7-dirty
graph_eager,1,128256,100,0.95,bfloat16,hot,n/a,78.257,78.237,78.280,78.256,0.020,5,1508,150,256512,0.465,0.005936,false,2,f2d1bf7-dirty
graph_compile,1,128256,100,0.95,bfloat16,hot,n/a,78.248,78.237,78.270,78.250,0.015,5,1518,151,256512,0.465,0.005936,false,2,f2d1bf7-dirty
hf_eager,1,128256,100,0.95,bfloat16,hot,n/a,340.267,340.194,340.446,340.298,0.112,5,351,35,256512,0.465,0.001365,false,2,f2d1bf7-dirty
ref_eager_fullsort,1,128256,100,0.95,bfloat16,hot,n/a,137.905,137.621,138.491,138.003,0.387,5,835,83,256512,0.465,0.003368,false,2,f2d1bf7-dirty
tight_eager,32,128256,100,0.95,bfloat16,hot,n/a,200.124,199.963,200.398,200.151,0.200,5,594,59,8208384,14.864,0.074276,false,2,f2d1bf7-dirty
flashinfer,32,128256,100,0.95,bfloat16,hot,n/a,141.240,139.891,141.318,140.930,0.769,5,869,86,8208384,14.864,0.105243,false,2,f2d1bf7-dirty
flashinfer_from_probs,32,128256,100,0.95,bfloat16,hot,n/a,83.709,83.670,83.725,83.705,0.026,5,1393,139,16416768,29.729,0.355147,false,2,f2d1bf7-dirty
compile,32,128256,100,0.95,bfloat16,hot,n/a,201.625,201.381,201.780,201.605,0.175,5,586,58,8208384,14.864,0.073724,false,2,f2d1bf7-dirty
graph_eager,32,128256,100,0.95,bfloat16,hot,n/a,151.743,150.067,151.782,151.291,0.888,5,805,80,8208384,14.864,0.097958,false,2,f2d1bf7-dirty
graph_compile,32,128256,100,0.95,bfloat16,hot,n/a,151.791,151.628,151.794,151.743,0.083,5,791,79,8208384,14.864,0.097928,false,2,f2d1bf7-dirty
hf_eager,32,128256,100,0.95,bfloat16,hot,n/a,1833.657,1833.157,1833.852,1833.563,0.318,5,65,10,8208384,14.864,0.008106,false,2,f2d1bf7-dirty
ref_eager_fullsort,32,128256,100,0.95,bfloat16,hot,n/a,1280.603,1280.002,1281.024,1280.571,0.453,5,93,10,8208384,14.864,0.011607,false,2,f2d1bf7-dirty
tight_eager,1,151936,20,0.9,bfloat16,hot,n/a,136.210,135.879,136.589,136.209,0.310,5,846,84,303872,0.550,0.004040,false,2,f2d1bf7-dirty
flashinfer,1,151936,20,0.9,bfloat16,hot,n/a,84.408,84.337,84.755,84.480,0.201,5,1336,133,303872,0.550,0.006519,false,2,f2d1bf7-dirty
flashinfer_from_probs,1,151936,20,0.9,bfloat16,hot,n/a,72.908,72.568,73.253,72.875,0.306,5,1515,151,607744,1.101,0.015095,false,2,f2d1bf7-dirty
compile,1,151936,20,0.9,bfloat16,hot,n/a,163.921,163.781,164.796,164.125,0.488,5,714,71,303872,0.550,0.003357,false,2,f2d1bf7-dirty
