impl,batch,vocab,top_k,top_p,dtype,residency,cold_method,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,logits_bytes,dram_floor_us,floor_frac_of_latency,validation_in_timed_region,round,git_commit
flashinfer,1,128256,50,0.95,bfloat16,hot,n/a,82.107,82.065,82.390,82.170,0.161,5,1328,132,256512,0.463,0.005636,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,128256,50,0.95,bfloat16,hot,n/a,73.550,73.385,73.744,73.563,0.157,5,1532,153,513024,0.926,0.012584,false,2,6ddf1e0-dirty
fused_kernel,1,128256,50,0.95,bfloat16,hot,n/a,20.141,20.126,20.151,20.140,0.011,5,5000,500,256512,0.463,0.022976,false,2,6ddf1e0-dirty
compile,1,128256,50,0.95,bfloat16,hot,n/a,158.132,157.903,158.365,158.137,0.199,5,738,73,256512,0.463,0.002926,false,2,6ddf1e0-dirty
graph_eager,1,128256,50,0.95,bfloat16,hot,n/a,78.015,77.993,78.037,78.016,0.021,5,1542,154,256512,0.463,0.005932,false,2,6ddf1e0-dirty
graph_compile,1,128256,50,0.95,bfloat16,hot,n/a,77.999,77.967,78.025,77.998,0.026,5,1534,153,256512,0.463,0.005933,false,2,6ddf1e0-dirty
hf_eager,1,128256,50,0.95,bfloat16,hot,n/a,340.265,340.183,340.522,340.318,0.152,5,349,34,256512,0.463,0.001360,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,128256,50,0.95,bfloat16,hot,n/a,135.355,134.878,135.415,135.243,0.267,5,841,84,256512,0.463,0.003419,false,2,6ddf1e0-dirty
tight_eager,32,128256,50,0.95,bfloat16,hot,n/a,200.598,200.316,200.914,200.595,0.260,5,596,59,8208384,14.809,0.073822,false,2,6ddf1e0-dirty
flashinfer,32,128256,50,0.95,bfloat16,hot,n/a,141.175,139.410,141.243,140.754,0.997,5,886,88,8208384,14.809,0.104895,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,128256,50,0.95,bfloat16,hot,n/a,82.245,82.235,82.288,82.253,0.025,5,1420,142,16416768,29.617,0.360107,false,2,6ddf1e0-dirty
fused_kernel,32,128256,50,0.95,bfloat16,hot,n/a,27.691,26.947,27.832,27.507,0.417,5,4420,442,8208384,14.809,0.534784,false,2,6ddf1e0-dirty
compile,32,128256,50,0.95,bfloat16,hot,n/a,201.565,201.527,202.691,201.915,0.570,5,582,58,8208384,14.809,0.073468,false,2,6ddf1e0-dirty
graph_eager,32,128256,50,0.95,bfloat16,hot,n/a,149.892,148.356,149.945,149.514,0.853,5,813,81,8208384,14.809,0.098795,false,2,6ddf1e0-dirty
graph_compile,32,128256,50,0.95,bfloat16,hot,n/a,149.927,149.868,149.940,149.914,0.034,5,801,80,8208384,14.809,0.098772,false,2,6ddf1e0-dirty
hf_eager,32,128256,50,0.95,bfloat16,hot,n/a,1830.750,1830.550,1831.543,1830.945,0.473,5,65,10,8208384,14.809,0.008089,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,128256,50,0.95,bfloat16,hot,n/a,1279.702,1279.305,1279.794,1279.625,0.236,5,93,10,8208384,14.809,0.011572,false,2,6ddf1e0-dirty
tight_eager,1,128256,100,0.9,bfloat16,hot,n/a,136.666,136.652,136.755,136.684,0.051,5,876,87,256512,0.463,0.003386,false,2,6ddf1e0-dirty
flashinfer,1,128256,100,0.9,bfloat16,hot,n/a,82.074,81.968,82.199,82.090,0.104,5,1338,133,256512,0.463,0.005638,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,128256,100,0.9,bfloat16,hot,n/a,73.491,73.464,73.567,73.510,0.050,5,1546,154,513024,0.926,0.012594,false,2,6ddf1e0-dirty
fused_kernel,1,128256,100,0.9,bfloat16,hot,n/a,22.833,22.822,22.841,22.832,0.008,5,5000,500,256512,0.463,0.020268,false,2,6ddf1e0-dirty
compile,1,128256,100,0.9,bfloat16,hot,n/a,157.622,157.523,157.850,157.653,0.148,5,735,73,256512,0.463,0.002936,false,2,6ddf1e0-dirty
graph_eager,1,128256,100,0.9,bfloat16,hot,n/a,78.319,78.303,78.428,78.346,0.060,5,1530,153,256512,0.463,0.005909,false,2,6ddf1e0-dirty
graph_compile,1,128256,100,0.9,bfloat16,hot,n/a,78.365,78.343,78.384,78.364,0.018,5,1516,151,256512,0.463,0.005905,false,2,6ddf1e0-dirty
hf_eager,1,128256,100,0.9,bfloat16,hot,n/a,339.472,339.382,340.137,339.610,0.389,5,350,35,256512,0.463,0.001363,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,128256,100,0.9,bfloat16,hot,n/a,135.318,134.983,135.531,135.272,0.237,5,852,85,256512,0.463,0.003420,false,2,6ddf1e0-dirty
tight_eager,32,128256,100,0.9,bfloat16,hot,n/a,201.421,201.057,201.470,201.348,0.214,5,591,59,8208384,14.809,0.073520,false,2,6ddf1e0-dirty
flashinfer,32,128256,100,0.9,bfloat16,hot,n/a,141.788,140.227,141.824,141.401,0.868,5,870,87,8208384,14.809,0.104441,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,128256,100,0.9,bfloat16,hot,n/a,84.504,84.470,84.508,84.492,0.020,5,1361,136,16416768,29.617,0.350484,false,2,6ddf1e0-dirty
fused_kernel,32,128256,100,0.9,bfloat16,hot,n/a,32.754,32.340,32.756,32.650,0.230,5,3703,370,8208384,14.809,0.452121,false,2,6ddf1e0-dirty
compile,32,128256,100,0.9,bfloat16,hot,n/a,202.012,201.713,203.160,202.253,0.668,5,574,57,8208384,14.809,0.073305,false,2,6ddf1e0-dirty
graph_eager,32,128256,100,0.9,bfloat16,hot,n/a,151.299,149.462,151.431,150.824,0.984,5,810,81,8208384,14.809,0.097876,false,2,6ddf1e0-dirty
graph_compile,32,128256,100,0.9,bfloat16,hot,n/a,151.476,151.263,151.500,151.424,0.117,5,791,79,8208384,14.809,0.097762,false,2,6ddf1e0-dirty
hf_eager,32,128256,100,0.9,bfloat16,hot,n/a,1827.031,1826.875,1827.320,1827.079,0.218,5,65,10,8208384,14.809,0.008105,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,128256,100,0.9,bfloat16,hot,n/a,1278.070,1277.674,1278.407,1278.028,0.318,5,93,10,8208384,14.809,0.011587,false,2,6ddf1e0-dirty
tight_eager,1,128256,100,0.95,bfloat16,hot,n/a,136.692,136.629,136.774,136.702,0.066,5,876,87,256512,0.463,0.003385,false,2,6ddf1e0-dirty
flashinfer,1,128256,100,0.95,bfloat16,hot,n/a,82.193,82.084,82.356,82.218,0.129,5,1371,137,256512,0.463,0.005630,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,128256,100,0.95,bfloat16,hot,n/a,73.593,73.363,73.777,73.577,0.187,5,1570,157,513024,0.926,0.012576,false,2,6ddf1e0-dirty
fused_kernel,1,128256,100,0.95,bfloat16,hot,n/a,23.426,23.391,23.437,23.420,0.021,5,4997,499,256512,0.463,0.019755,false,2,6ddf1e0-dirty
compile,1,128256,100,0.95,bfloat16,hot,n/a,159.120,158.755,159.337,159.074,0.253,5,730,73,256512,0.463,0.002908,false,2,6ddf1e0-dirty
graph_eager,1,128256,100,0.95,bfloat16,hot,n/a,78.309,78.280,78.331,78.308,0.023,5,1542,154,256512,0.463,0.005910,false,2,6ddf1e0-dirty
graph_compile,1,128256,100,0.95,bfloat16,hot,n/a,78.290,78.278,78.356,78.305,0.037,5,1539,153,256512,0.463,0.005911,false,2,6ddf1e0-dirty
hf_eager,1,128256,100,0.95,bfloat16,hot,n/a,339.364,339.248,339.503,339.369,0.111,5,351,35,256512,0.463,0.001364,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,128256,100,0.95,bfloat16,hot,n/a,135.726,135.651,136.020,135.799,0.175,5,850,85,256512,0.463,0.003410,false,2,6ddf1e0-dirty
tight_eager,32,128256,100,0.95,bfloat16,hot,n/a,201.117,200.870,201.151,201.053,0.133,5,597,59,8208384,14.809,0.073632,false,2,6ddf1e0-dirty
flashinfer,32,128256,100,0.95,bfloat16,hot,n/a,141.242,139.614,141.379,140.865,0.925,5,871,87,8208384,14.809,0.104845,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,128256,100,0.95,bfloat16,hot,n/a,83.702,83.673,83.764,83.714,0.040,5,1402,140,16416768,29.617,0.353842,false,2,6ddf1e0-dirty
fused_kernel,32,128256,100,0.95,bfloat16,hot,n/a,33.490,32.837,33.498,33.323,0.358,5,3606,360,8208384,14.809,0.442181,false,2,6ddf1e0-dirty
compile,32,128256,100,0.95,bfloat16,hot,n/a,201.088,200.885,202.332,201.357,0.710,5,574,57,8208384,14.809,0.073642,false,2,6ddf1e0-dirty
graph_eager,32,128256,100,0.95,bfloat16,hot,n/a,151.202,149.377,151.325,150.710,0.963,5,807,80,8208384,14.809,0.097939,false,2,6ddf1e0-dirty
graph_compile,32,128256,100,0.95,bfloat16,hot,n/a,151.381,151.194,151.422,151.347,0.112,5,791,79,8208384,14.809,0.097823,false,2,6ddf1e0-dirty
hf_eager,32,128256,100,0.95,bfloat16,hot,n/a,1826.365,1825.824,1826.851,1826.291,0.463,5,65,10,8208384,14.809,0.008108,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,128256,100,0.95,bfloat16,hot,n/a,1277.570,1277.106,1278.298,1277.595,0.539,5,94,10,8208384,14.809,0.011591,false,2,6ddf1e0-dirty
tight_eager,1,151936,20,0.9,bfloat16,hot,n/a,134.252,134.125,134.503,134.306,0.175,5,857,85,303872,0.548,0.004083,false,2,6ddf1e0-dirty
flashinfer,1,151936,20,0.9,bfloat16,hot,n/a,83.818,83.765,84.321,83.941,0.276,5,1361,136,303872,0.548,0.006540,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,151936,20,0.9,bfloat16,hot,n/a,73.420,73.251,73.448,73.369,0.092,5,1511,151,607744,1.096,0.014934,false,2,6ddf1e0-dirty
fused_kernel,1,151936,20,0.9,bfloat16,hot,n/a,16.345,16.339,16.346,16.343,0.003,5,5000,500,303872,0.548,0.033540,false,2,6ddf1e0-dirty
compile,1,151936,20,0.9,bfloat16,hot,n/a,161.581,160.929,162.026,161.564,0.497,5,722,72,303872,0.548,0.003393,false,2,6ddf1e0-dirty
graph_eager,1,151936,20,0.9,bfloat16,hot,n/a,81.393,81.382,81.407,81.395,0.011,5,1472,147,303872,0.548,0.006735,false,2,6ddf1e0-dirty
graph_compile,1,151936,20,0.9,bfloat16,hot,n/a,81.426,81.364,81.450,81.415,0.039,5,1478,147,303872,0.548,0.006733,false,2,6ddf1e0-dirty
hf_eager,1,151936,20,0.9,bfloat16,hot,n/a,322.949,322.382,323.326,322.895,0.427,5,373,37,303872,0.548,0.001698,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,151936,20,0.9,bfloat16,hot,n/a,138.118,137.608,138.156,137.994,0.281,5,839,83,303872,0.548,0.003969,false,2,6ddf1e0-dirty
tight_eager,32,151936,20,0.9,bfloat16,hot,n/a,216.418,215.558,216.681,216.263,0.526,5,558,55,9723904,17.543,0.081059,false,2,6ddf1e0-dirty
flashinfer,32,151936,20,0.9,bfloat16,hot,n/a,173.842,170.639,174.177,173.038,1.736,5,709,70,9723904,17.543,0.100912,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,151936,20,0.9,bfloat16,hot,n/a,102.810,102.803,102.872,102.831,0.034,5,1151,115,19447808,35.085,0.341264,false,2,6ddf1e0-dirty
fused_kernel,32,151936,20,0.9,bfloat16,hot,n/a,26.738,26.200,26.770,26.605,0.296,5,4698,469,9723904,17.543,0.656083,false,2,6ddf1e0-dirty
compile,32,151936,20,0.9,bfloat16,hot,n/a,218.368,217.921,219.747,218.676,0.838,5,538,53,9723904,17.543,0.080335,false,2,6ddf1e0-dirty
graph_eager,32,151936,20,0.9,bfloat16,hot,n/a,165.253,163.004,165.443,164.694,1.223,5,748,74,9723904,17.543,0.106156,false,2,6ddf1e0-dirty
graph_compile,32,151936,20,0.9,bfloat16,hot,n/a,170.146,169.027,170.228,169.833,0.584,5,704,70,9723904,17.543,0.103104,false,2,6ddf1e0-dirty
hf_eager,32,151936,20,0.9,bfloat16,hot,n/a,2193.740,2193.341,2194.767,2193.929,0.646,5,54,10,9723904,17.543,0.007997,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,151936,20,0.9,bfloat16,hot,n/a,1533.261,1532.661,1533.584,1533.187,0.431,5,78,10,9723904,17.543,0.011441,false,2,6ddf1e0-dirty
tight_eager,1,151936,20,0.95,bfloat16,hot,n/a,133.314,133.161,133.567,133.366,0.191,5,857,85,303872,0.548,0.004112,false,2,6ddf1e0-dirty
flashinfer,1,151936,20,0.95,bfloat16,hot,n/a,84.216,84.160,84.251,84.205,0.043,5,1362,136,303872,0.548,0.006510,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,151936,20,0.95,bfloat16,hot,n/a,73.039,72.793,73.148,73.008,0.161,5,1515,151,607744,1.096,0.015011,false,2,6ddf1e0-dirty
fused_kernel,1,151936,20,0.95,bfloat16,hot,n/a,16.348,16.348,16.349,16.348,0.001,5,5000,500,303872,0.548,0.033533,false,2,6ddf1e0-dirty
compile,1,151936,20,0.95,bfloat16,hot,n/a,161.387,161.184,161.731,161.411,0.250,5,714,71,303872,0.548,0.003397,false,2,6ddf1e0-dirty
graph_eager,1,151936,20,0.95,bfloat16,hot,n/a,81.419,81.257,81.437,81.381,0.090,5,1473,147,303872,0.548,0.006733,false,2,6ddf1e0-dirty
graph_compile,1,151936,20,0.95,bfloat16,hot,n/a,81.404,81.210,81.449,81.371,0.118,5,1483,148,303872,0.548,0.006734,false,2,6ddf1e0-dirty
hf_eager,1,151936,20,0.95,bfloat16,hot,n/a,322.803,322.607,323.522,322.976,0.413,5,369,36,303872,0.548,0.001698,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,151936,20,0.95,bfloat16,hot,n/a,138.342,138.298,138.863,138.465,0.292,5,850,85,303872,0.548,0.003963,false,2,6ddf1e0-dirty
tight_eager,32,151936,20,0.95,bfloat16,hot,n/a,216.219,214.778,216.604,215.967,0.871,5,561,56,9723904,17.543,0.081134,false,2,6ddf1e0-dirty
flashinfer,32,151936,20,0.95,bfloat16,hot,n/a,173.797,170.544,174.126,172.965,1.752,5,711,71,9723904,17.543,0.100938,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,151936,20,0.95,bfloat16,hot,n/a,102.110,102.056,102.148,102.102,0.042,5,1154,115,19447808,35.085,0.343605,false,2,6ddf1e0-dirty
fused_kernel,32,151936,20,0.95,bfloat16,hot,n/a,27.607,26.520,27.660,27.318,0.578,5,4638,463,9723904,17.543,0.635450,false,2,6ddf1e0-dirty
compile,32,151936,20,0.95,bfloat16,hot,n/a,217.575,217.080,218.546,217.710,0.659,5,540,54,9723904,17.543,0.080628,false,2,6ddf1e0-dirty
graph_eager,32,151936,20,0.95,bfloat16,hot,n/a,165.426,163.140,165.597,164.834,1.226,5,748,74,9723904,17.543,0.106045,false,2,6ddf1e0-dirty
graph_compile,32,151936,20,0.95,bfloat16,hot,n/a,165.616,165.212,165.735,165.550,0.250,5,723,72,9723904,17.543,0.105924,false,2,6ddf1e0-dirty
hf_eager,32,151936,20,0.95,bfloat16,hot,n/a,2194.507,2194.210,2195.089,2194.569,0.397,5,54,10,9723904,17.543,0.007994,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,151936,20,0.95,bfloat16,hot,n/a,1533.236,1532.956,1533.426,1533.205,0.202,5,78,10,9723904,17.543,0.011442,false,2,6ddf1e0-dirty
tight_eager,1,151936,50,0.95,bfloat16,hot,n/a,136.185,136.040,136.451,136.219,0.180,5,862,86,303872,0.548,0.004025,false,2,6ddf1e0-dirty
flashinfer,1,151936,50,0.95,bfloat16,hot,n/a,83.847,83.806,83.914,83.856,0.047,5,1341,134,303872,0.548,0.006538,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,151936,50,0.95,bfloat16,hot,n/a,73.533,73.270,73.720,73.513,0.205,5,1513,151,607744,1.096,0.014911,false,2,6ddf1e0-dirty
fused_kernel,1,151936,50,0.95,bfloat16,hot,n/a,20.253,20.240,20.260,20.251,0.009,5,5000,500,303872,0.548,0.027067,false,2,6ddf1e0-dirty
compile,1,151936,50,0.95,bfloat16,hot,n/a,160.601,160.523,160.846,160.651,0.146,5,724,72,303872,0.548,0.003413,false,2,6ddf1e0-dirty
graph_eager,1,151936,50,0.95,bfloat16,hot,n/a,81.544,81.500,81.577,81.543,0.034,5,1465,146,303872,0.548,0.006723,false,2,6ddf1e0-dirty
graph_compile,1,151936,50,0.95,bfloat16,hot,n/a,81.506,81.394,81.635,81.520,0.112,5,1471,147,303872,0.548,0.006726,false,2,6ddf1e0-dirty
hf_eager,1,151936,50,0.95,bfloat16,hot,n/a,324.880,324.647,325.345,324.966,0.333,5,368,36,303872,0.548,0.001687,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,151936,50,0.95,bfloat16,hot,n/a,138.593,138.231,138.902,138.609,0.305,5,838,83,303872,0.548,0.003956,false,2,6ddf1e0-dirty
tight_eager,32,151936,50,0.95,bfloat16,hot,n/a,216.056,214.900,216.877,216.058,0.894,5,555,55,9723904,17.543,0.081195,false,2,6ddf1e0-dirty
flashinfer,32,151936,50,0.95,bfloat16,hot,n/a,174.421,171.400,174.835,173.736,1.695,5,706,70,9723904,17.543,0.100576,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,151936,50,0.95,bfloat16,hot,n/a,100.716,100.710,100.759,100.729,0.023,5,1172,117,19447808,35.085,0.348361,false,2,6ddf1e0-dirty
fused_kernel,32,151936,50,0.95,bfloat16,hot,n/a,30.728,30.619,30.732,30.701,0.060,5,3901,390,9723904,17.543,0.570911,false,2,6ddf1e0-dirty
compile,32,151936,50,0.95,bfloat16,hot,n/a,219.369,218.819,220.538,219.564,0.784,5,536,53,9723904,17.543,0.079969,false,2,6ddf1e0-dirty
graph_eager,32,151936,50,0.95,bfloat16,hot,n/a,165.897,163.827,166.297,165.408,1.155,5,740,74,9723904,17.543,0.105744,false,2,6ddf1e0-dirty
graph_compile,32,151936,50,0.95,bfloat16,hot,n/a,166.176,165.689,166.227,166.068,0.281,5,719,71,9723904,17.543,0.105567,false,2,6ddf1e0-dirty
hf_eager,32,151936,50,0.95,bfloat16,hot,n/a,2195.503,2195.125,2196.799,2195.846,0.781,5,54,10,9723904,17.543,0.007990,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,151936,50,0.95,bfloat16,hot,n/a,1534.298,1534.170,1534.527,1534.340,0.155,5,78,10,9723904,17.543,0.011434,false,2,6ddf1e0-dirty
tight_eager,1,151936,100,0.9,bfloat16,hot,n/a,136.528,136.492,136.628,136.541,0.065,5,859,85,303872,0.548,0.004015,false,2,6ddf1e0-dirty
flashinfer,1,151936,100,0.9,bfloat16,hot,n/a,84.648,84.609,84.697,84.652,0.038,5,1351,135,303872,0.548,0.006476,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,151936,100,0.9,bfloat16,hot,n/a,73.317,73.136,73.541,73.303,0.187,5,1515,151,607744,1.096,0.014955,false,2,6ddf1e0-dirty
fused_kernel,1,151936,100,0.9,bfloat16,hot,n/a,24.092,24.081,24.117,24.097,0.016,5,4933,493,303872,0.548,0.022754,false,2,6ddf1e0-dirty
compile,1,151936,100,0.9,bfloat16,hot,n/a,158.699,158.633,158.871,158.743,0.111,5,729,72,303872,0.548,0.003454,false,2,6ddf1e0-dirty
graph_eager,1,151936,100,0.9,bfloat16,hot,n/a,81.889,81.813,81.981,81.899,0.076,5,1463,146,303872,0.548,0.006695,false,2,6ddf1e0-dirty
graph_compile,1,151936,100,0.9,bfloat16,hot,n/a,82.069,81.804,82.105,81.994,0.144,5,1476,147,303872,0.548,0.006680,false,2,6ddf1e0-dirty
hf_eager,1,151936,100,0.9,bfloat16,hot,n/a,324.852,324.646,325.331,324.962,0.316,5,367,36,303872,0.548,0.001688,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,151936,100,0.9,bfloat16,hot,n/a,138.906,138.522,139.010,138.834,0.231,5,842,84,303872,0.548,0.003947,false,2,6ddf1e0-dirty
tight_eager,32,151936,100,0.9,bfloat16,hot,n/a,215.786,215.424,216.402,215.920,0.437,5,557,55,9723904,17.543,0.081297,false,2,6ddf1e0-dirty
flashinfer,32,151936,100,0.9,bfloat16,hot,n/a,176.442,172.802,176.534,175.447,1.914,5,707,70,9723904,17.543,0.099424,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,151936,100,0.9,bfloat16,hot,n/a,103.019,102.997,103.021,103.012,0.012,5,1146,114,19447808,35.085,0.340573,false,2,6ddf1e0-dirty
fused_kernel,32,151936,100,0.9,bfloat16,hot,n/a,34.824,34.802,34.833,34.820,0.014,5,3387,338,9723904,17.543,0.503753,false,2,6ddf1e0-dirty
compile,32,151936,100,0.9,bfloat16,hot,n/a,218.009,217.446,219.900,218.349,1.142,5,534,53,9723904,17.543,0.080468,false,2,6ddf1e0-dirty
graph_eager,32,151936,100,0.9,bfloat16,hot,n/a,167.211,165.208,167.316,166.670,1.058,5,736,73,9723904,17.543,0.104914,false,2,6ddf1e0-dirty
graph_compile,32,151936,100,0.9,bfloat16,hot,n/a,167.447,167.033,167.505,167.345,0.228,5,722,72,9723904,17.543,0.104766,false,2,6ddf1e0-dirty
hf_eager,32,151936,100,0.9,bfloat16,hot,n/a,2193.769,2193.620,2194.691,2194.045,0.505,5,54,10,9723904,17.543,0.007997,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,151936,100,0.9,bfloat16,hot,n/a,1533.947,1533.247,1535.002,1534.182,0.819,5,78,10,9723904,17.543,0.011436,false,2,6ddf1e0-dirty
tight_eager,1,151936,100,0.95,bfloat16,hot,n/a,136.246,136.057,136.410,136.237,0.154,5,872,87,303872,0.548,0.004024,false,2,6ddf1e0-dirty
flashinfer,1,151936,100,0.95,bfloat16,hot,n/a,84.508,84.485,84.569,84.518,0.038,5,1353,135,303872,0.548,0.006487,false,2,6ddf1e0-dirty
flashinfer_from_probs,1,151936,100,0.95,bfloat16,hot,n/a,73.171,73.055,73.302,73.190,0.112,5,1508,150,607744,1.096,0.014984,false,2,6ddf1e0-dirty
fused_kernel,1,151936,100,0.95,bfloat16,hot,n/a,25.274,25.232,25.287,25.261,0.027,5,4606,460,303872,0.548,0.021691,false,2,6ddf1e0-dirty
compile,1,151936,100,0.95,bfloat16,hot,n/a,158.696,158.465,159.121,158.764,0.291,5,726,72,303872,0.548,0.003454,false,2,6ddf1e0-dirty
graph_eager,1,151936,100,0.95,bfloat16,hot,n/a,82.053,81.957,82.259,82.085,0.134,5,1461,146,303872,0.548,0.006681,false,2,6ddf1e0-dirty
graph_compile,1,151936,100,0.95,bfloat16,hot,n/a,82.332,82.064,82.459,82.290,0.177,5,1462,146,303872,0.548,0.006659,false,2,6ddf1e0-dirty
hf_eager,1,151936,100,0.95,bfloat16,hot,n/a,324.817,324.690,325.594,325.026,0.423,5,366,36,303872,0.548,0.001688,false,2,6ddf1e0-dirty
ref_eager_fullsort,1,151936,100,0.95,bfloat16,hot,n/a,138.437,138.393,138.992,138.629,0.296,5,840,84,303872,0.548,0.003960,false,2,6ddf1e0-dirty
tight_eager,32,151936,100,0.95,bfloat16,hot,n/a,215.674,215.116,216.261,215.705,0.508,5,552,55,9723904,17.543,0.081339,false,2,6ddf1e0-dirty
flashinfer,32,151936,100,0.95,bfloat16,hot,n/a,175.968,172.661,176.133,175.135,1.798,5,708,70,9723904,17.543,0.099693,false,2,6ddf1e0-dirty
flashinfer_from_probs,32,151936,100,0.95,bfloat16,hot,n/a,102.321,102.310,102.333,102.321,0.010,5,1150,115,19447808,35.085,0.342897,false,2,6ddf1e0-dirty
fused_kernel,32,151936,100,0.95,bfloat16,hot,n/a,35.768,35.427,35.822,35.679,0.185,5,3348,334,9723904,17.543,0.490458,false,2,6ddf1e0-dirty
compile,32,151936,100,0.95,bfloat16,hot,n/a,218.679,218.184,221.154,219.300,1.384,5,538,53,9723904,17.543,0.080221,false,2,6ddf1e0-dirty
graph_eager,32,151936,100,0.95,bfloat16,hot,n/a,167.258,165.236,167.366,166.725,1.076,5,741,74,9723904,17.543,0.104884,false,2,6ddf1e0-dirty
graph_compile,32,151936,100,0.95,bfloat16,hot,n/a,167.297,166.983,167.480,167.282,0.228,5,722,72,9723904,17.543,0.104859,false,2,6ddf1e0-dirty
hf_eager,32,151936,100,0.95,bfloat16,hot,n/a,2193.631,2193.278,2194.614,2193.826,0.595,5,54,10,9723904,17.543,0.007997,false,2,6ddf1e0-dirty
ref_eager_fullsort,32,151936,100,0.95,bfloat16,hot,n/a,1533.747,1533.321,1534.465,1533.902,0.535,5,78,10,9723904,17.543,0.011438,false,2,6ddf1e0-dirty
