op,batch,vocab,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,logits_bytes,dram_floor_us,floor_frac_of_latency,git_commit,round
fused_k50,4,151936,bfloat16,16,64,22.561,22.561,22.563,22.561,0.001,5,5000,500,1215488,2.199,0.097484,d544983-dirty,1
fused_k50,4,151936,bfloat16,20,80,22.561,22.559,22.565,22.562,0.003,5,5000,500,1215488,2.199,0.097482,d544983-dirty,1
fused_k100,4,151936,bfloat16,1,4,58.456,58.415,58.474,58.451,0.027,5,2063,206,1215488,2.199,0.037623,d544983-dirty,1
fused_k100,4,151936,bfloat16,2,8,37.697,37.684,37.702,37.693,0.008,5,3205,320,1215488,2.199,0.058342,d544983-dirty,1
fused_k100,4,151936,bfloat16,4,16,28.941,28.930,28.943,28.939,0.006,5,4072,407,1215488,2.199,0.075992,d544983-dirty,1
fused_k100,4,151936,bfloat16,8,32,27.687,27.594,27.689,27.657,0.047,5,4317,431,1215488,2.199,0.079436,d544983-dirty,1
fused_k20,8,151936,bfloat16,1,8,53.310,53.301,53.317,53.309,0.007,5,2223,222,2430976,4.399,0.082511,d544983-dirty,1
fused_k20,8,151936,bfloat16,2,16,32.806,32.803,32.841,32.814,0.019,5,3642,364,2430976,4.399,0.134079,d544983-dirty,1
fused_k20,8,151936,bfloat16,4,32,23.175,23.160,23.198,23.178,0.017,5,5000,500,2430976,4.399,0.189802,d544983-dirty,1
fused_k20,8,151936,bfloat16,8,64,18.474,18.473,18.481,18.476,0.004,5,5000,500,2430976,4.399,0.238096,d544983-dirty,1
fused_k20,8,151936,bfloat16,16,128,19.135,19.121,19.198,19.152,0.035,5,5000,500,2430976,4.399,0.229875,d544983-dirty,1
fused_k20,8,151936,bfloat16,20,160,20.368,20.312,20.376,20.354,0.031,5,5000,500,2430976,4.399,0.215960,d544983-dirty,1
fused_k20,8,151936,bfloat16,32,256,23.808,23.792,23.836,23.811,0.019,5,4962,496,2430976,4.399,0.184756,d544983-dirty,1
fused_k50,8,151936,bfloat16,1,8,55.355,55.337,55.388,55.359,0.023,5,2181,218,2430976,4.399,0.079463,d544983-dirty,1
fused_k50,8,151936,bfloat16,2,16,34.893,34.885,34.904,34.895,0.009,5,3409,340,2430976,4.399,0.126061,d544983-dirty,1
fused_k50,8,151936,bfloat16,4,32,26.175,26.156,26.207,26.182,0.023,5,4546,454,2430976,4.399,0.168045,d544983-dirty,1
fused_k50,8,151936,bfloat16,8,64,20.982,20.972,20.997,20.984,0.010,5,5000,500,2430976,4.399,0.209637,d544983-dirty,1
fused_k50,8,151936,bfloat16,16,128,24.611,24.609,24.614,24.611,0.002,5,4751,475,2430976,4.399,0.178727,d544983-dirty,1
fused_k50,8,151936,bfloat16,20,160,24.610,24.608,24.610,24.609,0.001,5,4747,474,2430976,4.399,0.178735,d544983-dirty,1
fused_k100,8,151936,bfloat16,1,8,57.994,57.989,58.064,58.017,0.037,5,2081,208,2430976,4.399,0.075847,d544983-dirty,1
fused_k100,8,151936,bfloat16,2,16,38.439,38.434,38.452,38.441,0.008,5,3092,309,2430976,4.399,0.114432,d544983-dirty,1
fused_k100,8,151936,bfloat16,4,32,29.518,29.481,29.562,29.517,0.037,5,4024,402,2430976,4.399,0.149017,d544983-dirty,1
fused_k100,8,151936,bfloat16,8,64,28.162,28.139,28.172,28.157,0.016,5,4222,422,2430976,4.399,0.156190,d544983-dirty,1
fused_k20,16,151936,bfloat16,1,16,53.466,53.436,53.474,53.460,0.018,5,2234,223,4861952,8.797,0.164539,d544983-dirty,1
fused_k20,16,151936,bfloat16,2,32,32.817,32.815,32.824,32.819,0.004,5,3623,362,4861952,8.797,0.268068,d544983-dirty,1
fused_k20,16,151936,bfloat16,4,64,23.240,23.237,23.244,23.240,0.003,5,5000,500,4861952,8.797,0.378538,d544983-dirty,1
fused_k20,16,151936,bfloat16,8,128,20.877,20.646,20.902,20.824,0.130,5,5000,500,4861952,8.797,0.421394,d544983-dirty,1
