op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
noop,0,16,151936,50,bfloat16,8,128,2.522,2.510,2.525,2.519,0.007,5,5000,500,1,df3e3c0
phase1,1,16,151936,100,bfloat16,8,128,6.164,6.155,6.172,6.164,0.008,5,5000,500,1,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.173,6.170,6.174,6.172,0.002,5,5000,500,1,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.235,10.226,10.237,10.232,0.006,5,5000,500,1,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.230,10.224,10.240,10.231,0.008,5,5000,500,1,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,14.987,14.790,15.006,14.944,0.113,5,5000,500,1,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.612,26.612,26.615,26.613,0.002,5,4417,441,1,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,32.777,32.769,32.777,32.774,0.004,5,3605,360,1,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.883,32.866,32.910,32.885,0.019,5,3593,359,1,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.524,2.506,2.527,2.518,0.010,5,5000,500,1,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.205,8.173,8.243,8.205,0.031,5,5000,500,1,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.281,8.214,8.287,8.257,0.037,5,5000,500,1,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.382,16.377,16.384,16.381,0.004,5,5000,500,1,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.387,16.379,16.388,16.385,0.004,5,5000,500,1,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.134,24.129,24.156,24.140,0.012,5,5000,500,1,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.663,28.660,28.666,28.663,0.002,5,4137,413,1,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.710,30.708,30.712,30.710,0.002,5,3858,385,1,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.712,30.711,30.713,30.712,0.001,5,3839,383,1,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.526,2.515,2.534,2.525,0.008,5,5000,500,1,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.207,8.173,8.269,8.212,0.043,5,5000,500,1,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.228,8.212,8.315,8.255,0.052,5,5000,500,1,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.384,16.378,16.387,16.384,0.004,5,5000,500,1,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.386,16.379,16.388,16.385,0.005,5,5000,500,1,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.577,24.567,24.579,24.575,0.006,5,5000,500,1,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,29.028,29.000,29.078,29.033,0.036,5,4141,414,1,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.803,34.801,34.838,34.811,0.020,5,3429,342,1,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.783,34.782,34.788,34.784,0.003,5,3420,342,1,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.522,2.520,2.540,2.528,0.009,5,5000,500,1,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.201,8.172,8.286,8.218,0.052,5,5000,500,1,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.235,8.214,8.353,8.273,0.072,5,5000,500,1,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.385,16.378,16.388,16.384,0.004,5,5000,500,1,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.386,16.380,16.392,16.387,0.005,5,5000,500,1,df3e3c0
phase5,5,32,151936,100,bfloat16,4,128,24.753,24.646,24.763,24.730,0.062,5,4839,483,1,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,31.953,31.942,31.968,31.954,0.012,5,3803,380,1,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.907,38.904,38.910,38.907,0.002,5,3067,306,1,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.534,38.519,38.537,38.529,0.009,5,3090,309,1,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.530,2.520,2.543,2.531,0.010,5,5000,500,1,df3e3c0
phase2,2,1,151936,20,bfloat16,8,8,4.183,4.172,4.194,4.183,0.010,5,5000,500,2,df3e3c0
phase3,3,1,151936,20,bfloat16,8,8,6.425,6.400,6.433,6.421,0.015,5,5000,500,2,df3e3c0
phase4,4,1,151936,20,bfloat16,8,8,6.613,6.291,6.620,6.523,0.168,5,5000,500,2,df3e3c0
phase5,5,1,151936,20,bfloat16,8,8,10.238,10.228,10.242,10.237,0.007,5,5000,500,2,df3e3c0
phase6,6,1,151936,20,bfloat16,8,8,16.377,16.375,16.378,16.377,0.002,5,5000,500,2,df3e3c0
phase7,7,1,151936,20,bfloat16,8,8,19.183,19.161,19.215,19.184,0.024,5,5000,500,2,df3e3c0
full,7,1,151936,20,bfloat16,8,8,20.175,20.159,20.177,20.170,0.009,5,5000,500,2,df3e3c0
noop,0,1,151936,20,bfloat16,8,8,2.505,2.497,2.516,2.507,0.009,5,5000,500,2,df3e3c0
phase1,1,1,151936,20,bfloat16,8,8,4.125,4.095,4.148,4.125,0.023,5,5000,500,2,df3e3c0
phase2,2,1,151936,50,bfloat16,8,8,4.193,4.183,4.209,4.195,0.012,5,5000,500,2,df3e3c0
phase3,3,1,151936,50,bfloat16,8,8,6.439,6.403,6.443,6.431,0.020,5,5000,500,2,df3e3c0
phase4,4,1,151936,50,bfloat16,8,8,6.605,6.292,6.610,6.528,0.176,5,5000,500,2,df3e3c0
phase5,5,1,151936,50,bfloat16,8,8,10.277,10.273,10.280,10.277,0.003,5,5000,500,2,df3e3c0
phase6,6,1,151936,50,bfloat16,8,8,18.421,18.420,18.424,18.421,0.002,5,5000,500,2,df3e3c0
phase7,7,1,151936,50,bfloat16,8,8,22.514,22.512,22.515,22.513,0.001,5,5000,500,2,df3e3c0
full,7,1,151936,50,bfloat16,8,8,22.523,22.522,22.524,22.523,0.001,5,5000,500,2,df3e3c0
noop,0,1,151936,50,bfloat16,8,8,2.519,2.512,2.527,2.519,0.007,5,5000,500,2,df3e3c0
phase1,1,1,151936,50,bfloat16,8,8,4.128,4.119,4.137,4.129,0.008,5,5000,500,2,df3e3c0
phase2,2,1,151936,100,bfloat16,8,8,4.200,4.190,4.207,4.199,0.008,5,5000,500,2,df3e3c0
phase3,3,1,151936,100,bfloat16,8,8,6.400,6.185,6.439,6.329,0.133,5,5000,500,2,df3e3c0
phase4,4,1,151936,100,bfloat16,8,8,6.596,6.280,6.601,6.518,0.177,5,5000,500,2,df3e3c0
phase5,5,1,151936,100,bfloat16,8,8,10.703,10.369,10.716,10.614,0.178,5,5000,500,2,df3e3c0
phase6,6,1,151936,100,bfloat16,8,8,22.586,22.579,22.593,22.586,0.006,5,5000,500,2,df3e3c0
phase7,7,1,151936,100,bfloat16,8,8,28.617,28.594,28.621,28.611,0.013,5,4070,407,2,df3e3c0
full,7,1,151936,100,bfloat16,8,8,28.737,28.736,28.748,28.740,0.006,5,3977,397,2,df3e3c0
noop,0,1,151936,100,bfloat16,8,8,2.514,2.508,2.515,2.512,0.003,5,5000,500,2,df3e3c0
phase1,1,1,151936,100,bfloat16,8,8,4.136,4.127,4.143,4.135,0.007,5,5000,500,2,df3e3c0
phase2,2,4,151936,20,bfloat16,8,32,4.233,4.227,4.238,4.232,0.005,5,5000,500,2,df3e3c0
phase3,3,4,151936,20,bfloat16,8,32,6.589,6.527,6.592,6.574,0.035,5,5000,500,2,df3e3c0
phase4,4,4,151936,20,bfloat16,8,32,7.510,7.474,7.594,7.529,0.056,5,5000,500,2,df3e3c0
phase5,5,4,151936,20,bfloat16,8,32,10.251,10.248,10.256,10.252,0.003,5,5000,500,2,df3e3c0
phase6,6,4,151936,20,bfloat16,8,32,16.402,16.400,16.403,16.402,0.001,5,5000,500,2,df3e3c0
phase7,7,4,151936,20,bfloat16,8,32,20.483,20.481,20.484,20.482,0.001,5,5000,500,2,df3e3c0
full,7,4,151936,20,bfloat16,8,32,20.483,20.479,20.500,20.486,0.010,5,5000,500,2,df3e3c0
noop,0,4,151936,20,bfloat16,8,32,2.513,2.502,2.526,2.512,0.011,5,5000,500,2,df3e3c0
phase1,1,4,151936,20,bfloat16,8,32,4.135,4.131,4.141,4.136,0.005,5,5000,500,2,df3e3c0
phase2,2,4,151936,50,bfloat16,8,32,4.236,4.213,4.243,4.232,0.014,5,5000,500,2,df3e3c0
phase3,3,4,151936,50,bfloat16,8,32,6.589,6.523,6.590,6.572,0.036,5,5000,500,2,df3e3c0
phase4,4,4,151936,50,bfloat16,8,32,7.595,7.495,7.663,7.583,0.077,5,5000,500,2,df3e3c0
phase5,5,4,151936,50,bfloat16,8,32,10.540,10.525,10.566,10.545,0.018,5,5000,500,2,df3e3c0
phase6,6,4,151936,50,bfloat16,8,32,18.418,18.414,18.421,18.418,0.003,5,5000,500,2,df3e3c0
phase7,7,4,151936,50,bfloat16,8,32,22.512,22.511,22.512,22.512,0.001,5,5000,500,2,df3e3c0
full,7,4,151936,50,bfloat16,8,32,22.545,22.540,22.550,22.544,0.005,5,5000,500,2,df3e3c0
noop,0,4,151936,50,bfloat16,8,32,2.509,2.506,2.515,2.510,0.004,5,5000,500,2,df3e3c0
phase1,1,4,151936,50,bfloat16,8,32,4.136,4.133,4.141,4.136,0.003,5,5000,500,2,df3e3c0
phase2,2,4,151936,100,bfloat16,8,32,4.230,4.217,4.238,4.228,0.010,5,5000,500,2,df3e3c0
phase3,3,4,151936,100,bfloat16,8,32,6.586,6.267,6.589,6.507,0.179,5,5000,500,2,df3e3c0
phase4,4,4,151936,100,bfloat16,8,32,7.536,7.510,7.658,7.565,0.070,5,5000,500,2,df3e3c0
phase5,5,4,151936,100,bfloat16,8,32,12.278,12.268,12.279,12.276,0.005,5,5000,500,2,df3e3c0
phase6,6,4,151936,100,bfloat16,8,32,24.547,24.545,24.549,24.547,0.001,5,4855,485,2,df3e3c0
phase7,7,4,151936,100,bfloat16,8,32,30.690,30.689,30.693,30.691,0.002,5,3861,386,2,df3e3c0
full,7,4,151936,100,bfloat16,8,32,30.708,30.707,30.713,30.709,0.003,5,3812,381,2,df3e3c0
noop,0,4,151936,100,bfloat16,8,32,2.513,2.510,2.522,2.516,0.006,5,5000,500,2,df3e3c0
phase1,1,4,151936,100,bfloat16,8,32,4.141,4.137,4.144,4.141,0.003,5,5000,500,2,df3e3c0
phase2,2,8,151936,20,bfloat16,8,64,4.259,4.240,4.271,4.257,0.014,5,5000,500,2,df3e3c0
phase3,3,8,151936,20,bfloat16,8,64,6.589,6.527,6.593,6.574,0.035,5,5000,500,2,df3e3c0
phase4,4,8,151936,20,bfloat16,8,64,8.182,8.173,8.184,8.180,0.005,5,5000,500,2,df3e3c0
phase5,5,8,151936,20,bfloat16,8,64,10.262,10.259,10.267,10.263,0.003,5,5000,500,2,df3e3c0
phase6,6,8,151936,20,bfloat16,8,64,16.408,16.406,16.412,16.409,0.003,5,5000,500,2,df3e3c0
phase7,7,8,151936,20,bfloat16,8,64,20.487,20.482,20.502,20.490,0.009,5,5000,500,2,df3e3c0
full,7,8,151936,20,bfloat16,8,64,20.483,20.482,20.485,20.483,0.001,5,5000,500,2,df3e3c0
noop,0,8,151936,20,bfloat16,8,64,2.510,2.501,2.520,2.510,0.009,5,5000,500,2,df3e3c0
phase1,1,8,151936,20,bfloat16,8,64,4.141,4.139,4.148,4.143,0.005,5,5000,500,2,df3e3c0
phase2,2,8,151936,50,bfloat16,8,64,4.253,4.235,4.256,4.248,0.010,5,5000,500,2,df3e3c0
phase3,3,8,151936,50,bfloat16,8,64,6.597,6.536,6.604,6.584,0.035,5,5000,500,2,df3e3c0
phase4,4,8,151936,50,bfloat16,8,64,8.183,8.172,8.187,8.180,0.007,5,5000,500,2,df3e3c0
phase5,5,8,151936,50,bfloat16,8,64,10.558,10.518,10.565,10.550,0.024,5,5000,500,2,df3e3c0
phase6,6,8,151936,50,bfloat16,8,64,18.418,18.417,18.420,18.419,0.001,5,5000,500,2,df3e3c0
phase7,7,8,151936,50,bfloat16,8,64,22.560,22.559,22.563,22.560,0.002,5,5000,500,2,df3e3c0
full,7,8,151936,50,bfloat16,8,64,22.549,22.545,22.553,22.549,0.004,5,5000,500,2,df3e3c0
noop,0,8,151936,50,bfloat16,8,64,2.514,2.513,2.515,2.514,0.001,5,5000,500,2,df3e3c0
phase1,1,8,151936,50,bfloat16,8,64,4.141,4.136,4.150,4.143,0.006,5,5000,500,2,df3e3c0
phase2,2,8,151936,100,bfloat16,8,64,4.250,4.231,4.271,4.250,0.017,5,5000,500,2,df3e3c0
phase3,3,8,151936,100,bfloat16,8,64,6.600,6.544,6.608,6.589,0.033,5,5000,500,2,df3e3c0
phase4,4,8,151936,100,bfloat16,8,64,8.181,8.175,8.185,8.180,0.005,5,5000,500,2,df3e3c0
phase5,5,8,151936,100,bfloat16,8,64,12.279,12.271,12.280,12.277,0.004,5,5000,500,2,df3e3c0
phase6,6,8,151936,100,bfloat16,8,64,24.551,24.549,24.552,24.551,0.001,5,4821,482,2,df3e3c0
phase7,7,8,151936,100,bfloat16,8,64,30.727,30.725,30.727,30.726,0.001,5,3819,381,2,df3e3c0
full,7,8,151936,100,bfloat16,8,64,30.719,30.718,30.725,30.720,0.003,5,3807,380,2,df3e3c0
noop,0,8,151936,100,bfloat16,8,64,2.515,2.504,2.523,2.514,0.008,5,5000,500,2,df3e3c0
phase1,1,8,151936,100,bfloat16,8,64,4.146,4.134,4.150,4.143,0.007,5,5000,500,2,df3e3c0
phase2,2,16,151936,20,bfloat16,8,128,6.173,6.167,6.176,6.172,0.004,5,5000,500,2,df3e3c0
phase3,3,16,151936,20,bfloat16,8,128,10.233,10.197,10.236,10.222,0.019,5,5000,500,2,df3e3c0
phase4,4,16,151936,20,bfloat16,8,128,10.228,10.225,10.254,10.235,0.014,5,5000,500,2,df3e3c0
phase5,5,16,151936,20,bfloat16,8,128,14.339,14.331,14.340,14.337,0.004,5,5000,500,2,df3e3c0
phase6,6,16,151936,20,bfloat16,8,128,19.974,19.961,19.983,19.974,0.010,5,5000,500,2,df3e3c0
phase7,7,16,151936,20,bfloat16,8,128,23.245,23.234,23.278,23.254,0.022,5,5000,500,2,df3e3c0
full,7,16,151936,20,bfloat16,8,128,23.235,23.222,23.257,23.238,0.016,5,5000,500,2,df3e3c0
noop,0,16,151936,20,bfloat16,8,128,2.523,2.516,2.530,2.524,0.006,5,5000,500,2,df3e3c0
phase1,1,16,151936,20,bfloat16,8,128,6.160,6.132,6.169,6.153,0.018,5,5000,500,2,df3e3c0
phase2,2,16,151936,50,bfloat16,8,128,6.172,6.170,6.177,6.173,0.003,5,5000,500,2,df3e3c0
phase3,3,16,151936,50,bfloat16,8,128,10.233,10.223,10.235,10.230,0.006,5,5000,500,2,df3e3c0
phase4,4,16,151936,50,bfloat16,8,128,10.230,10.226,10.238,10.232,0.006,5,5000,500,2,df3e3c0
phase5,5,16,151936,50,bfloat16,8,128,14.357,14.354,14.359,14.357,0.002,5,5000,500,2,df3e3c0
phase6,6,16,151936,50,bfloat16,8,128,22.533,22.532,22.534,22.533,0.001,5,5000,500,2,df3e3c0
phase7,7,16,151936,50,bfloat16,8,128,26.606,26.600,26.607,26.604,0.003,5,4414,441,2,df3e3c0
full,7,16,151936,50,bfloat16,8,128,26.602,26.577,26.609,26.598,0.015,5,4428,442,2,df3e3c0
noop,0,16,151936,50,bfloat16,8,128,2.515,2.502,2.522,2.512,0.009,5,5000,500,2,df3e3c0
phase1,1,16,151936,50,bfloat16,8,128,6.171,6.149,6.173,6.164,0.011,5,5000,500,2,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.173,6.172,6.178,6.175,0.003,5,5000,500,2,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.234,10.226,10.237,10.232,0.005,5,5000,500,2,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.240,10.239,10.246,10.241,0.004,5,5000,500,2,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,15.021,14.992,15.031,15.015,0.018,5,5000,500,2,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.612,26.611,26.614,26.612,0.001,5,4449,444,2,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,32.763,32.762,32.764,32.763,0.001,5,3599,359,2,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.844,32.839,32.859,32.846,0.009,5,3589,358,2,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.515,2.513,2.523,2.517,0.005,5,5000,500,2,df3e3c0
phase1,1,16,151936,100,bfloat16,8,128,6.171,6.168,6.174,6.171,0.003,5,5000,500,2,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.256,8.208,8.318,8.262,0.054,5,5000,500,2,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.386,16.378,16.387,16.384,0.004,5,5000,500,2,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.386,16.379,16.389,16.385,0.004,5,5000,500,2,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.443,24.406,24.460,24.437,0.024,5,5000,500,2,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.670,28.668,28.671,28.670,0.001,5,4139,413,2,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.716,30.716,30.719,30.717,0.001,5,3859,385,2,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.717,30.715,30.719,30.717,0.001,5,3853,385,2,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.517,2.515,2.523,2.518,0.004,5,5000,500,2,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.206,8.170,8.287,8.218,0.055,5,5000,500,2,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.349,8.219,8.358,8.304,0.069,5,5000,500,2,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.385,16.378,16.387,16.384,0.004,5,5000,500,2,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.386,16.379,16.390,16.386,0.005,5,5000,500,2,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.581,24.570,24.584,24.579,0.007,5,4964,496,2,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,29.376,29.353,29.406,29.379,0.023,5,4102,410,2,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.803,34.803,34.806,34.804,0.002,5,3412,341,2,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.785,34.783,34.788,34.786,0.002,5,3422,342,2,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.518,2.509,2.525,2.518,0.007,5,5000,500,2,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.203,8.174,8.297,8.225,0.056,5,5000,500,2,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.254,8.212,8.360,8.275,0.070,5,5000,500,2,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.386,16.379,16.388,16.385,0.004,5,5000,500,2,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.389,16.384,16.391,16.388,0.003,5,5000,500,2,df3e3c0
phase5,5,32,151936,100,bfloat16,4,128,24.842,24.818,24.854,24.839,0.016,5,4844,484,2,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,32.102,32.088,32.124,32.104,0.016,5,3760,376,2,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.915,38.909,38.918,38.915,0.004,5,3067,306,2,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.447,38.438,38.463,38.449,0.011,5,3105,310,2,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.523,2.515,2.529,2.522,0.006,5,5000,500,2,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.207,8.173,8.323,8.232,0.069,5,5000,500,2,df3e3c0
phase3,3,1,151936,20,bfloat16,8,8,6.368,6.184,6.460,6.330,0.136,5,5000,500,3,df3e3c0
phase4,4,1,151936,20,bfloat16,8,8,6.651,6.347,6.652,6.575,0.169,5,5000,500,3,df3e3c0
phase5,5,1,151936,20,bfloat16,8,8,10.240,10.238,10.247,10.241,0.005,5,5000,500,3,df3e3c0
phase6,6,1,151936,20,bfloat16,8,8,16.376,16.374,16.379,16.376,0.002,5,5000,500,3,df3e3c0
phase7,7,1,151936,20,bfloat16,8,8,20.189,20.167,20.200,20.186,0.015,5,5000,500,3,df3e3c0
full,7,1,151936,20,bfloat16,8,8,20.468,20.467,20.469,20.468,0.001,5,5000,500,3,df3e3c0
noop,0,1,151936,20,bfloat16,8,8,2.507,2.503,2.516,2.509,0.006,5,5000,500,3,df3e3c0
phase1,1,1,151936,20,bfloat16,8,8,4.132,4.129,4.139,4.134,0.005,5,5000,500,3,df3e3c0
phase2,2,1,151936,20,bfloat16,8,8,4.189,4.177,4.200,4.189,0.010,5,5000,500,3,df3e3c0
phase3,3,1,151936,50,bfloat16,8,8,6.503,6.238,6.509,6.431,0.140,5,5000,500,3,df3e3c0
phase4,4,1,151936,50,bfloat16,8,8,6.624,6.570,6.629,6.612,0.030,5,5000,500,3,df3e3c0
phase5,5,1,151936,50,bfloat16,8,8,10.285,10.257,10.297,10.280,0.018,5,5000,500,3,df3e3c0
phase6,6,1,151936,50,bfloat16,8,8,18.418,18.417,18.421,18.419,0.002,5,5000,500,3,df3e3c0
phase7,7,1,151936,50,bfloat16,8,8,22.511,22.511,22.513,22.512,0.001,5,5000,500,3,df3e3c0
full,7,1,151936,50,bfloat16,8,8,22.520,22.515,22.522,22.519,0.003,5,5000,500,3,df3e3c0
noop,0,1,151936,50,bfloat16,8,8,2.511,2.509,2.513,2.511,0.001,5,5000,500,3,df3e3c0
phase1,1,1,151936,50,bfloat16,8,8,4.138,4.100,4.140,4.127,0.020,5,5000,500,3,df3e3c0
phase2,2,1,151936,50,bfloat16,8,8,4.196,4.183,4.213,4.198,0.013,5,5000,500,3,df3e3c0
phase3,3,1,151936,100,bfloat16,8,8,6.467,6.237,6.479,6.407,0.123,5,5000,500,3,df3e3c0
phase4,4,1,151936,100,bfloat16,8,8,6.623,6.313,6.627,6.546,0.174,5,5000,500,3,df3e3c0
phase5,5,1,151936,100,bfloat16,8,8,10.663,10.327,10.666,10.570,0.175,5,5000,500,3,df3e3c0
phase6,6,1,151936,100,bfloat16,8,8,22.520,22.519,22.521,22.520,0.001,5,5000,500,3,df3e3c0
phase7,7,1,151936,100,bfloat16,8,8,26.657,26.654,26.658,26.656,0.002,5,4333,433,3,df3e3c0
full,7,1,151936,100,bfloat16,8,8,27.970,27.957,27.980,27.969,0.011,5,4170,417,3,df3e3c0
noop,0,1,151936,100,bfloat16,8,8,2.505,2.505,2.517,2.509,0.006,5,5000,500,3,df3e3c0
phase1,1,1,151936,100,bfloat16,8,8,4.131,4.116,4.138,4.130,0.010,5,5000,500,3,df3e3c0
phase2,2,1,151936,100,bfloat16,8,8,4.201,4.189,4.213,4.202,0.011,5,5000,500,3,df3e3c0
phase3,3,4,151936,20,bfloat16,8,32,6.588,6.522,6.591,6.572,0.037,5,5000,500,3,df3e3c0
phase4,4,4,151936,20,bfloat16,8,32,8.082,8.073,8.089,8.082,0.007,5,5000,500,3,df3e3c0
phase5,5,4,151936,20,bfloat16,8,32,10.278,10.276,10.284,10.279,0.004,5,5000,500,3,df3e3c0
phase6,6,4,151936,20,bfloat16,8,32,16.408,16.407,16.431,16.414,0.013,5,5000,500,3,df3e3c0
phase7,7,4,151936,20,bfloat16,8,32,20.088,20.073,20.180,20.117,0.052,5,5000,500,3,df3e3c0
full,7,4,151936,20,bfloat16,8,32,20.438,20.433,20.441,20.437,0.004,5,5000,500,3,df3e3c0
noop,0,4,151936,20,bfloat16,8,32,2.511,2.508,2.516,2.512,0.003,5,5000,500,3,df3e3c0
phase1,1,4,151936,20,bfloat16,8,32,4.139,4.133,4.140,4.137,0.003,5,5000,500,3,df3e3c0
phase2,2,4,151936,20,bfloat16,8,32,4.234,4.222,4.248,4.234,0.011,5,5000,500,3,df3e3c0
phase3,3,4,151936,50,bfloat16,8,32,6.586,6.272,6.593,6.510,0.176,5,5000,500,3,df3e3c0
phase4,4,4,151936,50,bfloat16,8,32,7.873,7.822,7.893,7.860,0.033,5,5000,500,3,df3e3c0
phase5,5,4,151936,50,bfloat16,8,32,10.560,10.530,10.599,10.566,0.030,5,5000,500,3,df3e3c0
phase6,6,4,151936,50,bfloat16,8,32,18.418,18.417,18.419,18.418,0.001,5,5000,500,3,df3e3c0
phase7,7,4,151936,50,bfloat16,8,32,22.511,22.511,22.512,22.511,0.000,5,5000,500,3,df3e3c0
full,7,4,151936,50,bfloat16,8,32,22.519,22.517,22.522,22.519,0.002,5,5000,500,3,df3e3c0
noop,0,4,151936,50,bfloat16,8,32,2.514,2.512,2.532,2.520,0.010,5,5000,500,3,df3e3c0
phase1,1,4,151936,50,bfloat16,8,32,4.140,4.132,4.146,4.139,0.006,5,5000,500,3,df3e3c0
phase2,2,4,151936,50,bfloat16,8,32,4.227,4.212,4.244,4.228,0.014,5,5000,500,3,df3e3c0
phase3,3,4,151936,100,bfloat16,8,32,6.590,6.265,6.592,6.509,0.181,5,5000,500,3,df3e3c0
phase4,4,4,151936,100,bfloat16,8,32,7.933,7.888,7.943,7.922,0.026,5,5000,500,3,df3e3c0
phase5,5,4,151936,100,bfloat16,8,32,12.273,12.266,12.274,12.271,0.004,5,5000,500,3,df3e3c0
phase6,6,4,151936,100,bfloat16,8,32,24.543,24.537,24.544,24.541,0.003,5,4854,485,3,df3e3c0
phase7,7,4,151936,100,bfloat16,8,32,28.784,28.776,28.789,28.784,0.006,5,4086,408,3,df3e3c0
full,7,4,151936,100,bfloat16,8,32,30.276,30.261,30.280,30.271,0.010,5,3869,386,3,df3e3c0
noop,0,4,151936,100,bfloat16,8,32,2.520,2.516,2.531,2.522,0.007,5,5000,500,3,df3e3c0
phase1,1,4,151936,100,bfloat16,8,32,4.141,4.136,4.142,4.140,0.003,5,5000,500,3,df3e3c0
phase2,2,4,151936,100,bfloat16,8,32,4.225,4.215,4.254,4.232,0.018,5,5000,500,3,df3e3c0
phase3,3,8,151936,20,bfloat16,8,64,6.588,6.260,6.591,6.496,0.171,5,5000,500,3,df3e3c0
phase4,4,8,151936,20,bfloat16,8,64,8.181,8.172,8.196,8.182,0.011,5,5000,500,3,df3e3c0
phase5,5,8,151936,20,bfloat16,8,64,10.261,10.256,10.264,10.260,0.004,5,5000,500,3,df3e3c0
phase6,6,8,151936,20,bfloat16,8,64,16.410,16.408,16.411,16.409,0.001,5,5000,500,3,df3e3c0
phase7,7,8,151936,20,bfloat16,8,64,20.486,20.486,20.488,20.487,0.001,5,5000,500,3,df3e3c0
full,7,8,151936,20,bfloat16,8,64,20.487,20.485,20.490,20.487,0.002,5,5000,500,3,df3e3c0
noop,0,8,151936,20,bfloat16,8,64,2.522,2.510,2.531,2.521,0.009,5,5000,500,3,df3e3c0
phase1,1,8,151936,20,bfloat16,8,64,4.141,4.137,4.142,4.140,0.003,5,5000,500,3,df3e3c0
phase2,2,8,151936,20,bfloat16,8,64,4.251,4.242,4.262,4.253,0.009,5,5000,500,3,df3e3c0
phase3,3,8,151936,50,bfloat16,8,64,6.595,6.530,6.598,6.579,0.036,5,5000,500,3,df3e3c0
phase4,4,8,151936,50,bfloat16,8,64,8.180,8.172,8.183,8.179,0.005,5,5000,500,3,df3e3c0
