op,phase,batch,vocab,top_k,dtype,splits,blocks,median_us,p05_us,p95_us,mean_us,stdev_us,reps,iters,warmup,round,git_commit
phase5,5,32,151936,100,bfloat16,4,128,25.005,24.962,25.031,25.001,0.031,5,4841,484,6,df3e3c0
phase7,7,1,151936,20,bfloat16,8,8,20.399,20.393,20.402,20.398,0.005,5,5000,500,7,df3e3c0
full,7,1,151936,20,bfloat16,8,8,20.480,20.477,20.480,20.479,0.002,5,5000,500,7,df3e3c0
noop,0,1,151936,20,bfloat16,8,8,2.534,2.530,2.545,2.536,0.007,5,5000,500,7,df3e3c0
phase1,1,1,151936,20,bfloat16,8,8,4.131,4.111,4.140,4.127,0.013,5,5000,500,7,df3e3c0
phase2,2,1,151936,20,bfloat16,8,8,4.202,4.183,4.207,4.198,0.011,5,5000,500,7,df3e3c0
phase3,3,1,151936,20,bfloat16,8,8,6.507,6.237,6.511,6.432,0.141,5,5000,500,7,df3e3c0
phase4,4,1,151936,20,bfloat16,8,8,6.724,6.429,6.736,6.644,0.155,5,5000,500,7,df3e3c0
phase5,5,1,151936,20,bfloat16,8,8,10.250,10.248,10.252,10.250,0.002,5,5000,500,7,df3e3c0
phase6,6,1,151936,20,bfloat16,8,8,16.396,16.394,16.397,16.395,0.002,5,5000,500,7,df3e3c0
phase7,7,1,151936,50,bfloat16,8,8,22.516,22.515,22.519,22.517,0.002,5,5000,500,7,df3e3c0
full,7,1,151936,50,bfloat16,8,8,22.527,22.525,22.530,22.527,0.003,5,4970,497,7,df3e3c0
noop,0,1,151936,50,bfloat16,8,8,2.522,2.516,2.524,2.520,0.004,5,5000,500,7,df3e3c0
phase1,1,1,151936,50,bfloat16,8,8,4.138,4.120,4.146,4.136,0.012,5,5000,500,7,df3e3c0
phase2,2,1,151936,50,bfloat16,8,8,4.199,4.179,4.211,4.197,0.014,5,5000,500,7,df3e3c0
phase3,3,1,151936,50,bfloat16,8,8,6.510,6.252,6.523,6.446,0.143,5,5000,500,7,df3e3c0
phase4,4,1,151936,50,bfloat16,8,8,6.404,6.391,6.749,6.537,0.193,5,5000,500,7,df3e3c0
phase5,5,1,151936,50,bfloat16,8,8,10.300,10.262,10.302,10.290,0.020,5,5000,500,7,df3e3c0
phase6,6,1,151936,50,bfloat16,8,8,18.426,18.422,18.427,18.425,0.003,5,5000,500,7,df3e3c0
phase7,7,1,151936,100,bfloat16,8,8,28.826,28.802,28.829,28.817,0.014,5,4069,406,7,df3e3c0
full,7,1,151936,100,bfloat16,8,8,28.832,28.821,28.840,28.830,0.009,5,4005,400,7,df3e3c0
noop,0,1,151936,100,bfloat16,8,8,2.520,2.513,2.529,2.520,0.007,5,5000,500,7,df3e3c0
phase1,1,1,151936,100,bfloat16,8,8,4.127,4.107,4.138,4.124,0.014,5,5000,500,7,df3e3c0
phase2,2,1,151936,100,bfloat16,8,8,4.188,4.169,4.198,4.185,0.013,5,5000,500,7,df3e3c0
phase3,3,1,151936,100,bfloat16,8,8,6.538,6.259,6.542,6.469,0.156,5,5000,500,7,df3e3c0
phase4,4,1,151936,100,bfloat16,8,8,6.582,6.577,6.819,6.641,0.131,5,5000,500,7,df3e3c0
phase5,5,1,151936,100,bfloat16,8,8,10.745,10.419,10.756,10.659,0.174,5,5000,500,7,df3e3c0
phase6,6,1,151936,100,bfloat16,8,8,22.666,22.661,22.671,22.666,0.004,5,5000,500,7,df3e3c0
phase7,7,4,151936,20,bfloat16,8,32,20.473,20.473,20.477,20.474,0.002,5,5000,500,7,df3e3c0
full,7,4,151936,20,bfloat16,8,32,20.484,20.481,20.486,20.484,0.002,5,5000,500,7,df3e3c0
noop,0,4,151936,20,bfloat16,8,32,2.518,2.513,2.524,2.518,0.005,5,5000,500,7,df3e3c0
phase1,1,4,151936,20,bfloat16,8,32,4.134,4.119,4.145,4.133,0.012,5,5000,500,7,df3e3c0
phase2,2,4,151936,20,bfloat16,8,32,4.235,4.224,4.251,4.237,0.012,5,5000,500,7,df3e3c0
phase3,3,4,151936,20,bfloat16,8,32,6.588,6.531,6.590,6.574,0.032,5,5000,500,7,df3e3c0
phase4,4,4,151936,20,bfloat16,8,32,7.556,7.555,7.670,7.592,0.057,5,5000,500,7,df3e3c0
phase5,5,4,151936,20,bfloat16,8,32,10.257,10.253,10.263,10.257,0.005,5,5000,500,7,df3e3c0
phase6,6,4,151936,20,bfloat16,8,32,16.408,16.406,16.411,16.408,0.002,5,5000,500,7,df3e3c0
phase7,7,4,151936,50,bfloat16,8,32,22.512,22.511,22.513,22.512,0.001,5,5000,500,7,df3e3c0
full,7,4,151936,50,bfloat16,8,32,22.535,22.531,22.555,22.539,0.012,5,5000,500,7,df3e3c0
noop,0,4,151936,50,bfloat16,8,32,2.523,2.521,2.528,2.524,0.003,5,5000,500,7,df3e3c0
phase1,1,4,151936,50,bfloat16,8,32,4.137,4.132,4.156,4.142,0.011,5,5000,500,7,df3e3c0
phase2,2,4,151936,50,bfloat16,8,32,4.239,4.228,4.248,4.238,0.009,5,5000,500,7,df3e3c0
phase3,3,4,151936,50,bfloat16,8,32,6.588,6.531,6.590,6.574,0.032,5,5000,500,7,df3e3c0
phase4,4,4,151936,50,bfloat16,8,32,7.631,7.619,7.654,7.632,0.016,5,5000,500,7,df3e3c0
phase5,5,4,151936,50,bfloat16,8,32,10.660,10.326,10.661,10.566,0.174,5,5000,500,7,df3e3c0
phase6,6,4,151936,50,bfloat16,8,32,18.419,18.418,18.420,18.419,0.001,5,5000,500,7,df3e3c0
phase7,7,4,151936,100,bfloat16,8,32,29.084,29.068,29.090,29.080,0.009,5,4005,400,7,df3e3c0
full,7,4,151936,100,bfloat16,8,32,29.089,29.074,29.108,29.092,0.016,5,4038,403,7,df3e3c0
noop,0,4,151936,100,bfloat16,8,32,2.512,2.508,2.520,2.514,0.006,5,5000,500,7,df3e3c0
phase1,1,4,151936,100,bfloat16,8,32,4.142,4.134,4.147,4.141,0.006,5,5000,500,7,df3e3c0
phase2,2,4,151936,100,bfloat16,8,32,4.234,4.230,4.244,4.235,0.007,5,5000,500,7,df3e3c0
phase3,3,4,151936,100,bfloat16,8,32,6.587,6.252,6.588,6.492,0.174,5,5000,500,7,df3e3c0
phase4,4,4,151936,100,bfloat16,8,32,7.803,7.772,7.862,7.808,0.041,5,5000,500,7,df3e3c0
phase5,5,4,151936,100,bfloat16,8,32,10.812,10.507,10.817,10.731,0.163,5,5000,500,7,df3e3c0
phase6,6,4,151936,100,bfloat16,8,32,22.863,22.844,22.904,22.869,0.027,5,5000,500,7,df3e3c0
phase7,7,8,151936,20,bfloat16,8,64,20.472,20.470,20.476,20.473,0.003,5,5000,500,7,df3e3c0
full,7,8,151936,20,bfloat16,8,64,20.474,20.470,20.474,20.473,0.002,5,5000,500,7,df3e3c0
noop,0,8,151936,20,bfloat16,8,64,2.511,2.504,2.523,2.514,0.009,5,5000,500,7,df3e3c0
phase1,1,8,151936,20,bfloat16,8,64,4.146,4.134,4.156,4.144,0.010,5,5000,500,7,df3e3c0
phase2,2,8,151936,20,bfloat16,8,64,4.258,4.236,4.263,4.253,0.012,5,5000,500,7,df3e3c0
phase3,3,8,151936,20,bfloat16,8,64,6.598,6.536,6.603,6.584,0.035,5,5000,500,7,df3e3c0
phase4,4,8,151936,20,bfloat16,8,64,8.183,8.173,8.185,8.181,0.006,5,5000,500,7,df3e3c0
phase5,5,8,151936,20,bfloat16,8,64,10.273,10.271,10.284,10.275,0.006,5,5000,500,7,df3e3c0
phase6,6,8,151936,20,bfloat16,8,64,16.405,16.402,16.408,16.405,0.003,5,5000,500,7,df3e3c0
phase7,7,8,151936,50,bfloat16,8,64,22.511,22.509,22.534,22.516,0.013,5,5000,500,7,df3e3c0
full,7,8,151936,50,bfloat16,8,64,22.535,22.532,22.539,22.535,0.003,5,5000,500,7,df3e3c0
noop,0,8,151936,50,bfloat16,8,64,2.522,2.515,2.532,2.523,0.007,5,5000,500,7,df3e3c0
phase1,1,8,151936,50,bfloat16,8,64,4.145,4.138,4.151,4.145,0.006,5,5000,500,7,df3e3c0
phase2,2,8,151936,50,bfloat16,8,64,4.245,4.242,4.252,4.246,0.005,5,5000,500,7,df3e3c0
phase3,3,8,151936,50,bfloat16,8,64,6.601,6.204,6.604,6.444,0.217,5,5000,500,7,df3e3c0
phase4,4,8,151936,50,bfloat16,8,64,8.185,8.173,8.185,8.182,0.007,5,5000,500,7,df3e3c0
phase5,5,8,151936,50,bfloat16,8,64,10.659,10.601,10.665,10.646,0.033,5,5000,500,7,df3e3c0
phase6,6,8,151936,50,bfloat16,8,64,18.419,18.417,18.424,18.420,0.003,5,5000,500,7,df3e3c0
phase7,7,8,151936,100,bfloat16,8,64,30.705,30.705,30.707,30.706,0.001,5,3836,383,7,df3e3c0
full,7,8,151936,100,bfloat16,8,64,30.814,30.811,30.816,30.814,0.002,5,3812,381,7,df3e3c0
noop,0,8,151936,100,bfloat16,8,64,2.527,2.527,2.530,2.528,0.002,5,5000,500,7,df3e3c0
phase1,1,8,151936,100,bfloat16,8,64,4.147,4.138,4.157,4.147,0.009,5,5000,500,7,df3e3c0
phase2,2,8,151936,100,bfloat16,8,64,4.261,4.253,4.271,4.262,0.008,5,5000,500,7,df3e3c0
phase3,3,8,151936,100,bfloat16,8,64,6.672,6.307,6.696,6.533,0.205,5,5000,500,7,df3e3c0
phase4,4,8,151936,100,bfloat16,8,64,8.180,8.172,8.181,8.178,0.005,5,5000,500,7,df3e3c0
phase5,5,8,151936,100,bfloat16,8,64,12.284,12.280,12.286,12.283,0.003,5,5000,500,7,df3e3c0
phase6,6,8,151936,100,bfloat16,8,64,24.559,24.556,24.560,24.558,0.002,5,4842,484,7,df3e3c0
phase7,7,16,151936,20,bfloat16,8,128,23.250,22.784,23.287,23.134,0.255,5,5000,500,7,df3e3c0
full,7,16,151936,20,bfloat16,8,128,23.340,23.329,23.366,23.342,0.017,5,5000,500,7,df3e3c0
noop,0,16,151936,20,bfloat16,8,128,2.519,2.512,2.525,2.519,0.006,5,5000,500,7,df3e3c0
phase1,1,16,151936,20,bfloat16,8,128,6.169,6.167,6.176,6.171,0.004,5,5000,500,7,df3e3c0
phase2,2,16,151936,20,bfloat16,8,128,6.172,6.170,6.178,6.173,0.004,5,5000,500,7,df3e3c0
phase3,3,16,151936,20,bfloat16,8,128,10.234,10.226,10.236,10.232,0.005,5,5000,500,7,df3e3c0
phase4,4,16,151936,20,bfloat16,8,128,10.228,10.226,10.246,10.234,0.010,5,5000,500,7,df3e3c0
phase5,5,16,151936,20,bfloat16,8,128,14.340,14.338,14.367,14.346,0.015,5,5000,500,7,df3e3c0
phase6,6,16,151936,20,bfloat16,8,128,20.118,20.096,20.137,20.118,0.018,5,5000,500,7,df3e3c0
phase7,7,16,151936,50,bfloat16,8,128,26.629,26.628,26.632,26.630,0.002,5,4421,442,7,df3e3c0
full,7,16,151936,50,bfloat16,8,128,26.625,26.623,26.627,26.625,0.002,5,4420,442,7,df3e3c0
noop,0,16,151936,50,bfloat16,8,128,2.512,2.508,2.518,2.513,0.004,5,5000,500,7,df3e3c0
phase1,1,16,151936,50,bfloat16,8,128,6.168,6.167,6.176,6.171,0.005,5,5000,500,7,df3e3c0
phase2,2,16,151936,50,bfloat16,8,128,6.176,6.169,6.177,6.174,0.004,5,5000,500,7,df3e3c0
phase3,3,16,151936,50,bfloat16,8,128,10.236,10.226,10.238,10.234,0.006,5,5000,500,7,df3e3c0
phase4,4,16,151936,50,bfloat16,8,128,10.237,10.227,10.244,10.235,0.008,5,5000,500,7,df3e3c0
phase5,5,16,151936,50,bfloat16,8,128,14.389,14.388,14.392,14.390,0.002,5,5000,500,7,df3e3c0
phase6,6,16,151936,50,bfloat16,8,128,22.529,22.529,22.530,22.529,0.001,5,5000,500,7,df3e3c0
phase7,7,16,151936,100,bfloat16,8,128,32.784,32.779,32.786,32.783,0.003,5,3592,359,7,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.824,32.816,32.828,32.823,0.005,5,3592,359,7,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.526,2.516,2.530,2.524,0.007,5,5000,500,7,df3e3c0
phase1,1,16,151936,100,bfloat16,8,128,6.168,6.166,6.173,6.169,0.003,5,5000,500,7,df3e3c0
phase2,2,16,151936,100,bfloat16,8,128,6.174,6.173,6.178,6.175,0.002,5,5000,500,7,df3e3c0
phase3,3,16,151936,100,bfloat16,8,128,10.236,10.228,10.241,10.234,0.006,5,5000,500,7,df3e3c0
phase4,4,16,151936,100,bfloat16,8,128,10.237,10.227,10.247,10.236,0.009,5,5000,500,7,df3e3c0
phase5,5,16,151936,100,bfloat16,8,128,15.626,15.598,15.664,15.631,0.028,5,5000,500,7,df3e3c0
phase6,6,16,151936,100,bfloat16,8,128,26.624,26.621,26.624,26.623,0.002,5,4445,444,7,df3e3c0
phase7,7,32,151936,20,bfloat16,4,128,30.729,30.726,30.753,30.734,0.013,5,3844,384,7,df3e3c0
full,7,32,151936,20,bfloat16,4,128,30.734,30.730,30.734,30.733,0.002,5,3844,384,7,df3e3c0
noop,0,32,151936,20,bfloat16,4,128,2.531,2.525,2.536,2.530,0.005,5,5000,500,7,df3e3c0
phase1,1,32,151936,20,bfloat16,4,128,8.200,8.170,8.317,8.227,0.069,5,5000,500,7,df3e3c0
phase2,2,32,151936,20,bfloat16,4,128,8.395,8.210,8.411,8.327,0.105,5,5000,500,7,df3e3c0
phase3,3,32,151936,20,bfloat16,4,128,16.386,16.379,16.388,16.385,0.004,5,5000,500,7,df3e3c0
phase4,4,32,151936,20,bfloat16,4,128,16.390,16.386,16.394,16.390,0.004,5,5000,500,7,df3e3c0
phase5,5,32,151936,20,bfloat16,4,128,24.573,24.564,24.575,24.572,0.005,5,5000,500,7,df3e3c0
phase6,6,32,151936,20,bfloat16,4,128,28.675,28.672,28.679,28.676,0.003,5,4158,415,7,df3e3c0
phase7,7,32,151936,50,bfloat16,4,128,34.816,34.814,34.816,34.815,0.001,5,3415,341,7,df3e3c0
full,7,32,151936,50,bfloat16,4,128,34.784,34.780,34.791,34.785,0.005,5,3408,340,7,df3e3c0
noop,0,32,151936,50,bfloat16,4,128,2.525,2.517,2.547,2.530,0.013,5,5000,500,7,df3e3c0
phase1,1,32,151936,50,bfloat16,4,128,8.209,8.180,8.322,8.237,0.066,5,5000,500,7,df3e3c0
phase2,2,32,151936,50,bfloat16,4,128,8.421,8.228,8.425,8.352,0.100,5,5000,500,7,df3e3c0
phase3,3,32,151936,50,bfloat16,4,128,16.387,16.380,16.390,16.386,0.004,5,5000,500,7,df3e3c0
phase4,4,32,151936,50,bfloat16,4,128,16.400,16.388,16.401,16.397,0.007,5,5000,500,7,df3e3c0
phase5,5,32,151936,50,bfloat16,4,128,24.646,24.593,24.657,24.629,0.033,5,4917,491,7,df3e3c0
phase6,6,32,151936,50,bfloat16,4,128,30.364,30.301,30.384,30.347,0.038,5,4049,404,7,df3e3c0
phase7,7,32,151936,100,bfloat16,4,128,38.117,38.083,38.137,38.116,0.025,5,3115,311,7,df3e3c0
full,7,32,151936,100,bfloat16,4,128,38.477,38.440,38.497,38.470,0.025,5,3060,306,7,df3e3c0
noop,0,32,151936,100,bfloat16,4,128,2.525,2.517,2.537,2.526,0.009,5,5000,500,7,df3e3c0
phase1,1,32,151936,100,bfloat16,4,128,8.207,8.174,8.353,8.246,0.084,5,5000,500,7,df3e3c0
phase2,2,32,151936,100,bfloat16,4,128,8.446,8.213,8.448,8.354,0.128,5,5000,500,7,df3e3c0
phase3,3,32,151936,100,bfloat16,4,128,16.390,16.383,16.393,16.389,0.005,5,5000,500,7,df3e3c0
phase4,4,32,151936,100,bfloat16,4,128,16.404,16.393,16.413,16.403,0.009,5,5000,500,7,df3e3c0
phase5,5,32,151936,100,bfloat16,4,128,25.402,25.380,25.417,25.401,0.016,5,4817,481,7,df3e3c0
phase6,6,32,151936,100,bfloat16,4,128,32.699,32.696,32.709,32.700,0.006,5,3684,368,7,df3e3c0
full,7,1,151936,20,bfloat16,8,8,20.311,20.303,20.325,20.314,0.010,5,5000,500,8,df3e3c0
noop,0,1,151936,20,bfloat16,8,8,2.509,2.503,2.515,2.509,0.005,5,5000,500,8,df3e3c0
phase1,1,1,151936,20,bfloat16,8,8,4.135,4.119,4.145,4.132,0.011,5,5000,500,8,df3e3c0
phase2,2,1,151936,20,bfloat16,8,8,4.179,4.174,4.202,4.185,0.013,5,5000,500,8,df3e3c0
phase3,3,1,151936,20,bfloat16,8,8,6.504,6.466,6.515,6.497,0.023,5,5000,500,8,df3e3c0
phase4,4,1,151936,20,bfloat16,8,8,6.366,6.364,6.610,6.428,0.135,5,5000,500,8,df3e3c0
phase5,5,1,151936,20,bfloat16,8,8,10.229,10.226,10.238,10.232,0.006,5,5000,500,8,df3e3c0
phase6,6,1,151936,20,bfloat16,8,8,16.377,16.376,16.379,16.377,0.001,5,5000,500,8,df3e3c0
phase7,7,1,151936,20,bfloat16,8,8,19.383,19.377,19.408,19.389,0.014,5,5000,500,8,df3e3c0
full,7,1,151936,50,bfloat16,8,8,22.522,22.521,22.541,22.527,0.011,5,5000,500,8,df3e3c0
noop,0,1,151936,50,bfloat16,8,8,2.504,2.501,2.522,2.508,0.010,5,5000,500,8,df3e3c0
phase1,1,1,151936,50,bfloat16,8,8,4.127,4.121,4.138,4.129,0.008,5,5000,500,8,df3e3c0
phase2,2,1,151936,50,bfloat16,8,8,4.184,4.177,4.204,4.188,0.012,5,5000,500,8,df3e3c0
phase3,3,1,151936,50,bfloat16,8,8,6.417,6.186,6.461,6.342,0.143,5,5000,500,8,df3e3c0
phase4,4,1,151936,50,bfloat16,8,8,6.591,6.292,6.672,6.504,0.195,5,5000,500,8,df3e3c0
phase5,5,1,151936,50,bfloat16,8,8,10.384,10.278,10.397,10.360,0.059,5,5000,500,8,df3e3c0
phase6,6,1,151936,50,bfloat16,8,8,18.418,18.412,18.420,18.417,0.004,5,5000,500,8,df3e3c0
phase7,7,1,151936,50,bfloat16,8,8,22.511,22.509,22.512,22.511,0.002,5,5000,500,8,df3e3c0
full,7,1,151936,100,bfloat16,8,8,28.135,28.115,28.152,28.134,0.017,5,4209,420,8,df3e3c0
noop,0,1,151936,100,bfloat16,8,8,2.513,2.502,2.520,2.511,0.009,5,5000,500,8,df3e3c0
phase1,1,1,151936,100,bfloat16,8,8,4.139,4.134,4.141,4.138,0.003,5,5000,500,8,df3e3c0
phase2,2,1,151936,100,bfloat16,8,8,4.194,4.184,4.207,4.196,0.011,5,5000,500,8,df3e3c0
phase3,3,1,151936,100,bfloat16,8,8,6.495,6.452,6.497,6.485,0.024,5,5000,500,8,df3e3c0
phase4,4,1,151936,100,bfloat16,8,8,6.620,6.556,6.625,6.605,0.036,5,5000,500,8,df3e3c0
phase5,5,1,151936,100,bfloat16,8,8,11.033,10.726,11.042,10.915,0.168,5,5000,500,8,df3e3c0
phase6,6,1,151936,100,bfloat16,8,8,23.025,23.012,23.040,23.024,0.013,5,5000,500,8,df3e3c0
phase7,7,1,151936,100,bfloat16,8,8,27.165,27.154,27.194,27.170,0.018,5,4321,432,8,df3e3c0
full,7,4,151936,20,bfloat16,8,32,20.486,20.482,20.487,20.485,0.002,5,5000,500,8,df3e3c0
noop,0,4,151936,20,bfloat16,8,32,2.516,2.515,2.526,2.519,0.005,5,5000,500,8,df3e3c0
phase1,1,4,151936,20,bfloat16,8,32,4.143,4.131,4.155,4.143,0.010,5,5000,500,8,df3e3c0
phase2,2,4,151936,20,bfloat16,8,32,4.238,4.225,4.244,4.236,0.009,5,5000,500,8,df3e3c0
phase3,3,4,151936,20,bfloat16,8,32,6.587,6.261,6.589,6.495,0.169,5,5000,500,8,df3e3c0
phase4,4,4,151936,20,bfloat16,8,32,7.646,7.593,7.733,7.663,0.067,5,5000,500,8,df3e3c0
phase5,5,4,151936,20,bfloat16,8,32,10.255,10.252,10.260,10.256,0.004,5,5000,500,8,df3e3c0
phase6,6,4,151936,20,bfloat16,8,32,16.400,16.398,16.402,16.400,0.002,5,5000,500,8,df3e3c0
phase7,7,4,151936,20,bfloat16,8,32,20.483,20.481,20.483,20.482,0.001,5,5000,500,8,df3e3c0
full,7,4,151936,50,bfloat16,8,32,22.540,22.537,22.560,22.544,0.011,5,5000,500,8,df3e3c0
noop,0,4,151936,50,bfloat16,8,32,2.523,2.516,2.533,2.523,0.008,5,5000,500,8,df3e3c0
phase1,1,4,151936,50,bfloat16,8,32,4.142,4.129,4.153,4.142,0.011,5,5000,500,8,df3e3c0
phase2,2,4,151936,50,bfloat16,8,32,4.227,4.220,4.250,4.233,0.013,5,5000,500,8,df3e3c0
phase3,3,4,151936,50,bfloat16,8,32,6.587,6.531,6.589,6.574,0.031,5,5000,500,8,df3e3c0
phase4,4,4,151936,50,bfloat16,8,32,7.905,7.830,7.910,7.877,0.042,5,5000,500,8,df3e3c0
phase5,5,4,151936,50,bfloat16,8,32,10.641,10.258,10.649,10.490,0.212,5,5000,500,8,df3e3c0
phase6,6,4,151936,50,bfloat16,8,32,18.418,18.417,18.421,18.419,0.002,5,5000,500,8,df3e3c0
phase7,7,4,151936,50,bfloat16,8,32,22.511,22.509,22.512,22.511,0.001,5,5000,500,8,df3e3c0
full,7,4,151936,100,bfloat16,8,32,30.815,30.802,30.830,30.814,0.013,5,3827,382,8,df3e3c0
noop,0,4,151936,100,bfloat16,8,32,2.527,2.525,2.533,2.528,0.004,5,5000,500,8,df3e3c0
phase1,1,4,151936,100,bfloat16,8,32,4.140,4.135,4.147,4.140,0.005,5,5000,500,8,df3e3c0
phase2,2,4,151936,100,bfloat16,8,32,4.227,4.215,4.246,4.229,0.013,5,5000,500,8,df3e3c0
phase3,3,4,151936,100,bfloat16,8,32,6.585,6.248,6.588,6.490,0.175,5,5000,500,8,df3e3c0
phase4,4,4,151936,100,bfloat16,8,32,7.858,7.820,7.885,7.855,0.030,5,5000,500,8,df3e3c0
phase5,5,4,151936,100,bfloat16,8,32,12.278,12.267,12.278,12.274,0.006,5,5000,500,8,df3e3c0
phase6,6,4,151936,100,bfloat16,8,32,24.543,24.540,24.545,24.543,0.002,5,4821,482,8,df3e3c0
phase7,7,4,151936,100,bfloat16,8,32,30.687,30.683,30.688,30.686,0.002,5,3844,384,8,df3e3c0
full,7,8,151936,20,bfloat16,8,64,20.487,20.486,20.491,20.488,0.002,5,5000,500,8,df3e3c0
noop,0,8,151936,20,bfloat16,8,64,2.526,2.520,2.531,2.525,0.005,5,5000,500,8,df3e3c0
phase1,1,8,151936,20,bfloat16,8,64,4.140,4.133,4.150,4.141,0.007,5,5000,500,8,df3e3c0
phase2,2,8,151936,20,bfloat16,8,64,4.269,4.263,4.275,4.269,0.005,5,5000,500,8,df3e3c0
phase3,3,8,151936,20,bfloat16,8,64,6.594,6.533,6.597,6.578,0.033,5,5000,500,8,df3e3c0
phase4,4,8,151936,20,bfloat16,8,64,8.181,8.174,8.184,8.181,0.005,5,5000,500,8,df3e3c0
phase5,5,8,151936,20,bfloat16,8,64,10.262,10.259,10.267,10.262,0.004,5,5000,500,8,df3e3c0
phase6,6,8,151936,20,bfloat16,8,64,16.407,16.402,16.425,16.411,0.011,5,5000,500,8,df3e3c0
phase7,7,8,151936,20,bfloat16,8,64,20.488,20.487,20.489,20.488,0.001,5,5000,500,8,df3e3c0
full,7,8,151936,50,bfloat16,8,64,22.554,22.553,22.560,22.555,0.003,5,5000,500,8,df3e3c0
noop,0,8,151936,50,bfloat16,8,64,2.523,2.513,2.527,2.521,0.006,5,5000,500,8,df3e3c0
phase1,1,8,151936,50,bfloat16,8,64,4.153,4.141,4.165,4.152,0.010,5,5000,500,8,df3e3c0
phase2,2,8,151936,50,bfloat16,8,64,4.258,4.247,4.263,4.255,0.007,5,5000,500,8,df3e3c0
phase3,3,8,151936,50,bfloat16,8,64,6.598,6.542,6.602,6.585,0.032,5,5000,500,8,df3e3c0
phase4,4,8,151936,50,bfloat16,8,64,8.184,8.172,8.186,8.181,0.007,5,5000,500,8,df3e3c0
phase5,5,8,151936,50,bfloat16,8,64,10.631,10.320,10.637,10.545,0.163,5,5000,500,8,df3e3c0
phase6,6,8,151936,50,bfloat16,8,64,18.417,18.414,18.421,18.417,0.003,5,5000,500,8,df3e3c0
phase7,7,8,151936,50,bfloat16,8,64,22.557,22.556,22.560,22.557,0.002,5,5000,500,8,df3e3c0
full,7,8,151936,100,bfloat16,8,64,30.772,30.767,30.776,30.772,0.004,5,3784,378,8,df3e3c0
noop,0,8,151936,100,bfloat16,8,64,2.522,2.512,2.584,2.536,0.035,5,5000,500,8,df3e3c0
phase1,1,8,151936,100,bfloat16,8,64,4.147,4.142,4.156,4.148,0.006,5,5000,500,8,df3e3c0
phase2,2,8,151936,100,bfloat16,8,64,4.263,4.251,4.265,4.260,0.006,5,5000,500,8,df3e3c0
phase3,3,8,151936,100,bfloat16,8,64,6.635,6.572,6.650,6.624,0.039,5,5000,500,8,df3e3c0
phase4,4,8,151936,100,bfloat16,8,64,8.184,8.173,8.185,8.181,0.006,5,5000,500,8,df3e3c0
phase5,5,8,151936,100,bfloat16,8,64,12.282,12.275,12.284,12.281,0.005,5,5000,500,8,df3e3c0
phase6,6,8,151936,100,bfloat16,8,64,24.551,24.550,24.551,24.551,0.001,5,4856,485,8,df3e3c0
phase7,7,8,151936,100,bfloat16,8,64,30.732,30.729,30.733,30.731,0.002,5,3819,381,8,df3e3c0
full,7,16,151936,20,bfloat16,8,128,22.703,22.585,22.754,22.693,0.081,5,5000,500,8,df3e3c0
noop,0,16,151936,20,bfloat16,8,128,2.524,2.521,2.539,2.528,0.008,5,5000,500,8,df3e3c0
phase1,1,16,151936,20,bfloat16,8,128,6.164,6.157,6.173,6.165,0.007,5,5000,500,8,df3e3c0
phase2,2,16,151936,20,bfloat16,8,128,6.174,6.170,6.177,6.174,0.003,5,5000,500,8,df3e3c0
phase3,3,16,151936,20,bfloat16,8,128,10.236,10.227,10.241,10.235,0.006,5,5000,500,8,df3e3c0
phase4,4,16,151936,20,bfloat16,8,128,10.227,10.226,10.237,10.229,0.006,5,5000,500,8,df3e3c0
phase5,5,16,151936,20,bfloat16,8,128,14.338,14.337,14.340,14.338,0.001,5,5000,500,8,df3e3c0
phase6,6,16,151936,20,bfloat16,8,128,19.341,19.326,19.347,19.338,0.010,5,5000,500,8,df3e3c0
phase7,7,16,151936,20,bfloat16,8,128,22.774,22.766,22.787,22.775,0.010,5,5000,500,8,df3e3c0
full,7,16,151936,50,bfloat16,8,128,26.621,26.619,26.621,26.620,0.001,5,4394,439,8,df3e3c0
noop,0,16,151936,50,bfloat16,8,128,2.516,2.514,2.530,2.520,0.008,5,5000,500,8,df3e3c0
phase1,1,16,151936,50,bfloat16,8,128,6.170,6.163,6.174,6.169,0.005,5,5000,500,8,df3e3c0
phase2,2,16,151936,50,bfloat16,8,128,6.177,6.174,6.179,6.176,0.002,5,5000,500,8,df3e3c0
phase3,3,16,151936,50,bfloat16,8,128,10.234,10.227,10.237,10.232,0.005,5,5000,500,8,df3e3c0
phase4,4,16,151936,50,bfloat16,8,128,10.228,10.224,10.246,10.233,0.010,5,5000,500,8,df3e3c0
phase5,5,16,151936,50,bfloat16,8,128,14.376,14.355,14.382,14.369,0.013,5,5000,500,8,df3e3c0
phase6,6,16,151936,50,bfloat16,8,128,22.532,22.531,22.535,22.532,0.002,5,5000,500,8,df3e3c0
phase7,7,16,151936,50,bfloat16,8,128,26.629,26.627,26.631,26.629,0.002,5,4423,442,8,df3e3c0
full,7,16,151936,100,bfloat16,8,128,32.771,32.770,32.773,32.771,0.001,5,3590,359,8,df3e3c0
noop,0,16,151936,100,bfloat16,8,128,2.529,2.513,2.534,2.524,0.010,5,5000,500,8,df3e3c0
